# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	38
2	3
4	5
6	7
8	9
10	11
12	13
16	17
28	29
32	33
34	35
48	49
52	53
56	57
66	67
72	73
80	81
82	83
88	89
90	91
98	99
100	101
102	103
106	107
118	119
124	125
132	133
144	145
146	147
148	149
152	153
156	157
160	161
162	163
174	175
176	177
178	179
190	191
194	195
