# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	16
2	3
36	37
44	45
46	47
50	51
54	55
72	73
102	103
108	109
116	117
136	137
138	139
140	141
152	153
178	179
188	189
