# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	18
0	1
14	15
18	19
32	33
34	35
38	39
64	65
74	75
76	77
92	93
94	95
98	99
100	101
102	103
118	119
156	157
168	169
184	185
