# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	18
18	19
32	33
40	41
72	73
76	77
84	85
92	93
98	99
104	105
108	109
114	115
150	151
152	153
166	167
170	171
174	175
186	187
188	189
