# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	28
0	1
32	33
36	37
40	41
52	53
56	57
58	59
70	71
72	73
74	75
76	77
98	99
104	105
114	115
122	123
124	125
132	133
134	135
140	141
142	143
148	149
156	157
160	161
172	173
180	181
188	189
190	191
198	199
