# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	32
0	1
2	3
6	7
16	17
26	27
28	29
36	37
40	41
44	45
54	55
62	63
68	69
78	79
80	81
82	83
88	89
90	91
92	93
94	95
98	99
102	103
108	109
110	111
122	123
146	147
148	149
152	153
154	155
156	157
172	173
176	177
178	179
