source,method,alpha,position_bp,distance_bp,selected_positions,selected_called,power,neutral_positions,neutral_called,positional_fpr
truth,mass_40000,0.05,5200000,200000,100,45,0.45,1000,55,0.055
truth,mass_40000,0.05,5500000,500000,100,14,0.14,1000,48,0.048
truth,mass_40000,0.05,6000000,1000000,100,11,0.11,1000,47,0.047
truth,mass_40000,0.05,7000000,2000000,100,9,0.09,1000,53,0.053
truth,all_50000,0.01,3000000,-2000000,100,1,0.01,1000,8,0.008
truth,all_50000,0.01,4000000,-1000000,100,2,0.02,1000,9,0.009
truth,all_50000,0.01,4500000,-500000,100,0,0.0,1000,11,0.011
truth,all_50000,0.01,4800000,-200000,100,5,0.05,1000,9,0.009
truth,all_50000,0.01,4900000,-100000,100,17,0.17,1000,8,0.008
truth,all_50000,0.01,4950000,-50000,100,31,0.31,1000,8,0.008
truth,all_50000,0.01,4980000,-20000,100,56,0.56,1000,9,0.009
truth,all_50000,0.01,4990000,-10000,100,72,0.72,1000,11,0.011
truth,all_50000,0.01,5000000,0,100,74,0.74,1000,12,0.012
truth,all_50000,0.01,5010000,10000,100,58,0.58,1000,11,0.011
truth,all_50000,0.01,5020000,20000,100,49,0.49,1000,10,0.01
truth,all_50000,0.01,5050000,50000,100,35,0.35,1000,10,0.01
truth,all_50000,0.01,5100000,100000,100,14,0.14,1000,7,0.007
truth,all_50000,0.01,5200000,200000,100,3,0.03,1000,9,0.009
truth,all_50000,0.01,5500000,500000,100,2,0.02,1000,10,0.01
truth,all_50000,0.01,6000000,1000000,100,4,0.04,1000,10,0.01
truth,all_50000,0.01,7000000,2000000,100,0,0.0,1000,10,0.01
truth,all_50000,0.05,3000000,-2000000,100,7,0.07,1000,46,0.046
truth,all_50000,0.05,4000000,-1000000,100,9,0.09,1000,54,0.054
truth,all_50000,0.05,4500000,-500000,100,4,0.04,1000,51,0.051
truth,all_50000,0.05,4800000,-200000,100,15,0.15,1000,50,0.05
truth,all_50000,0.05,4900000,-100000,100,34,0.34,1000,49,0.049
truth,all_50000,0.05,4950000,-50000,100,52,0.52,1000,53,0.053
truth,all_50000,0.05,4980000,-20000,100,69,0.69,1000,50,0.05
truth,all_50000,0.05,4990000,-10000,100,82,0.82,1000,49,0.049
truth,all_50000,0.05,5000000,0,100,86,0.86,1000,54,0.054
truth,all_50000,0.05,5010000,10000,100,80,0.8,1000,48,0.048
truth,all_50000,0.05,5020000,20000,100,75,0.75,1000,48,0.048
truth,all_50000,0.05,5050000,50000,100,54,0.54,1000,50,0.05
truth,all_50000,0.05,5100000,100000,100,40,0.4,1000,49,0.049
truth,all_50000,0.05,5200000,200000,100,12,0.12,1000,46,0.046
truth,all_50000,0.05,5500000,500000,100,4,0.04,1000,48,0.048
truth,all_50000,0.05,6000000,1000000,100,6,0.06,1000,51,0.051
truth,all_50000,0.05,7000000,2000000,100,4,0.04,1000,50,0.05
truth,mass_50000,0.01,3000000,-2000000,100,1,0.01,1000,10,0.01
truth,mass_50000,0.01,4000000,-1000000,100,1,0.01,1000,8,0.008
truth,mass_50000,0.01,4500000,-500000,100,5,0.05,1000,11,0.011
truth,mass_50000,0.01,4800000,-200000,100,19,0.19,1000,11,0.011
truth,mass_50000,0.01,4900000,-100000,100,41,0.41,1000,14,0.014
truth,mass_50000,0.01,4950000,-50000,100,56,0.56,1000,12,0.012
truth,mass_50000,0.01,4980000,-20000,100,86,0.86,1000,8,0.008
truth,mass_50000,0.01,4990000,-10000,100,90,0.9,1000,8,0.008
truth,mass_50000,0.01,5000000,0,100,99,0.99,1000,9,0.009
truth,mass_50000,0.01,5010000,10000,100,89,0.89,1000,9,0.009
truth,mass_50000,0.01,5020000,20000,100,83,0.83,1000,9,0.009
truth,mass_50000,0.01,5050000,50000,100,67,0.67,1000,12,0.012
truth,mass_50000,0.01,5100000,100000,100,43,0.43,1000,10,0.01
truth,mass_50000,0.01,5200000,200000,100,16,0.16,1000,9,0.009
truth,mass_50000,0.01,5500000,500000,100,2,0.02,1000,9,0.009
truth,mass_50000,0.01,6000000,1000000,100,0,0.0,1000,12,0.012
truth,mass_50000,0.01,7000000,2000000,100,1,0.01,1000,8,0.008
truth,mass_50000,0.05,3000000,-2000000,100,5,0.05,1000,45,0.045
truth,mass_50000,0.05,4000000,-1000000,100,7,0.07,1000,46,0.046
truth,mass_50000,0.05,4500000,-500000,100,13,0.13,1000,52,0.052
truth,mass_50000,0.05,4800000,-200000,100,32,0.32,1000,47,0.047
truth,mass_50000,0.05,4900000,-100000,100,58,0.58,1000,49,0.049
truth,mass_50000,0.05,4950000,-50000,100,78,0.78,1000,47,0.047
truth,mass_50000,0.05,4980000,-20000,100,95,0.95,1000,52,0.052
truth,mass_50000,0.05,4990000,-10000,100,95,0.95,1000,57,0.057
truth,mass_50000,0.05,5000000,0,100,100,1.0,1000,50,0.05
truth,mass_50000,0.05,5010000,10000,100,94,0.94,1000,48,0.048
truth,mass_50000,0.05,5020000,20000,100,89,0.89,1000,53,0.053
truth,mass_50000,0.05,5050000,50000,100,84,0.84,1000,46,0.046
truth,mass_50000,0.05,5100000,100000,100,65,0.65,1000,50,0.05
truth,mass_50000,0.05,5200000,200000,100,48,0.48,1000,52,0.052
truth,mass_50000,0.05,5500000,500000,100,14,0.14,1000,53,0.053
truth,mass_50000,0.05,6000000,1000000,100,10,0.1,1000,48,0.048
truth,mass_50000,0.05,7000000,2000000,100,9,0.09,1000,57,0.057
decoded,af,0.01,3000000,-2000000,100,1,0.01,1000,11,0.011
decoded,af,0.01,4000000,-1000000,100,0,0.0,1000,8,0.008
decoded,af,0.01,4500000,-500000,100,5,0.05,1000,12,0.012
decoded,af,0.01,4800000,-200000,100,18,0.18,1000,9,0.009
decoded,af,0.01,4900000,-100000,100,41,0.41,1000,13,0.013
decoded,af,0.01,4950000,-50000,100,54,0.54,1000,10,0.01
decoded,af,0.01,4980000,-20000,100,84,0.84,1000,9,0.009
decoded,af,0.01,4990000,-10000,100,89,0.89,1000,7,0.007
decoded,af,0.01,5000000,0,100,99,0.99,1000,9,0.009
decoded,af,0.01,5010000,10000,100,90,0.9,1000,10,0.01
decoded,af,0.01,5020000,20000,100,85,0.85,1000,9,0.009
decoded,af,0.01,5050000,50000,100,69,0.69,1000,11,0.011
decoded,af,0.01,5100000,100000,100,44,0.44,1000,9,0.009
decoded,af,0.01,5200000,200000,100,17,0.17,1000,11,0.011
decoded,af,0.01,5500000,500000,100,4,0.04,1000,7,0.007
decoded,af,0.01,6000000,1000000,100,0,0.0,1000,8,0.008
decoded,af,0.01,7000000,2000000,100,1,0.01,1000,8,0.008
decoded,af,0.05,3000000,-2000000,100,5,0.05,1000,44,0.044
decoded,af,0.05,4000000,-1000000,100,7,0.07,1000,50,0.05
decoded,af,0.05,4500000,-500000,100,14,0.14,1000,49,0.049
decoded,af,0.05,4800000,-200000,100,32,0.32,1000,45,0.045
decoded,af,0.05,4900000,-100000,100,59,0.59,1000,50,0.05
decoded,af,0.05,4950000,-50000,100,76,0.76,1000,47,0.047
decoded,af,0.05,4980000,-20000,100,95,0.95,1000,51,0.051
decoded,af,0.05,4990000,-10000,100,95,0.95,1000,61,0.061
decoded,af,0.05,5000000,0,100,100,1.0,1000,51,0.051
decoded,af,0.05,5010000,10000,100,94,0.94,1000,47,0.047
decoded,af,0.05,5020000,20000,100,89,0.89,1000,49,0.049
decoded,af,0.05,5050000,50000,100,84,0.84,1000,47,0.047
decoded,af,0.05,5100000,100000,100,65,0.65,1000,51,0.051
decoded,af,0.05,5200000,200000,100,47,0.47,1000,53,0.053
decoded,af,0.05,5500000,500000,100,13,0.13,1000,57,0.057
decoded,af,0.05,6000000,1000000,100,11,0.11,1000,48,0.048
decoded,af,0.05,7000000,2000000,100,9,0.09,1000,57,0.057
decoded,all_5000,0.01,3000000,-2000000,100,2,0.02,1000,11,0.011
decoded,all_5000,0.01,4000000,-1000000,100,1,0.01,1000,9,0.009
decoded,all_5000,0.01,4500000,-500000,100,0,0.0,1000,9,0.009
decoded,all_5000,0.01,4800000,-200000,100,4,0.04,1000,8,0.008
decoded,all_5000,0.01,4900000,-100000,100,6,0.06,1000,9,0.009
decoded,all_5000,0.01,4950000,-50000,100,10,0.1,1000,7,0.007
decoded,all_5000,0.01,4980000,-20000,100,11,0.11,1000,9,0.009
decoded,all_5000,0.01,4990000,-10000,100,12,0.12,1000,10,0.01
decoded,all_5000,0.01,5000000,0,100,11,0.11,1000,8,0.008
decoded,all_5000,0.01,5010000,10000,100,11,0.11,1000,9,0.009
decoded,all_5000,0.01,5020000,20000,100,9,0.09,1000,6,0.006
decoded,all_5000,0.01,5050000,50000,100,10,0.1,1000,8,0.008
decoded,all_5000,0.01,5100000,100000,100,11,0.11,1000,11,0.011
decoded,all_5000,0.01,5200000,200000,100,5,0.05,1000,8,0.008
decoded,all_5000,0.01,5500000,500000,100,5,0.05,1000,12,0.012
decoded,all_5000,0.01,6000000,1000000,100,3,0.03,1000,8,0.008
decoded,all_5000,0.01,7000000,2000000,100,0,0.0,1000,9,0.009
decoded,all_5000,0.05,3000000,-2000000,100,4,0.04,1000,49,0.049
decoded,all_5000,0.05,4000000,-1000000,100,4,0.04,1000,43,0.043
decoded,all_5000,0.05,4500000,-500000,100,4,0.04,1000,47,0.047
decoded,all_5000,0.05,4800000,-200000,100,14,0.14,1000,46,0.046
decoded,all_5000,0.05,4900000,-100000,100,16,0.16,1000,45,0.045
decoded,all_5000,0.05,4950000,-50000,100,22,0.22,1000,51,0.051
decoded,all_5000,0.05,4980000,-20000,100,21,0.21,1000,47,0.047
decoded,all_5000,0.05,4990000,-10000,100,20,0.2,1000,39,0.039
decoded,all_5000,0.05,5000000,0,100,23,0.23,1000,42,0.042
decoded,all_5000,0.05,5010000,10000,100,23,0.23,1000,49,0.049
decoded,all_5000,0.05,5020000,20000,100,22,0.22,1000,44,0.044
decoded,all_5000,0.05,5050000,50000,100,22,0.22,1000,44,0.044
decoded,all_5000,0.05,5100000,100000,100,19,0.19,1000,48,0.048
decoded,all_5000,0.05,5200000,200000,100,12,0.12,1000,52,0.052
decoded,all_5000,0.05,5500000,500000,100,8,0.08,1000,45,0.045
decoded,all_5000,0.05,6000000,1000000,100,6,0.06,1000,42,0.042
decoded,all_5000,0.05,7000000,2000000,100,4,0.04,1000,46,0.046
decoded,mass_5000,0.01,3000000,-2000000,100,0,0.0,1000,8,0.008
decoded,mass_5000,0.01,4000000,-1000000,100,0,0.0,1000,9,0.009
decoded,mass_5000,0.01,4500000,-500000,100,6,0.06,1000,9,0.009
decoded,mass_5000,0.01,4800000,-200000,100,15,0.15,1000,11,0.011
decoded,mass_5000,0.01,4900000,-100000,100,33,0.33,1000,14,0.014
decoded,mass_5000,0.01,4950000,-50000,100,58,0.58,1000,12,0.012
decoded,mass_5000,0.01,4980000,-20000,100,86,0.86,1000,8,0.008
decoded,mass_5000,0.01,4990000,-10000,100,91,0.91,1000,9,0.009
decoded,mass_5000,0.01,5000000,0,100,99,0.99,1000,9,0.009
decoded,mass_5000,0.01,5010000,10000,100,86,0.86,1000,9,0.009
decoded,mass_5000,0.01,5020000,20000,100,78,0.78,1000,7,0.007
decoded,mass_5000,0.01,5050000,50000,100,68,0.68,1000,12,0.012
decoded,mass_5000,0.01,5100000,100000,100,44,0.44,1000,7,0.007
decoded,mass_5000,0.01,5200000,200000,100,25,0.25,1000,13,0.013
decoded,mass_5000,0.01,5500000,500000,100,2,0.02,1000,8,0.008
decoded,mass_5000,0.01,6000000,1000000,100,1,0.01,1000,8,0.008
decoded,mass_5000,0.01,7000000,2000000,100,1,0.01,1000,10,0.01
decoded,mass_5000,0.05,3000000,-2000000,100,3,0.03,1000,42,0.042
decoded,mass_5000,0.05,4000000,-1000000,100,4,0.04,1000,44,0.044
decoded,mass_5000,0.05,4500000,-500000,100,17,0.17,1000,47,0.047
decoded,mass_5000,0.05,4800000,-200000,100,33,0.33,1000,45,0.045
decoded,mass_5000,0.05,4900000,-100000,100,57,0.57,1000,45,0.045
decoded,mass_5000,0.05,4950000,-50000,100,74,0.74,1000,43,0.043
decoded,mass_5000,0.05,4980000,-20000,100,91,0.91,1000,51,0.051
decoded,mass_5000,0.05,4990000,-10000,100,93,0.93,1000,53,0.053
decoded,mass_5000,0.05,5000000,0,100,100,1.0,1000,48,0.048
decoded,mass_5000,0.05,5010000,10000,100,94,0.94,1000,44,0.044
decoded,mass_5000,0.05,5020000,20000,100,88,0.88,1000,49,0.049
decoded,mass_5000,0.05,5050000,50000,100,83,0.83,1000,46,0.046
decoded,mass_5000,0.05,5100000,100000,100,63,0.63,1000,43,0.043
decoded,mass_5000,0.05,5200000,200000,100,44,0.44,1000,50,0.05
decoded,mass_5000,0.05,5500000,500000,100,13,0.13,1000,42,0.042
decoded,mass_5000,0.05,6000000,1000000,100,13,0.13,1000,48,0.048
decoded,mass_5000,0.05,7000000,2000000,100,7,0.07,1000,56,0.056
decoded,all_10000,0.01,3000000,-2000000,100,0,0.0,1000,10,0.01
decoded,all_10000,0.01,4000000,-1000000,100,2,0.02,1000,9,0.009
decoded,all_10000,0.01,4500000,-500000,100,0,0.0,1000,7,0.007
decoded,all_10000,0.01,4800000,-200000,100,9,0.09,1000,8,0.008
decoded,all_10000,0.01,4900000,-100000,100,17,0.17,1000,11,0.011
decoded,all_10000,0.01,4950000,-50000,100,21,0.21,1000,8,0.008
decoded,all_10000,0.01,4980000,-20000,100,24,0.24,1000,11,0.011
decoded,all_10000,0.01,4990000,-10000,100,28,0.28,1000,14,0.014
decoded,all_10000,0.01,5000000,0,100,26,0.26,1000,14,0.014
decoded,all_10000,0.01,5010000,10000,100,24,0.24,1000,16,0.016
decoded,all_10000,0.01,5020000,20000,100,23,0.23,1000,14,0.014
decoded,all_10000,0.01,5050000,50000,100,27,0.27,1000,14,0.014
decoded,all_10000,0.01,5100000,100000,100,24,0.24,1000,15,0.015
decoded,all_10000,0.01,5200000,200000,100,9,0.09,1000,9,0.009
decoded,all_10000,0.01,5500000,500000,100,2,0.02,1000,10,0.01
decoded,all_10000,0.01,6000000,1000000,100,1,0.01,1000,10,0.01
decoded,all_10000,0.01,7000000,2000000,100,1,0.01,1000,8,0.008
decoded,all_10000,0.05,3000000,-2000000,100,5,0.05,1000,48,0.048
decoded,all_10000,0.05,4000000,-1000000,100,7,0.07,1000,55,0.055
decoded,all_10000,0.05,4500000,-500000,100,6,0.06,1000,50,0.05
decoded,all_10000,0.05,4800000,-200000,100,18,0.18,1000,50,0.05
decoded,all_10000,0.05,4900000,-100000,100,33,0.33,1000,52,0.052
decoded,all_10000,0.05,4950000,-50000,100,40,0.4,1000,48,0.048
decoded,all_10000,0.05,4980000,-20000,100,45,0.45,1000,48,0.048
decoded,all_10000,0.05,4990000,-10000,100,46,0.46,1000,48,0.048
decoded,all_10000,0.05,5000000,0,100,49,0.49,1000,46,0.046
decoded,all_10000,0.05,5010000,10000,100,52,0.52,1000,50,0.05
decoded,all_10000,0.05,5020000,20000,100,50,0.5,1000,44,0.044
decoded,all_10000,0.05,5050000,50000,100,46,0.46,1000,49,0.049
decoded,all_10000,0.05,5100000,100000,100,36,0.36,1000,45,0.045
decoded,all_10000,0.05,5200000,200000,100,18,0.18,1000,49,0.049
decoded,all_10000,0.05,5500000,500000,100,6,0.06,1000,48,0.048
decoded,all_10000,0.05,6000000,1000000,100,6,0.06,1000,49,0.049
decoded,all_10000,0.05,7000000,2000000,100,6,0.06,1000,45,0.045
decoded,mass_10000,0.01,3000000,-2000000,100,2,0.02,1000,12,0.012
decoded,mass_10000,0.01,4000000,-1000000,100,0,0.0,1000,10,0.01
decoded,mass_10000,0.01,4500000,-500000,100,6,0.06,1000,14,0.014
decoded,mass_10000,0.01,4800000,-200000,100,18,0.18,1000,9,0.009
decoded,mass_10000,0.01,4900000,-100000,100,43,0.43,1000,13,0.013
decoded,mass_10000,0.01,4950000,-50000,100,54,0.54,1000,10,0.01
decoded,mass_10000,0.01,4980000,-20000,100,84,0.84,1000,9,0.009
decoded,mass_10000,0.01,4990000,-10000,100,90,0.9,1000,7,0.007
decoded,mass_10000,0.01,5000000,0,100,97,0.97,1000,8,0.008
decoded,mass_10000,0.01,5010000,10000,100,90,0.9,1000,9,0.009
decoded,mass_10000,0.01,5020000,20000,100,83,0.83,1000,10,0.01
decoded,mass_10000,0.01,5050000,50000,100,72,0.72,1000,12,0.012
decoded,mass_10000,0.01,5100000,100000,100,46,0.46,1000,7,0.007
decoded,mass_10000,0.01,5200000,200000,100,20,0.2,1000,10,0.01
decoded,mass_10000,0.01,5500000,500000,100,2,0.02,1000,8,0.008
decoded,mass_10000,0.01,6000000,1000000,100,1,0.01,1000,10,0.01
decoded,mass_10000,0.01,7000000,2000000,100,1,0.01,1000,11,0.011
decoded,mass_10000,0.05,3000000,-2000000,100,5,0.05,1000,46,0.046
decoded,mass_10000,0.05,4000000,-1000000,100,5,0.05,1000,53,0.053
decoded,mass_10000,0.05,4500000,-500000,100,15,0.15,1000,49,0.049
decoded,mass_10000,0.05,4800000,-200000,100,32,0.32,1000,52,0.052
decoded,mass_10000,0.05,4900000,-100000,100,60,0.6,1000,47,0.047
decoded,mass_10000,0.05,4950000,-50000,100,76,0.76,1000,44,0.044
decoded,mass_10000,0.05,4980000,-20000,100,95,0.95,1000,48,0.048
decoded,mass_10000,0.05,4990000,-10000,100,95,0.95,1000,53,0.053
decoded,mass_10000,0.05,5000000,0,100,100,1.0,1000,47,0.047
decoded,mass_10000,0.05,5010000,10000,100,94,0.94,1000,45,0.045
decoded,mass_10000,0.05,5020000,20000,100,89,0.89,1000,46,0.046
decoded,mass_10000,0.05,5050000,50000,100,84,0.84,1000,45,0.045
decoded,mass_10000,0.05,5100000,100000,100,67,0.67,1000,52,0.052
decoded,mass_10000,0.05,5200000,200000,100,43,0.43,1000,50,0.05
decoded,mass_10000,0.05,5500000,500000,100,15,0.15,1000,49,0.049
decoded,mass_10000,0.05,6000000,1000000,100,11,0.11,1000,47,0.047
decoded,mass_10000,0.05,7000000,2000000,100,7,0.07,1000,55,0.055
decoded,all_20000,0.01,3000000,-2000000,100,1,0.01,1000,12,0.012
decoded,all_20000,0.01,4000000,-1000000,100,1,0.01,1000,9,0.009
decoded,all_20000,0.01,4500000,-500000,100,2,0.02,1000,12,0.012
decoded,all_20000,0.01,4800000,-200000,100,7,0.07,1000,10,0.01
decoded,all_20000,0.01,4900000,-100000,100,16,0.16,1000,12,0.012
decoded,all_20000,0.01,4950000,-50000,100,22,0.22,1000,10,0.01
decoded,all_20000,0.01,4980000,-20000,100,34,0.34,1000,8,0.008
decoded,all_20000,0.01,4990000,-10000,100,37,0.37,1000,9,0.009
decoded,all_20000,0.01,5000000,0,100,33,0.33,1000,14,0.014
decoded,all_20000,0.01,5010000,10000,100,33,0.33,1000,17,0.017
decoded,all_20000,0.01,5020000,20000,100,32,0.32,1000,14,0.014
decoded,all_20000,0.01,5050000,50000,100,21,0.21,1000,12,0.012
decoded,all_20000,0.01,5100000,100000,100,15,0.15,1000,13,0.013
decoded,all_20000,0.01,5200000,200000,100,6,0.06,1000,8,0.008
decoded,all_20000,0.01,5500000,500000,100,0,0.0,1000,10,0.01
decoded,all_20000,0.01,6000000,1000000,100,1,0.01,1000,11,0.011
decoded,all_20000,0.01,7000000,2000000,100,0,0.0,1000,10,0.01
decoded,all_20000,0.05,3000000,-2000000,100,3,0.03,1000,46,0.046
decoded,all_20000,0.05,4000000,-1000000,100,7,0.07,1000,56,0.056
decoded,all_20000,0.05,4500000,-500000,100,4,0.04,1000,53,0.053
decoded,all_20000,0.05,4800000,-200000,100,13,0.13,1000,51,0.051
decoded,all_20000,0.05,4900000,-100000,100,25,0.25,1000,52,0.052
decoded,all_20000,0.05,4950000,-50000,100,45,0.45,1000,49,0.049
decoded,all_20000,0.05,4980000,-20000,100,52,0.52,1000,53,0.053
decoded,all_20000,0.05,4990000,-10000,100,60,0.6,1000,52,0.052
decoded,all_20000,0.05,5000000,0,100,55,0.55,1000,50,0.05
decoded,all_20000,0.05,5010000,10000,100,54,0.54,1000,46,0.046
decoded,all_20000,0.05,5020000,20000,100,54,0.54,1000,44,0.044
decoded,all_20000,0.05,5050000,50000,100,52,0.52,1000,47,0.047
decoded,all_20000,0.05,5100000,100000,100,33,0.33,1000,47,0.047
decoded,all_20000,0.05,5200000,200000,100,15,0.15,1000,43,0.043
decoded,all_20000,0.05,5500000,500000,100,5,0.05,1000,47,0.047
decoded,all_20000,0.05,6000000,1000000,100,5,0.05,1000,52,0.052
decoded,all_20000,0.05,7000000,2000000,100,5,0.05,1000,53,0.053
decoded,mass_20000,0.01,3000000,-2000000,100,2,0.02,1000,10,0.01
decoded,mass_20000,0.01,4000000,-1000000,100,0,0.0,1000,9,0.009
decoded,mass_20000,0.01,4500000,-500000,100,4,0.04,1000,10,0.01
decoded,mass_20000,0.01,4800000,-200000,100,21,0.21,1000,12,0.012
decoded,mass_20000,0.01,4900000,-100000,100,44,0.44,1000,12,0.012
decoded,mass_20000,0.01,4950000,-50000,100,56,0.56,1000,5,0.005
decoded,mass_20000,0.01,4980000,-20000,100,88,0.88,1000,8,0.008
decoded,mass_20000,0.01,4990000,-10000,100,92,0.92,1000,8,0.008
decoded,mass_20000,0.01,5000000,0,100,99,0.99,1000,10,0.01
decoded,mass_20000,0.01,5010000,10000,100,89,0.89,1000,10,0.01
decoded,mass_20000,0.01,5020000,20000,100,82,0.82,1000,12,0.012
decoded,mass_20000,0.01,5050000,50000,100,73,0.73,1000,11,0.011
decoded,mass_20000,0.01,5100000,100000,100,43,0.43,1000,9,0.009
decoded,mass_20000,0.01,5200000,200000,100,16,0.16,1000,10,0.01
decoded,mass_20000,0.01,5500000,500000,100,4,0.04,1000,10,0.01
decoded,mass_20000,0.01,6000000,1000000,100,1,0.01,1000,9,0.009
decoded,mass_20000,0.01,7000000,2000000,100,1,0.01,1000,10,0.01
decoded,mass_20000,0.05,3000000,-2000000,100,8,0.08,1000,46,0.046
decoded,mass_20000,0.05,4000000,-1000000,100,5,0.05,1000,55,0.055
decoded,mass_20000,0.05,4500000,-500000,100,14,0.14,1000,46,0.046
decoded,mass_20000,0.05,4800000,-200000,100,33,0.33,1000,51,0.051
decoded,mass_20000,0.05,4900000,-100000,100,57,0.57,1000,42,0.042
decoded,mass_20000,0.05,4950000,-50000,100,74,0.74,1000,45,0.045
decoded,mass_20000,0.05,4980000,-20000,100,94,0.94,1000,48,0.048
decoded,mass_20000,0.05,4990000,-10000,100,95,0.95,1000,50,0.05
decoded,mass_20000,0.05,5000000,0,100,100,1.0,1000,45,0.045
decoded,mass_20000,0.05,5010000,10000,100,95,0.95,1000,51,0.051
decoded,mass_20000,0.05,5020000,20000,100,90,0.9,1000,49,0.049
decoded,mass_20000,0.05,5050000,50000,100,82,0.82,1000,45,0.045
decoded,mass_20000,0.05,5100000,100000,100,64,0.64,1000,50,0.05
decoded,mass_20000,0.05,5200000,200000,100,44,0.44,1000,54,0.054
decoded,mass_20000,0.05,5500000,500000,100,14,0.14,1000,45,0.045
decoded,mass_20000,0.05,6000000,1000000,100,10,0.1,1000,48,0.048
decoded,mass_20000,0.05,7000000,2000000,100,7,0.07,1000,58,0.058
decoded,all_30000,0.01,3000000,-2000000,100,1,0.01,1000,10,0.01
decoded,all_30000,0.01,4000000,-1000000,100,0,0.0,1000,8,0.008
decoded,all_30000,0.01,4500000,-500000,100,1,0.01,1000,9,0.009
decoded,all_30000,0.01,4800000,-200000,100,5,0.05,1000,11,0.011
decoded,all_30000,0.01,4900000,-100000,100,9,0.09,1000,9,0.009
decoded,all_30000,0.01,4950000,-50000,100,23,0.23,1000,11,0.011
decoded,all_30000,0.01,4980000,-20000,100,38,0.38,1000,15,0.015
decoded,all_30000,0.01,4990000,-10000,100,40,0.4,1000,9,0.009
decoded,all_30000,0.01,5000000,0,100,40,0.4,1000,9,0.009
decoded,all_30000,0.01,5010000,10000,100,32,0.32,1000,9,0.009
decoded,all_30000,0.01,5020000,20000,100,30,0.3,1000,11,0.011
decoded,all_30000,0.01,5050000,50000,100,19,0.19,1000,8,0.008
decoded,all_30000,0.01,5100000,100000,100,11,0.11,1000,12,0.012
decoded,all_30000,0.01,5200000,200000,100,3,0.03,1000,13,0.013
decoded,all_30000,0.01,5500000,500000,100,0,0.0,1000,12,0.012
decoded,all_30000,0.01,6000000,1000000,100,1,0.01,1000,8,0.008
decoded,all_30000,0.01,7000000,2000000,100,0,0.0,1000,10,0.01
decoded,all_30000,0.05,3000000,-2000000,100,6,0.06,1000,49,0.049
decoded,all_30000,0.05,4000000,-1000000,100,5,0.05,1000,48,0.048
decoded,all_30000,0.05,4500000,-500000,100,4,0.04,1000,47,0.047
decoded,all_30000,0.05,4800000,-200000,100,12,0.12,1000,49,0.049
decoded,all_30000,0.05,4900000,-100000,100,26,0.26,1000,47,0.047
decoded,all_30000,0.05,4950000,-50000,100,36,0.36,1000,54,0.054
decoded,all_30000,0.05,4980000,-20000,100,55,0.55,1000,52,0.052
decoded,all_30000,0.05,4990000,-10000,100,60,0.6,1000,49,0.049
decoded,all_30000,0.05,5000000,0,100,60,0.6,1000,55,0.055
decoded,all_30000,0.05,5010000,10000,100,56,0.56,1000,49,0.049
decoded,all_30000,0.05,5020000,20000,100,55,0.55,1000,49,0.049
decoded,all_30000,0.05,5050000,50000,100,49,0.49,1000,48,0.048
decoded,all_30000,0.05,5100000,100000,100,27,0.27,1000,49,0.049
decoded,all_30000,0.05,5200000,200000,100,9,0.09,1000,46,0.046
decoded,all_30000,0.05,5500000,500000,100,6,0.06,1000,47,0.047
decoded,all_30000,0.05,6000000,1000000,100,5,0.05,1000,47,0.047
decoded,all_30000,0.05,7000000,2000000,100,4,0.04,1000,53,0.053
decoded,mass_30000,0.01,3000000,-2000000,100,2,0.02,1000,12,0.012
decoded,mass_30000,0.01,4000000,-1000000,100,0,0.0,1000,9,0.009
decoded,mass_30000,0.01,4500000,-500000,100,4,0.04,1000,11,0.011
decoded,mass_30000,0.01,4800000,-200000,100,21,0.21,1000,12,0.012
decoded,mass_30000,0.01,4900000,-100000,100,44,0.44,1000,8,0.008
decoded,mass_30000,0.01,4950000,-50000,100,56,0.56,1000,10,0.01
decoded,mass_30000,0.01,4980000,-20000,100,86,0.86,1000,8,0.008
decoded,mass_30000,0.01,4990000,-10000,100,90,0.9,1000,10,0.01
decoded,mass_30000,0.01,5000000,0,100,99,0.99,1000,10,0.01
decoded,mass_30000,0.01,5010000,10000,100,89,0.89,1000,10,0.01
decoded,mass_30000,0.01,5020000,20000,100,82,0.82,1000,10,0.01
decoded,mass_30000,0.01,5050000,50000,100,70,0.7,1000,10,0.01
decoded,mass_30000,0.01,5100000,100000,100,47,0.47,1000,10,0.01
decoded,mass_30000,0.01,5200000,200000,100,15,0.15,1000,9,0.009
decoded,mass_30000,0.01,5500000,500000,100,4,0.04,1000,8,0.008
decoded,mass_30000,0.01,6000000,1000000,100,1,0.01,1000,11,0.011
decoded,mass_30000,0.01,7000000,2000000,100,1,0.01,1000,10,0.01
decoded,mass_30000,0.05,3000000,-2000000,100,8,0.08,1000,48,0.048
decoded,mass_30000,0.05,4000000,-1000000,100,6,0.06,1000,52,0.052
decoded,mass_30000,0.05,4500000,-500000,100,14,0.14,1000,50,0.05
decoded,mass_30000,0.05,4800000,-200000,100,32,0.32,1000,44,0.044
decoded,mass_30000,0.05,4900000,-100000,100,59,0.59,1000,44,0.044
decoded,mass_30000,0.05,4950000,-50000,100,78,0.78,1000,50,0.05
decoded,mass_30000,0.05,4980000,-20000,100,94,0.94,1000,52,0.052
decoded,mass_30000,0.05,4990000,-10000,100,95,0.95,1000,51,0.051
decoded,mass_30000,0.05,5000000,0,100,100,1.0,1000,49,0.049
