# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	26
4	5
14	15
16	17
20	21
24	25
36	37
38	39
44	45
60	61
66	67
68	69
82	83
84	85
96	97
100	101
106	107
110	111
120	121
124	125
134	135
146	147
162	163
180	181
190	191
192	193
198	199
