source	position_0based	position_1based	genotype_class	n_pairs	generation_time_years	threshold_years	threshold_generations	p_tmrca_lt_threshold	mean_p_tmrca_lt_threshold	frac_recent	mean_tmrca_generations	median_tmrca_generations	mean_tmrca_years	median_tmrca_years	scenario	study_type	specification_id	selection_coefficient	demography_curve	target_allele_frequency	origin_age_generations
tree_truth	5000000.0	5000001.0	heterozygous	51	25.0	20000.0	800.0	0.0	0.0	0.0	24190.661408996875	8910.0	604766.5352249219	222750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	heterozygous	51	25.0	30000.0	1200.0	0.0	0.0	0.0	24190.661408996875	8910.0	604766.5352249219	222750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	heterozygous	51	25.0	40000.0	1600.0	0.0	0.0	0.0	24190.661408996875	8910.0	604766.5352249219	222750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	heterozygous	51	25.0	50000.0	2000.0	0.0	0.0	0.0	24190.661408996875	8910.0	604766.5352249219	222750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	hom_alt	26	25.0	1000.0	40.0	0.0	0.0	0.0	823.4615384615385	990.0	20586.53846153846	24750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	hom_alt	26	25.0	4500.0	180.0	0.0	0.0	0.0	823.4615384615385	990.0	20586.53846153846	24750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	hom_alt	26	25.0	10000.0	400.0	0.0384615384615384	0.0384615384615384	0.0384615384615384	823.4615384615385	990.0	20586.53846153846	24750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	hom_alt	26	25.0	20000.0	800.0	0.3846153846153846	0.3846153846153846	0.3846153846153846	823.4615384615385	990.0	20586.53846153846	24750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	hom_alt	26	25.0	30000.0	1200.0	1.0	1.0	1.0	823.4615384615385	990.0	20586.53846153846	24750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	hom_alt	26	25.0	40000.0	1600.0	1.0	1.0	1.0	823.4615384615385	990.0	20586.53846153846	24750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	hom_alt	26	25.0	50000.0	2000.0	1.0	1.0	1.0	823.4615384615385	990.0	20586.53846153846	24750.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	1000.0	40.0	0.01582657808	0.01582657808	0.0	9789.963535		244749.088375		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	4500.0	180.0	0.07017135936	0.07017135936	0.01	9789.963535		244749.088375		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	10000.0	400.0	0.1383719767	0.1383719767	0.11	9789.963535		244749.088375		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	20000.0	800.0	0.2181219948	0.2181219948	0.26	9789.963535		244749.088375		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	30000.0	1200.0	0.2663203897	0.2663203897	0.29	9789.963535		244749.088375		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	40000.0	1600.0	0.3004749915	0.3004749915	0.29	9789.963535		244749.088375		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	50000.0	2000.0	0.328472079	0.328472079	0.3	9789.963535		244749.088375		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_ref	23	25.0	1000.0	40.0	0.006516560922	0.006516560922	0.0	12846.76562		321169.1405		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_ref	23	25.0	4500.0	180.0	0.03151489179	0.03151489179	0.0	12846.76562		321169.1405		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_ref	23	25.0	10000.0	400.0	0.06582014522	0.06582014522	0.04347826087	12846.76562		321169.1405		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_ref	23	25.0	20000.0	800.0	0.1131484664	0.1131484664	0.1304347826	12846.76562		321169.1405		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_ref	23	25.0	30000.0	1200.0	0.1496124242	0.1496124242	0.1304347826	12846.76562		321169.1405		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_ref	23	25.0	40000.0	1600.0	0.1808613539	0.1808613539	0.1304347826	12846.76562		321169.1405		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_ref	23	25.0	50000.0	2000.0	0.2092653772	0.2092653772	0.1739130435	12846.76562		321169.1405		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	heterozygous	51	25.0	1000.0	40.0	5.399197393e-06	5.399197393e-06	0.0	13073.55545		326838.88625		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	heterozygous	51	25.0	4500.0	180.0	0.000235959552	0.000235959552	0.0	13073.55545		326838.88625		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	heterozygous	51	25.0	10000.0	400.0	0.001693560961	0.001693560961	0.0	13073.55545		326838.88625		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	heterozygous	51	25.0	20000.0	800.0	0.008822795442	0.008822795442	0.0	13073.55545		326838.88625		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	heterozygous	51	25.0	30000.0	1200.0	0.02206569888	0.02206569888	0.0	13073.55545		326838.88625		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	heterozygous	51	25.0	40000.0	1600.0	0.04091490951	0.04091490951	0.0	13073.55545		326838.88625		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	heterozygous	51	25.0	50000.0	2000.0	0.06447776831	0.06447776831	0.0	13073.55545		326838.88625		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_alt	26	25.0	1000.0	40.0	0.05509621399	0.05509621399	0.0	644.9780555		16124.4513875		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_alt	26	25.0	4500.0	180.0	0.2415484436	0.2415484436	0.03846153846	644.9780555		16124.4513875		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_alt	26	25.0	10000.0	400.0	0.4706524037	0.4706524037	0.3846153846	644.9780555		16124.4513875		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_alt	26	25.0	20000.0	800.0	0.7215316112	0.7215316112	0.8846153846	644.9780555		16124.4513875		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_alt	26	25.0	30000.0	1200.0	0.8486769979	0.8486769979	1.0	644.9780555		16124.4513875		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_alt	26	25.0	40000.0	1600.0	0.9154241635	0.9154241635	1.0	644.9780555		16124.4513875		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
gamma_smc	5000000.0	5000001.0	hom_alt	26	25.0	50000.0	2000.0	0.9517591458	0.9517591458	1.0	644.9780555		16124.4513875		no_introgression_de_novo	no_introgression	no_intro_s0p010_q025_age1275g	0.01	q025	0.5	1275.0
tree_truth	5000000.0	5000001.0	overall	100	25.0	1000.0	40.0	0.0	0.0	0.0	20982.1	22185.0	524552.5	554625.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	overall	100	25.0	4500.0	180.0	0.0	0.0	0.0	20982.1	22185.0	524552.5	554625.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	overall	100	25.0	10000.0	400.0	0.02	0.02	0.02	20982.1	22185.0	524552.5	554625.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	overall	100	25.0	20000.0	800.0	0.17	0.17	0.17	20982.1	22185.0	524552.5	554625.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	overall	100	25.0	30000.0	1200.0	0.3	0.3	0.3	20982.1	22185.0	524552.5	554625.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	overall	100	25.0	40000.0	1600.0	0.31	0.31	0.31	20982.1	22185.0	524552.5	554625.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	overall	100	25.0	50000.0	2000.0	0.32	0.32	0.32	20982.1	22185.0	524552.5	554625.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_ref	26	25.0	1000.0	40.0	0.0	0.0	0.0	13006.53846153846	4160.0	325163.4615384615	104000.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_ref	26	25.0	4500.0	180.0	0.0	0.0	0.0	13006.53846153846	4160.0	325163.4615384615	104000.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_ref	26	25.0	10000.0	400.0	0.0	0.0	0.0	13006.53846153846	4160.0	325163.4615384615	104000.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_ref	26	25.0	20000.0	800.0	0.0769230769230769	0.0769230769230769	0.0769230769230769	13006.53846153846	4160.0	325163.4615384615	104000.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_ref	26	25.0	30000.0	1200.0	0.0769230769230769	0.0769230769230769	0.0769230769230769	13006.53846153846	4160.0	325163.4615384615	104000.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_ref	26	25.0	40000.0	1600.0	0.1153846153846153	0.1153846153846153	0.1153846153846153	13006.53846153846	4160.0	325163.4615384615	104000.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_ref	26	25.0	50000.0	2000.0	0.1538461538461538	0.1538461538461538	0.1538461538461538	13006.53846153846	4160.0	325163.4615384615	104000.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	heterozygous	46	25.0	1000.0	40.0	0.0	0.0	0.0	37774.5652173913	40210.0	944364.1304347826	1005250.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	heterozygous	46	25.0	4500.0	180.0	0.0	0.0	0.0	37774.5652173913	40210.0	944364.1304347826	1005250.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	heterozygous	46	25.0	10000.0	400.0	0.0	0.0	0.0	37774.5652173913	40210.0	944364.1304347826	1005250.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	heterozygous	46	25.0	20000.0	800.0	0.0	0.0	0.0	37774.5652173913	40210.0	944364.1304347826	1005250.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	heterozygous	46	25.0	30000.0	1200.0	0.0	0.0	0.0	37774.5652173913	40210.0	944364.1304347826	1005250.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	heterozygous	46	25.0	40000.0	1600.0	0.0	0.0	0.0	37774.5652173913	40210.0	944364.1304347826	1005250.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	heterozygous	46	25.0	50000.0	2000.0	0.0	0.0	0.0	37774.5652173913	40210.0	944364.1304347826	1005250.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_alt	28	25.0	1000.0	40.0	0.0	0.0	0.0	800.3571428571429	725.0	20008.92857142857	18125.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_alt	28	25.0	4500.0	180.0	0.0	0.0	0.0	800.3571428571429	725.0	20008.92857142857	18125.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_alt	28	25.0	10000.0	400.0	0.0714285714285714	0.0714285714285714	0.0714285714285714	800.3571428571429	725.0	20008.92857142857	18125.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_alt	28	25.0	20000.0	800.0	0.5357142857142857	0.5357142857142857	0.5357142857142857	800.3571428571429	725.0	20008.92857142857	18125.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_alt	28	25.0	30000.0	1200.0	1.0	1.0	1.0	800.3571428571429	725.0	20008.92857142857	18125.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_alt	28	25.0	40000.0	1600.0	1.0	1.0	1.0	800.3571428571429	725.0	20008.92857142857	18125.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
tree_truth	5000000.0	5000001.0	hom_alt	28	25.0	50000.0	2000.0	1.0	1.0	1.0	800.3571428571429	725.0	20008.92857142857	18125.0	no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	1000.0	40.0	0.01300726772	0.01300726772	0.0	17266.67039		431666.75975		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	4500.0	180.0	0.05870642904	0.05870642904	0.01	17266.67039		431666.75975		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	10000.0	400.0	0.1194048649	0.1194048649	0.08	17266.67039		431666.75975		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	20000.0	800.0	0.1997221558	0.1997221558	0.21	17266.67039		431666.75975		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	30000.0	1200.0	0.254458046	0.254458046	0.28	17266.67039		431666.75975		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	40000.0	1600.0	0.2943651402	0.2943651402	0.32	17266.67039		431666.75975		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	overall	100	25.0	50000.0	2000.0	0.3252489275	0.3252489275	0.33	17266.67039		431666.75975		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_ref	26	25.0	1000.0	40.0	0.008591793611	0.008591793611	0.0	8257.635667		206440.891675		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_ref	26	25.0	4500.0	180.0	0.04276953018	0.04276953018	0.0	8257.635667		206440.891675		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_ref	26	25.0	10000.0	400.0	0.08845083936	0.08845083936	0.07692307692	8257.635667		206440.891675		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_ref	26	25.0	20000.0	800.0	0.1486037532	0.1486037532	0.1153846154	8257.635667		206440.891675		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_ref	26	25.0	30000.0	1200.0	0.1980508278	0.1980508278	0.1923076923	8257.635667		206440.891675		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_ref	26	25.0	40000.0	1600.0	0.2452679044	0.2452679044	0.1923076923	8257.635667		206440.891675		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_ref	26	25.0	50000.0	2000.0	0.2915550728	0.2915550728	0.1923076923	8257.635667		206440.891675		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	heterozygous	46	25.0	1000.0	40.0	6.86233236e-06	6.86233236e-06	0.0	32253.96739		806349.18475		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	heterozygous	46	25.0	4500.0	180.0	0.0001501347904	0.0001501347904	0.0	32253.96739		806349.18475		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	heterozygous	46	25.0	10000.0	400.0	0.0007451350581	0.0007451350581	0.0	32253.96739		806349.18475		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	heterozygous	46	25.0	20000.0	800.0	0.002833284386	0.002833284386	0.0	32253.96739		806349.18475		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	heterozygous	46	25.0	30000.0	1200.0	0.005943518098	0.005943518098	0.0	32253.96739		806349.18475		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	heterozygous	46	25.0	40000.0	1600.0	0.009816278865	0.009816278865	0.0	32253.96739		806349.18475		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	heterozygous	46	25.0	50000.0	2000.0	0.01427756306	0.01427756306	0.0	32253.96739		806349.18475		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_alt	28	25.0	1000.0	40.0	0.03846515981	0.03846515981	0.0	1010.214268		25255.3567		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_alt	28	25.0	4500.0	180.0	0.1697046139	0.1697046139	0.03571428571	1010.214268		25255.3567		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_alt	28	25.0	10000.0	400.0	0.3430888695	0.3430888695	0.2142857143	1010.214268		25255.3567		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
gamma_smc	5000000.0	5000001.0	hom_alt	28	25.0	20000.0	800.0	0.5706495132	0.5706495132	0.6428571429	1010.214268		25255.3567		no_introgression_de_novo	no_introgression	no_intro_s0p010_median_age1289g	0.01	median	0.5	1289.0
