# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	37
0	1
2	3
4	5
8	9
12	13
24	25
28	29
30	31
32	33
38	39
50	51
54	55
74	75
82	83
98	99
102	103
106	107
108	109
114	115
116	117
118	119
122	123
128	129
130	131
134	135
136	137
138	139
146	147
150	151
156	157
158	159
160	161
176	177
182	183
190	191
192	193
194	195
