# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	20
0	1
8	9
26	27
32	33
44	45
68	69
70	71
76	77
78	79
82	83
94	95
96	97
104	105
110	111
120	121
150	151
160	161
164	165
178	179
182	183
