position_0based	n_pairs	observed_fraction_recent	neutral_mean_fraction_recent	neutral_median_fraction_recent	neutral_ci95_lower	neutral_ci95_upper	neutral_exceedances	n_neutral_replicates	p_upper	q_bh
0.0	2000	0.0015	0.00236	0.0025	0.0005	0.004	86	100	0.8613861386138614	1.0
10000.0	2000	0.002	0.003885	0.004	0.0015	0.0065	94	100	0.9405940594059405	1.0
20000.0	2000	0.0025	0.00413	0.004	0.0015	0.006762499999999996	92	100	0.9207920792079208	1.0
30000.0	2000	0.003	0.00435	0.0045	0.0015	0.0072624999999999955	88	100	0.8811881188118812	1.0
40000.0	2000	0.003	0.004485	0.0045	0.0015	0.0072624999999999955	90	100	0.900990099009901	1.0
50000.0	2000	0.003	0.004615	0.0045	0.0017375000000000001	0.0072624999999999955	90	100	0.900990099009901	1.0
60000.0	2000	0.003	0.0047350000000000005	0.0045	0.002	0.0072624999999999955	92	100	0.9207920792079208	1.0
70000.0	2000	0.003	0.004935	0.005	0.002	0.007762499999999996	93	100	0.9306930693069307	1.0
80000.0	2000	0.0035	0.005115	0.005	0.0022375	0.008262499999999996	90	100	0.900990099009901	1.0
90000.0	2000	0.0035	0.005274999999999998	0.005	0.0025	0.0085	90	100	0.900990099009901	1.0
100000.0	2000	0.0035	0.005429999999999998	0.0055	0.0025	0.008762499999999996	91	100	0.9108910891089109	1.0
110000.0	2000	0.0035	0.005584999999999999	0.0055	0.0025	0.008762499999999996	92	100	0.9207920792079208	1.0
120000.0	2000	0.0035	0.005769999999999997	0.006	0.0027375	0.009	94	100	0.9405940594059405	1.0
130000.0	2000	0.0035	0.005979999999999998	0.006	0.003	0.009	95	100	0.9504950495049505	1.0
140000.0	2000	0.0035	0.006139999999999999	0.006	0.003	0.009524999999999992	96	100	0.9603960396039604	1.0
150000.0	2000	0.0035	0.006279999999999999	0.0065	0.0032375	0.009524999999999992	97	100	0.9702970297029703	1.0
160000.0	2000	0.0035	0.0064	0.0065	0.0035	0.01	99	100	0.9900990099009901	1.0
170000.0	2000	0.004	0.0065000000000000014	0.0065	0.0035	0.01	95	100	0.9504950495049505	1.0
180000.0	2000	0.0035	0.00664	0.0065	0.0035	0.010262499999999996	99	100	0.9900990099009901	1.0
190000.0	2000	0.0035	0.006854999999999999	0.007	0.0035	0.0105	99	100	0.9900990099009901	1.0
200000.0	2000	0.0035	0.006965	0.00675	0.0037375	0.0105	98	100	0.9801980198019802	1.0
210000.0	2000	0.0035	0.007130000000000001	0.007	0.0037375	0.010762499999999996	99	100	0.9900990099009901	1.0
220000.0	2000	0.0035	0.007239999999999997	0.007	0.0037375	0.010762499999999996	99	100	0.9900990099009901	1.0
230000.0	2000	0.0035	0.0073399999999999984	0.0075	0.0035	0.011	99	100	0.9900990099009901	1.0
240000.0	2000	0.0035	0.007449999999999999	0.0075	0.0035	0.011	99	100	0.9900990099009901	1.0
250000.0	2000	0.0035	0.007439999999999999	0.0075	0.0037375	0.011262499999999995	99	100	0.9900990099009901	1.0
260000.0	2000	0.0035	0.007475000000000001	0.0075	0.0035	0.0115	99	100	0.9900990099009901	1.0
270000.0	2000	0.0035	0.0075499999999999986	0.0075	0.0037375	0.011762499999999995	99	100	0.9900990099009901	1.0
