statistic	recent_call	statistic_column	statistic_label	center_position_0based	center_selected	center_null_mean	center_null_median	center_null_ci95_lower	center_null_ci95_upper	center_neutral_exceedances	center_monte_carlo_p_upper	profile_truth_bias	profile_truth_mae	profile_truth_rmse	profile_truth_correlation	n_pointwise_p_lt_0_05_windows	n_bh_q_lt_0_05_windows	n_significant_regions
soft_probability		mean_p_tmrca_lt_threshold	Mean posterior P(TMRCA < 4,500 years)	5000000	0.06570031424	0.022744610068500003	0.021884592995	0.01492505223675	0.03578398659049999	0	0.009900990099009901	0.012921482020102999	0.014006787733917002	0.015469666170235484	0.8976431478422975	246	0	34
posterior_mean_call	mean	frac_recent_4500	Fraction: posterior mean TMRCA < 4,500 years	5000000	0.05	0.007715	0.0075	0.0045	0.012762499999999996	0	0.009900990099009901	-0.0017100000000000001	0.0034600000000000004	0.006774621760659409	0.957551245841162	343	292	11
posterior_median_call	median	frac_recent_4500	Fraction: posterior median TMRCA < 4,500 years	5000000	0.0685	0.011264999999999999	0.01125	0.0062375	0.0165	0	0.009900990099009901	0.0030260000000000005	0.004861000000000001	0.006096925454686156	0.9674529370962127	347	279	16
