# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	42
0	1
2	3
4	5
6	7
10	11
24	25
26	27
32	33
34	35
36	37
42	43
50	51
52	53
54	55
58	59
62	63
64	65
68	69
72	73
76	77
78	79
80	81
84	85
86	87
102	103
108	109
120	121
124	125
128	129
132	133
138	139
144	145
146	147
148	149
158	159
160	161
172	173
184	185
188	189
194	195
196	197
198	199
