# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	50
2	3
6	7
10	11
12	13
14	15
16	17
20	21
22	23
24	25
28	29
32	33
34	35
38	39
42	43
44	45
48	49
52	53
56	57
66	67
68	69
70	71
72	73
82	83
84	85
86	87
88	89
90	91
96	97
98	99
102	103
106	107
110	111
114	115
122	123
124	125
130	131
132	133
136	137
142	143
148	149
166	167
174	175
176	177
180	181
182	183
186	187
190	191
192	193
196	197
198	199
