# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	23
0	1
18	19
26	27
30	31
40	41
50	51
58	59
80	81
104	105
108	109
112	113
116	117
118	119
146	147
156	157
160	161
162	163
168	169
170	171
178	179
184	185
188	189
194	195
