attempt_zero_based	seed	status	timeout_seconds	elapsed_seconds	error	accepted	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	rejection_reason	attempt_ledger_schema	seed_plan_sha256
0	1123282893	timed_out	300.0	305.2080525690003	SLiM draw exceeded 300.000 wall-clock seconds	False	1123282893	1024884345	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	b8c1c15c5927094b3f1309bb79c44e57ba9283b4b9e17f38b29db05c0284589e	timed_out	448	{'pid': 448, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312746}	1786658292815987631	697	697	697	{'pid': 697, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 339563}	True	698	{'pid': 698, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 339570}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_000_seed_1123282893_m0m_2yeq	False	False	True	305.01757661400006	draw_timeout	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	971772674	timed_out	300.0	305.2414111910002	SLiM draw exceeded 300.000 wall-clock seconds	False	971772674	402099540	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	542d174d04d703c89afc4b5d26cdc5ede1bfce1a4299199f30414a089f75c6b6	timed_out	448	{'pid': 448, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312746}	1786658598253119141	989	989	989	{'pid': 989, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 370108}	True	990	{'pid': 990, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 370117}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_001_seed_971772674_9ir9z6ot	False	False	True	305.01571940700023	draw_timeout	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
