attempt	seed	accepted	focal_allele_outcome	population_allele_frequency	sample_allele_frequency	n_hom_ref_pairs	n_heterozygous_pairs	n_hom_alt_pairs	center_fraction_recent	center_n_pairs_recent	center_mean_tmrca_generations	ancestry_seconds	slim_seconds
2514	935381	True	segregating	0.379525	0.38275	743	983	274	0.138	276	16690.27946857534	3.550003748387098e-05	3.5639180000289343
