region_id	start_0based	end_0based_exclusive	start_mb	end_mb	n_windows	minimum_p	maximum_observed_fraction_recent
1	265000	285000	0.265	0.285	2	0.009900990099009901	0.0002301934707
2	405000	415000	0.405	0.415	1	0.019801980198019802	0.0002187560555
3	585000	595000	0.585	0.595	1	0.0297029702970297	0.0002030127167
4	1555000	1575000	1.555	1.575	2	0.019801980198019802	0.0001900133754
5	1815000	1835000	1.815	1.835	2	0.039603960396039604	0.0001785853617
6	2105000	2115000	2.105	2.115	1	0.039603960396039604	0.0001352930962
7	2615000	2635000	2.615	2.635	2	0.039603960396039604	0.0001556594982
8	3025000	3035000	3.025	3.035	1	0.009900990099009901	0.0001934397101
9	3215000	3225000	3.215	3.225	1	0.019801980198019802	0.0001997941779
10	3395000	3405000	3.395	3.405	1	0.0297029702970297	0.0001390986498
11	3475000	3485000	3.475	3.485	1	0.04950495049504951	0.0001582450473
12	3685000	3695000	3.685	3.695	1	0.039603960396039604	0.0001600009405
13	4055000	4065000	4.055	4.065	1	0.009900990099009901	0.0002433134559
14	4075000	4085000	4.075	4.085	1	0.0297029702970297	0.0001854094241
15	4275000	4305000	4.275	4.305	3	0.019801980198019802	0.0002354949093
16	4415000	4425000	4.415	4.425	1	0.0297029702970297	0.0001856060893
17	5065000	5095000	5.065	5.095	3	0.009900990099009901	0.0001972548386
18	5465000	5475000	5.465	5.475	1	0.019801980198019802	0.000168586328
19	5595000	5605000	5.595	5.605	1	0.009900990099009901	0.0002107946923
20	5675000	5685000	5.675	5.685	1	0.0297029702970297	0.0001855864234
21	5975000	5985000	5.975	5.985	1	0.009900990099009901	0.0001607538018
22	6055000	6065000	6.055	6.065	1	0.0297029702970297	0.0001867267032
23	6125000	6145000	6.125	6.145	2	0.019801980198019802	0.0001999863257
24	6295000	6315000	6.295	6.315	2	0.0297029702970297	0.0001837474979
25	6345000	6355000	6.345	6.355	1	0.0297029702970297	0.0002167515685
26	6985000	6995000	6.985	6.995	1	0.04950495049504951	0.0001462209916
27	7245000	7255000	7.245	7.255	1	0.04950495049504951	0.0001487188776
28	7775000	7785000	7.775	7.785	1	0.009900990099009901	0.0002051786686
29	8045000	8055000	8.045	8.055	1	0.009900990099009901	0.0001900988504
30	8405000	8415000	8.405	8.415	1	0.039603960396039604	0.000187163789
31	8585000	8595000	8.585	8.595	1	0.019801980198019802	0.0001855797571
32	8915000	8925000	8.915	8.925	1	0.04950495049504951	0.0001575425114
33	9195000	9205000	9.195	9.205	1	0.04950495049504951	0.0001592323347
34	9225000	9245000	9.225	9.245	2	0.039603960396039604	0.0001612404612
35	9385000	9405000	9.385	9.405	2	0.039603960396039604	0.0001705773858
36	9715000	9725000	9.715	9.725	1	0.039603960396039604	0.0001918516786
37	9975000	9985000	9.975	9.985	1	0.0297029702970297	0.0001715571323
