position_0based	focal_carrier_copies	pair_class	n_pairs	mean_tmrca_generations	standard_error_generations	ci95_lower_generations	ci95_upper_generations
4765000.0	2	hom_alt	274	6457.802680174972	404.7287231693676	5708.21095365231	7305.82940866821
4770000.0	0	hom_ref	743	18859.50863579736	638.2727299769103	17647.192540383752	20155.107684679948
4770000.0	2	hom_alt	274	6229.608229159423	539.2678082212981	5253.492514267415	7387.089366438828
4775000.0	0	hom_ref	743	22755.431388102166	661.598259715483	21492.975761324575	24092.04120494079
4775000.0	2	hom_alt	274	21216.68160098334	1424.848620053838	18589.11739622293	24215.650940424377
4780000.0	0	hom_ref	743	11965.859864426626	187.27301080536893	11603.802355340646	12339.214156745493
4780000.0	2	hom_alt	274	7406.407044748277	468.1774615476126	6539.7539019024325	8387.909718825884
4785000.0	0	hom_ref	743	12869.791431095591	213.34336638329947	12457.704683271782	13295.509541361313
4785000.0	2	hom_alt	274	7962.946401670127	500.2086049115261	7036.646668590811	9011.183647873806
4790000.0	0	hom_ref	743	13479.949894705767	220.99525559814117	13053.006874535315	13920.85753959636
4790000.0	2	hom_alt	274	7386.140496737657	503.029707303226	6459.348746062638	8445.90895805132
4795000.0	0	hom_ref	743	14339.110634106652	225.85014161765088	13902.514072297792	14789.418137461193
4795000.0	2	hom_alt	274	7586.15403045636	551.4953924766995	6574.5460871630685	8753.415400977456
4800000.0	0	hom_ref	743	13433.21020283912	249.61289589377444	12952.008851116936	13932.289456249064
4800000.0	2	hom_alt	274	5887.203561042442	472.27362027644193	5027.143582674858	6894.405381337696
4805000.0	0	hom_ref	743	11581.006259922595	220.27279482226186	11156.548045737594	12021.613266265394
4805000.0	2	hom_alt	274	3707.5892971771805	316.2568457467743	3134.4469966669794	4385.532252151607
4810000.0	0	hom_ref	743	11633.245480178295	216.96414114796153	11215.012068254026	12067.075771159429
4810000.0	2	hom_alt	274	3563.1395081885803	310.72772824447446	3001.0433043508606	4230.516479521629
4815000.0	0	hom_ref	743	11235.034193040226	220.76643750154406	10809.885926830353	11676.903361717039
4815000.0	2	hom_alt	274	5022.139505978224	422.5425302945917	4255.525598352109	5926.855481088874
4820000.0	0	hom_ref	743	12442.026088155364	224.42380541109299	12009.154233726935	12890.500876704671
4820000.0	2	hom_alt	274	5469.527107210631	453.58513732528354	4645.641893285235	6439.524927599732
4825000.0	0	hom_ref	743	23069.330722861483	668.7567288792218	21793.109528111938	24420.288408786233
4825000.0	2	hom_alt	274	11421.231081452734	1082.516960604693	9477.108144930482	13764.169134834627
4830000.0	0	hom_ref	743	14896.958819849508	297.8932453609328	14323.475205399778	15493.403583833559
4830000.0	2	hom_alt	274	6202.994614624315	555.3841421594645	5200.556738035522	7398.658283573067
4835000.0	0	hom_ref	743	15173.662554653905	293.644235714655	14608.003301892695	15761.22558054699
4835000.0	2	hom_alt	274	3135.2667433888914	402.84654129195525	2434.5440919751977	4037.674891410645
4840000.0	0	hom_ref	743	15476.908185428832	296.1098854981881	14906.376906381582	16069.276155069352
4840000.0	2	hom_alt	274	2742.845752280046	373.08379047674407	2098.479786146088	3585.0728086436543
4845000.0	0	hom_ref	743	10985.643024700394	206.1758295733328	10588.251341607884	11397.949366001907
4845000.0	2	hom_alt	274	1710.7020712731867	229.69115159989315	1313.3395553329613	2228.2901362218067
4850000.0	0	hom_ref	743	13089.320373567922	271.43960936078787	12567.140677433084	13633.1972593861
4850000.0	2	hom_alt	274	1861.2968359480128	253.1273027792969	1424.1013713100679	2432.710185738441
4855000.0	0	hom_ref	743	12907.804785864415	246.51312010537586	12432.818407798693	13400.937657504473
4855000.0	2	hom_alt	274	1960.2405463435439	268.06759650501476	1497.5701465805355	2565.851762138204
4860000.0	0	hom_ref	743	27115.031567043505	728.7690601663995	25721.426080569076	28584.143607697635
4860000.0	2	hom_alt	274	3429.410344673272	627.1816309498917	2392.521088185468	4915.674670634438
4865000.0	0	hom_ref	743	15563.555047246742	298.3895397351418	14988.653840600746	16160.50702649166
4865000.0	2	hom_alt	274	2338.417595760796	349.0325172496164	1743.0340296140155	3137.171598063751
4870000.0	0	hom_ref	743	16692.774159417044	365.58363976548054	15990.282629157284	17426.127830236273
4870000.0	2	hom_alt	274	1873.733387698573	290.8114989010106	1380.4140338924099	2543.350561480898
4875000.0	0	hom_ref	743	17489.40606255862	384.18569296582837	16751.21705928205	18260.125418861477
4875000.0	2	hom_alt	274	2814.191616355456	427.7975233144722	2086.328168266514	3795.9869276680597
4880000.0	0	hom_ref	743	18709.522529262904	377.4515647247769	17983.004382990766	19465.392201321352
4880000.0	2	hom_alt	274	3549.6736225669565	503.8099222253331	2684.3446735734083	4693.951172065477
4885000.0	0	hom_ref	743	27926.32224416755	737.9695094297612	26514.50308642942	29413.316611777012
4885000.0	2	hom_alt	274	4969.933170377825	806.1455771376233	3611.328581994353	6839.653373324755
4890000.0	0	hom_ref	743	23932.071619595674	743.0949813967103	22516.825169912318	25436.270330453826
4890000.0	2	hom_alt	274	6447.194779091129	949.4263559881446	4824.619095587708	8615.461593134647
4895000.0	0	hom_ref	743	12699.353686572349	319.8456988841158	12086.713974468328	13343.046290110695
4895000.0	2	hom_alt	274	3174.99523120435	446.04690144600266	2407.839123218464	4186.573189614109
4900000.0	0	hom_ref	743	17160.73106741651	481.157588245929	16241.665220292374	18131.804022179746
4900000.0	2	hom_alt	274	4310.421726523294	630.616919560667	3231.722088051997	5749.174883934237
4905000.0	0	hom_ref	743	17027.016783446255	468.6470625313996	16131.39932980818	17972.359038191877
4905000.0	2	hom_alt	274	3979.0844482379016	605.801455438736	2948.5851859803306	5369.732277531135
4910000.0	0	hom_ref	743	13222.968159041728	424.28837469423513	12415.712026735075	14082.711209677627
4910000.0	2	hom_alt	274	4313.7788809472695	638.5050604604688	3223.3394157358357	5773.10851685739
4915000.0	0	hom_ref	743	29620.252424035727	1416.7687276945398	26965.491736810654	32536.37509105421
4915000.0	2	hom_alt	274	2525.4183959799707	658.3872770813343	1511.587620709624	4219.2314804483385
4920000.0	0	hom_ref	743	15036.501959329034	366.8183731034156	14333.348550760971	15774.150078901292
4920000.0	2	hom_alt	274	1832.5092586674823	300.30683369117025	1327.1876621553706	2530.2301090174865
4925000.0	0	hom_ref	743	10594.835890683733	213.74657597451466	10183.416954861937	11022.876510710643
4925000.0	2	hom_alt	274	1374.810633897623	199.9761385098275	1032.4716446331538	1830.6597463502778
4930000.0	0	hom_ref	743	23937.791584681512	575.7280184319362	22833.80973477735	25095.149368740964
4930000.0	2	hom_alt	274	3175.1164301543186	544.1930534453422	2265.791485103978	4449.378687895133
4935000.0	0	hom_ref	743	29863.31152572208	599.6507413434863	28708.998459703293	31064.036473933553
4935000.0	2	hom_alt	274	4106.835698997293	685.209639809642	2957.02664788377	5703.736038574087
4940000.0	0	hom_ref	743	27076.72087450137	606.7530677815348	25911.38436301281	28294.467136313684
4940000.0	2	hom_alt	274	3547.423627296333	601.2217914096731	2541.019260511469	4952.427786386499
4945000.0	0	hom_ref	743	24981.09940894421	511.65830697015775	23996.555600986852	26006.037618744274
4945000.0	2	hom_alt	274	3475.061890623462	565.281501629626	2522.7992153497967	4786.768233550888
4950000.0	0	hom_ref	743	27707.408101446224	587.223525284435	26578.244053639835	28884.54414635992
4950000.0	2	hom_alt	274	2509.5815467688876	526.3963534983227	1660.5914578669265	3792.6243146962042
4955000.0	0	hom_ref	743	20350.010267184327	360.24034770882696	19654.946101822403	21069.654209639888
4955000.0	2	hom_alt	274	1947.7452857963228	403.5516825603485	1295.3499680984562	2928.7156303488237
4960000.0	0	hom_ref	743	14456.647804268903	284.53845178840794	13908.705768354977	15026.17635439356
4960000.0	2	hom_alt	274	1558.8945966677716	311.4368287835997	1051.976391399265	2310.0826058344874
4965000.0	0	hom_ref	743	30551.71870274102	807.87564103013	29006.187222320805	32179.600460316302
4965000.0	2	hom_alt	274	2130.9866639229695	537.8619250349617	1296.5235717965768	3502.5234099870586
4970000.0	0	hom_ref	743	20064.65819173088	438.8630016533007	19221.33260750784	20944.984230372324
4970000.0	2	hom_alt	274	1286.5749702853254	302.53040826068667	809.8206849133552	2044.0020673734557
4975000.0	0	hom_ref	743	24569.980664848405	569.9219524591383	23476.22156265622	25714.69809397729
4975000.0	2	hom_alt	274	804.6480635647507	195.64373819161858	498.5647043216261	1298.6448911971618
4980000.0	0	hom_ref	743	15153.882184184042	289.5061754423972	14596.059433482742	15733.023443666289
4980000.0	2	hom_alt	274	641.739663653949	174.00820801859712	376.2938868335404	1094.4365835229823
4985000.0	0	hom_ref	743	13883.71711247834	272.26362082298306	13359.376223098732	14428.637807657564
4985000.0	2	hom_alt	274	175.41237386379564	14.150835801565517	149.65335964472854	205.6051463032815
4990000.0	0	hom_ref	743	13902.977352919921	279.21105143054	13365.504442328178	14462.063898138511
4990000.0	2	hom_alt	274	198.37309726198762	37.17370098002139	137.17134593864455	286.88123928532224
4995000.0	0	hom_ref	743	15099.797743030715	271.42908319567715	14576.229819091091	15642.171858583713
4995000.0	2	hom_alt	274	161.26642335766422	1.2317681988004865	158.85959279744677	163.70971903304147
5000000.0	0	hom_ref	743	19007.996414623278	324.8746305759058	18380.79472206818	19656.599900141748
5000000.0	2	hom_alt	274	161.40510948905109	1.232682142804721	158.99649098548684	163.85021586137114
5005000.0	0	hom_ref	743	24782.153977383947	594.7270114006247	23641.682132948303	25977.64204361955
5005000.0	2	hom_alt	274	310.607993026757	144.52900087232362	124.2728777240216	776.3345236630112
5010000.0	0	hom_ref	743	11642.545754608504	217.77993147355244	11222.762370347804	12078.03098516036
5010000.0	2	hom_alt	274	512.1910469915773	140.20208727867663	298.80990861387636	877.9483579887733
5015000.0	0	hom_ref	743	10916.406247161953	209.41237233152515	10512.93989125933	11335.356863607214
5015000.0	2	hom_alt	274	515.2365211804822	134.51590808574386	308.16885314250237	861.4390132263251
5020000.0	0	hom_ref	743	11139.185413466044	205.8818316960576	10742.250008817222	11550.787923733746
5020000.0	2	hom_alt	274	515.2365211804822	134.51590808574386	308.16885314250237	861.4390132263251
5025000.0	0	hom_ref	743	24223.061596582487	913.8259526075263	22493.891949410267	26085.15744769604
5025000.0	2	hom_alt	274	9556.13013164555	694.0103192392379	8283.017765516755	11024.921795184246
5030000.0	0	hom_ref	743	23355.331113855573	944.3033390262009	21573.1715281516	25284.71489349746
5030000.0	2	hom_alt	274	8364.56914866076	472.67387837328215	7483.914083272653	9348.853589742419
5035000.0	0	hom_ref	743	16944.622739780803	468.01996706145405	16050.287947695215	17888.790576790027
5035000.0	2	hom_alt	274	8808.38035849073	486.9500347974558	7900.051040052074	9821.147249111169
5040000.0	0	hom_ref	743	14029.554893410368	274.68159980198783	13500.541069197583	14579.297933198573
5040000.0	2	hom_alt	274	8738.676132107477	473.7471945229776	7854.060232580392	9722.927795369853
5045000.0	0	hom_ref	743	12941.260957430366	218.39752399599425	12519.53488496008	13377.1930592648
5045000.0	2	hom_alt	274	8566.697891031865	466.19591497917446	7696.35638254113	9535.461861237116
5050000.0	0	hom_ref	743	21268.89203382663	913.0291268873477	19549.914425754694	23139.015266002163
5050000.0	2	hom_alt	274	9740.045795002952	742.7945655082916	8382.193397374833	11317.86008641437
5055000.0	0	hom_ref	743	13455.339882286227	521.5266616493764	12469.479991910475	14519.143658379926
5055000.0	2	hom_alt	274	5787.459905003043	444.0596021695877	4976.067558975939	6731.157034152274
5060000.0	0	hom_ref	743	14095.298602267934	372.14766348999274	13383.321854794793	14845.151662844974
5060000.0	2	hom_alt	274	13987.009871212902	772.8466171377753	12545.346088056405	15594.344210532357
5065000.0	0	hom_ref	743	9536.079648582347	201.0870190320861	9149.371937653807	9939.131962693556
5065000.0	2	hom_alt	274	7173.062366779758	373.97594448912554	6473.342859212291	7948.416272202993
5070000.0	0	hom_ref	743	15432.31303636809	374.70366121717717	14713.9640827827	16185.73243162467
5070000.0	2	hom_alt	274	4638.685632445166	436.2324855046699	3854.6909911504868	5582.134714832496
5075000.0	0	hom_ref	743	16428.520606033253	370.49954149475667	15717.034700600252	17172.21438039782
5075000.0	2	hom_alt	274	4824.936481309008	449.1273946515307	4017.0293124507134	5795.330389178528
5080000.0	0	hom_ref	743	16795.96188489282	453.8761490740245	15928.14999762317	17711.054684999104
5080000.0	2	hom_alt	274	6145.315935802241	655.3764990646715	4981.524975399927	7580.99339806946
5085000.0	0	hom_ref	743	14527.528451388538	439.02004926211976	13690.726842081905	15415.476865493425
5085000.0	2	hom_alt	274	6586.925151030856	395.0369573763082	5853.375565449986	7412.403742104217
5090000.0	0	hom_ref	743	14370.60415972931	443.54847482379785	13525.700907317976	15268.28556469827
5090000.0	2	hom_alt	274	19083.040033637513	1052.1234611715693	17120.185912286317	21270.938224103662
5095000.0	0	hom_ref	743	21945.552332504918	527.0424688547533	20934.89245866598	23005.003160613374
5095000.0	2	hom_alt	274	14691.389801959955	787.4022986701029	13220.217066807767	16326.277641464645
5100000.0	0	hom_ref	743	21685.841448767365	531.8819085563246	20666.40861628594	22755.56087526891
5100000.0	2	hom_alt	274	16547.314905363073	896.8689929595969	14872.594486100632	18410.616307272205
5105000.0	0	hom_ref	743	20117.393428484935	451.7009036273631	19249.88947457541	21023.99179439317
5105000.0	2	hom_alt	274	15528.879039962874	797.0995714206367	14036.319680257515	17180.150476123534
5110000.0	0	hom_ref	743	23081.73539701672	635.5499498451086	21867.1678259632	24363.763665147955
5110000.0	2	hom_alt	274	21990.254368361082	1205.3377062695472	19740.862796641046	24495.95502317682
5115000.0	0	hom_ref	743	23985.864878547676	616.6351608424409	22805.348224878886	25227.4908630562
5115000.0	2	hom_alt	274	22190.91506975116	1203.9707185409175	19942.863850835503	24692.376948272587
5120000.0	0	hom_ref	743	13845.686729396626	413.14245034194516	13057.918046152727	14680.98056145111
5120000.0	2	hom_alt	274	11045.503964589447	612.7239386021356	9902.773036204328	12320.100378522284
5125000.0	0	hom_ref	743	10090.787784775419	207.40310993217204	9691.726277502517	10506.280842220822
5125000.0	2	hom_alt	274	10075.38392522045	512.3687839252938	9115.536871563298	11136.300875187102
5130000.0	0	hom_ref	743	20521.291441587346	510.5078966160816	19543.158829486274	21548.37946643429
5130000.0	2	hom_alt	274	19482.839695464718	1023.5002324468488	17568.577825316974	21605.678409107502
5135000.0	0	hom_ref	743	20713.317376569496	514.66325728323	19727.19428307443	21748.734796544562
5135000.0	2	hom_alt	274	19540.88574967499	1014.2394521458646	17642.78789441335	21643.190303430674
5140000.0	0	hom_ref	743	32067.611373470376	938.8710729715466	30276.42086999785	33964.77092240922
5140000.0	2	hom_alt	274	32548.331455464915	1752.654115433319	29274.49064418394	36188.29421871701
5145000.0	0	hom_ref	743	25320.50568412248	581.4849196286099	24204.304619034647	26488.18126324049
5145000.0	2	hom_alt	274	23087.39219729686	1180.8338531544111	20875.90149429141	25533.15738808033
5150000.0	0	hom_ref	743	18055.74473158111	335.4325915674953	17409.09836426282	18726.410236227293
5150000.0	2	hom_alt	274	12713.086240080122	627.7483564567399	11535.411620264575	14010.992157730005
5155000.0	0	hom_ref	743	35652.29143161365	999.4767400474547	33743.16896615639	37669.42831005534
5155000.0	2	hom_alt	274	34493.11745563511	1856.7421842756796	31024.78541636528	38349.18230185871
5160000.0	0	hom_ref	743	73760.67627799415	2410.490654517323	69177.08694717466	78647.96864229994
5160000.0	2	hom_alt	274	76790.78054884543	4286.194859687702	68799.6772879967	85710.05286284593
5165000.0	0	hom_ref	743	28321.046075940234	722.9980024203836	26936.661147738836	29776.58019441877
5165000.0	2	hom_alt	274	24432.497721016	1278.7693516279865	22040.35349188502	27084.272723086786
5170000.0	0	hom_ref	743	35735.25727150825	1331.6813025498661	33214.28413917681	38447.57294511821
5170000.0	2	hom_alt	274	21799.08849195665	1470.7653310437888	19087.66403305492	24895.67388954627
5175000.0	0	hom_ref	743	18519.646947479647	443.9295867667748	17668.327393106014	19411.985946848497
5175000.0	2	hom_alt	274	17637.99900612528	916.6658306014572	15922.617495365548	19538.182653111216
5180000.0	0	hom_ref	743	20123.737288245935	418.4552857758944	19318.78184453334	20962.23280045648
5180000.0	2	hom_alt	274	18144.143309993644	903.9957111369216	16448.950849269633	20014.03855299408
5185000.0	0	hom_ref	743	32258.73664716919	763.0936791987754	30794.90966001684	33792.14622027397
5185000.0	2	hom_alt	274	22033.247419513027	1109.7525885464133	19953.311295545507	24329.99639302251
5190000.0	0	hom_ref	743	39860.081445279444	1033.4567687593426	37882.002385594715	41941.449574177976
5190000.0	2	hom_alt	274	23455.412639854545	1312.2825466125855	21009.127781588904	26186.540813368334
5195000.0	0	hom_ref	743	47577.90287538554	1298.1024876419292	45096.5585826417	50195.77797430717
5195000.0	2	hom_alt	274	27785.903465259515	1652.1348731923858	24716.510899916764	31236.465151046887
5200000.0	0	hom_ref	743	41229.514391316974	1012.3892963724868	39289.16925607675	43265.68591625029
5200000.0	2	hom_alt	274	27473.775427603032	1426.458552080896	24804.275000807476	30430.574415974348
5205000.0	0	hom_ref	743	33977.43639014268	1027.5768820038566	32018.84992171182	36055.82919027189
5205000.0	2	hom_alt	274	40605.88556382448	2113.0443602128366	36651.94420110679	44986.370528541265
5210000.0	0	hom_ref	743	39867.58165572759	1228.1376134465484	37528.00079492346	42353.017304644534
5210000.0	2	hom_alt	274	21145.010342061607	1551.3250648357848	18301.24167554643	24430.66269996911
5215000.0	0	hom_ref	743	20887.268975605122	532.0846258005438	19868.387819993914	21958.39990702426
5215000.0	2	hom_alt	274	14004.283976510258	666.3629674568958	12751.99120340444	15379.556538776722
5220000.0	0	hom_ref	743	27200.96329048708	854.2652195686221	25574.551698921583	28930.806398519406
5220000.0	2	hom_alt	274	24988.421782683	1237.9267136376116	22666.398431526315	27548.32114487007
5225000.0	0	hom_ref	743	27584.44293901918	634.8629796574276	26365.838631072467	28859.369993991895
5225000.0	2	hom_alt	274	13153.17146021881	1078.9616725196677	11191.67369005132	15458.449223345904
5230000.0	0	hom_ref	743	31128.110305978233	952.9670834052154	29312.38745795332	33056.30606210621
5230000.0	2	hom_alt	274	10623.288499656788	1165.4096061026726	8559.79883235621	13184.21854966367
5235000.0	0	hom_ref	743	31386.59797702114	840.8750856554012	29778.480529754208	33081.55805958037
5235000.0	2	hom_alt	274	10323.862853838105	1107.2976784358596	8358.7068639888	12751.03266081004
5240000.0	0	hom_ref	743	33625.927676532025	863.6894093908759	31972.401130299215	35364.97016596703
5240000.0	2	hom_alt	274	17069.27866437767	1395.172292767101	14532.20995128628	20049.27503104163
5245000.0	0	hom_ref	743	54837.28540636663	1621.6239848173188	51744.413155357535	58115.02512765394
5245000.0	2	hom_alt	274	30345.24549926295	2490.7867332617693	25817.34269412341	35667.261937850024
5250000.0	0	hom_ref	743	39195.867602091035	1025.2176458557983	37233.99615125388	41261.11070215903
5250000.0	2	hom_alt	274	22965.85677239167	1705.29903756088	19842.49909953717	26580.85428877811
5255000.0	0	hom_ref	743	21764.021559805416	517.507583904453	20771.41599365252	22804.060859424477
5255000.0	2	hom_alt	274	21376.199532032224	978.9203174382327	19533.328321497975	23392.93636560411
5260000.0	0	hom_ref	743	22997.641993958314	565.8990436265651	21913.094763256195	24135.866841096242
5260000.0	2	hom_alt	274	22801.558802580952	1067.3948899962672	20794.1103790706	25002.804849533288
5265000.0	0	hom_ref	743	19216.217341260133	429.3762397568614	18391.50110560881	20077.91570607216
5265000.0	2	hom_alt	274	18641.83381282634	852.4362300819586	17036.970321576282	20397.873644524996
5270000.0	0	hom_ref	743	26599.659198813017	623.1559584352357	25404.00615226233	27851.586291242827
5270000.0	2	hom_alt	274	19064.186355864887	1064.849290328264	17078.97655450061	21280.151082318294
5275000.0	0	hom_ref	743	23202.79759728163	533.3589613268601	22178.999483909065	24273.854946928837
5275000.0	2	hom_alt	274	22287.229405997772	987.7383202280154	20425.093704343293	24319.134187861608
5280000.0	0	hom_ref	743	24446.468376094035	479.763088179447	23522.526420856713	25406.701872527832
5280000.0	2	hom_alt	274	23033.128842457554	889.3681001613264	21347.13071934409	24852.287234672956
5285000.0	0	hom_ref	743	14001.85969960691	265.9509274175254	13489.368170451071	14533.821938149407
5285000.0	2	hom_alt	274	12217.510035026156	456.0954167796484	11351.800579225675	13149.24010637849
5290000.0	0	hom_ref	743	12148.469265952932	241.8710171705998	11682.796141753664	12632.703996121381
5290000.0	2	hom_alt	274	10200.381470340988	422.13226954709165	9402.285949938223	11066.221841631972
5295000.0	0	hom_ref	743	23736.33182957086	846.7095463884718	22130.967277283486	25458.14837934441
5295000.0	2	hom_alt	274	30221.602505452043	1585.3026835932492	27256.3741190375	33509.41889807748
5300000.0	0	hom_ref	743	20068.665528234225	476.80822883826335	19154.10619617585	21026.892717371833
5300000.0	2	hom_alt	274	13759.19827982297	822.4966133766669	12231.60559854849	15477.57044471326
5305000.0	0	hom_ref	743	27933.74934178568	895.1162978412802	26230.61929956085	29747.46205488085
5305000.0	2	hom_alt	274	16340.206706257244	1251.6603019022211	14052.87365101317	18999.84030554236
5310000.0	0	hom_ref	743	20189.201826607365	439.52622531525174	19344.517755798268	21070.769276391613
5310000.0	2	hom_alt	274	13333.399744368695	776.3544816294425	11889.343860853509	14952.847762144613
5315000.0	0	hom_ref	743	31367.964116445735	1200.8606180107297	29096.88647572525	33816.304491255774
5315000.0	2	hom_alt	274	16593.608054610886	1548.2378001453767	13809.16095828806	19939.504586974017
5320000.0	0	hom_ref	743	19748.253082129264	748.7390309689821	18331.72520481705	21274.2388094138
5320000.0	2	hom_alt	274	14574.21473083414	1075.6753886632453	12603.204756986876	16853.470138435205
5325000.0	0	hom_ref	743	14733.52851779199	300.95858941163567	14154.386517027291	15336.36673856921
5325000.0	2	hom_alt	274	9475.357547929929	425.1495491575074	8674.27126020223	10350.425755421847
5330000.0	0	hom_ref	743	23112.216990009212	589.7754842925328	21982.912590821277	24299.53592302001
5330000.0	2	hom_alt	274	12486.80596001741	727.7596883151684	11133.211866908667	14004.972235062685
5335000.0	0	hom_ref	743	13678.31798499266	221.99502869327625	13249.37453707086	14121.14831346118
5335000.0	2	hom_alt	274	10335.480903183357	415.54632286607017	9548.93751671519	11186.811654498542
5340000.0	0	hom_ref	743	10881.927648466188	185.10026699743972	10524.545334078197	11251.445605258014
5340000.0	2	hom_alt	274	9634.837658556056	355.6405854438996	8959.525054811233	10361.051075679567
5345000.0	0	hom_ref	743	11500.113478598149	217.23773759074038	11081.450576370598	11934.593680600092
5345000.0	2	hom_alt	274	9796.98662835277	381.57917508587764	9073.853322140541	10577.749450933474
5350000.0	0	hom_ref	743	11553.922400637988	203.0768653865663	11162.048531391603	11959.554060756385
5350000.0	2	hom_alt	274	10256.996627887575	403.68423984648314	9492.2753494617	11083.325751866567
5355000.0	0	hom_ref	743	18635.09898047002	655.2722721650837	17392.087603554515	19966.948300153563
5355000.0	2	hom_alt	274	29245.71229803068	1469.4513313627072	26491.29079145277	32286.523693860294
5360000.0	0	hom_ref	743	42903.152208671745	1353.220570471943	40327.13285599753	45643.72270186587
5360000.0	2	hom_alt	274	41922.05611575218	2267.527613783206	37687.45449665063	46632.46198090837
5365000.0	0	hom_ref	743	25722.009679708004	728.7741726150491	24330.366451012953	27193.251827715354
5365000.0	2	hom_alt	274	15744.78376108489	1061.93589709259	13787.013435778057	17980.55951987491
5370000.0	0	hom_ref	743	18575.7951765607	436.31814496193914	17738.67895237023	19452.416235056167
5370000.0	2	hom_alt	274	13605.116787802965	648.8131053971626	12385.930745581798	14944.311139135429
5375000.0	0	hom_ref	743	37459.24303304704	1228.297026535704	35123.86540414094	39949.89937649212
5375000.0	2	hom_alt	274	20029.016064948828	1566.0821534999584	17171.46014513645	23362.10672472143
5380000.0	0	hom_ref	743	15561.02192980947	299.53158295281384	14983.96343926197	16160.303946386168
5380000.0	2	hom_alt	274	12544.337922105338	487.109102950716	11621.108594919324	13540.912436939712
5385000.0	0	hom_ref	743	13170.714220981401	194.00975312106942	12795.295205647908	13557.14817851113
5385000.0	2	hom_alt	274	12184.661305661306	388.81923515282176	11442.744485037638	12974.682020367733
5390000.0	0	hom_ref	743	12925.023321418219	200.880921741958	12536.616260890796	13325.463935619784
5390000.0	2	hom_alt	274	12571.52024724485	377.41743693764533	11850.032863598834	13336.935276556678
5395000.0	0	hom_ref	743	12509.022456389286	200.30202482023378	12121.912636047247	12908.494518359732
5395000.0	2	hom_alt	274	12609.400343685766	375.8651887656064	11890.730914719268	13371.50576929833
5400000.0	0	hom_ref	743	12640.641019241315	204.48193906138582	12245.516224355753	13048.515264674566
5400000.0	2	hom_alt	274	11816.54280580509	400.4355725273493	11053.930125906914	12631.76827526473
5405000.0	0	hom_ref	743	10572.631364996234	197.4581298408644	10192.008591431237	10967.468578674449
5405000.0	2	hom_alt	274	8898.921886264989	327.25507126799874	8277.426525311586	9567.08108440323
5410000.0	0	hom_ref	743	10642.569317207064	227.25205770539205	10205.657341292252	11098.18582809832
5410000.0	2	hom_alt	274	9057.528994932798	361.8212741427512	8372.503848462666	9798.601825559275
5415000.0	0	hom_ref	743	23256.788918801154	693.5407180974083	21934.341285984206	24658.96849883006
5415000.0	2	hom_alt	274	18661.047198408207	1008.4606007309569	16777.66203444821	20755.852741950384
5420000.0	0	hom_ref	743	17548.617818956263	464.52917982598456	16659.960201881717	18484.677251570287
5420000.0	2	hom_alt	274	15084.215039683528	713.3077651651564	13743.316603983647	16555.941329144793
5425000.0	0	hom_ref	743	17463.772124668747	447.4600453269204	16607.060844346703	18364.678715931732
5425000.0	2	hom_alt	274	18671.547919459303	837.6625353458168	17093.176666651834	20395.66480283463
5430000.0	0	hom_ref	743	16372.152499618865	387.79571871272606	15628.27428927541	17151.43799688225
5430000.0	2	hom_alt	274	15147.9754448752	690.2831816033148	13848.195277542578	16569.751904831664
5435000.0	0	hom_ref	743	19347.609741080258	498.4214531807734	18393.456555640256	20351.25924052363
5435000.0	2	hom_alt	274	18384.671579637394	875.4170805751886	16739.558422168622	20191.461481057355
5440000.0	0	hom_ref	743	21726.14182560985	560.7569850669619	20652.707638859323	22855.368258754104
5440000.0	2	hom_alt	274	16999.31923768237	959.5605634772884	15211.421553211387	18997.360209482205
5445000.0	0	hom_ref	743	22811.25063849075	536.9487467689901	21781.115819331015	23890.105539507058
5445000.0	2	hom_alt	274	18773.439727160174	962.3246871405202	16971.37583100048	20766.851356006948
5450000.0	0	hom_ref	743	21653.504909385916	549.2986941380434	20601.551780486574	22759.172700034633
5450000.0	2	hom_alt	274	17323.992365047525	941.8669568098423	15565.532198516154	19281.108261292546
5455000.0	0	hom_ref	743	19905.82784420786	487.4799375390922	18971.46415403324	20886.20988586175
5455000.0	2	hom_alt	274	15561.341114576502	848.5991789273367	13977.263665511546	17324.945932136892
5460000.0	0	hom_ref	743	20415.93855758462	483.507058744676	19488.46162502596	21387.555118862037
5460000.0	2	hom_alt	274	15727.560740451474	845.2296483059355	14148.566687147713	17482.772093747426
5465000.0	0	hom_ref	743	21332.41021430812	676.1814333900797	20045.41207317002	22702.038944892167
5465000.0	2	hom_alt	274	15229.704112217434	1055.9210309676503	13286.552697969568	17457.040409069992
5470000.0	0	hom_ref	743	16619.495941166984	441.13350160033673	15775.654171654482	17508.474915401777
5470000.0	2	hom_alt	274	12349.594976774017	722.1437934474667	11006.696155908252	13856.33744495575
5475000.0	0	hom_ref	743	10985.271895765878	205.74195755262278	10588.701440753632	11396.69479766867
5475000.0	2	hom_alt	274	7470.2149509512865	334.23769986740103	6840.3518169686095	8158.076208154224
5480000.0	0	hom_ref	743	18641.929794684114	727.3802926495681	17267.28231162215	20126.01289526747
5480000.0	2	hom_alt	274	10205.137401905393	834.791952298113	8687.194339287362	11988.315827214668
5485000.0	0	hom_ref	743	26609.626843775826	708.0252301140027	25255.334701548578	28036.54155181631
