position_0based	focal_carrier_copies	pair_class	n_pairs	mean_tmrca_generations	standard_error_generations	ci95_lower_generations	ci95_upper_generations
2300000.0	0	hom_ref	743	16725.459929978777	937.4061881802918	14982.804717033581	18670.8039751259
2300000.0	2	hom_alt	274	17480.66558019006	1698.3557244540173	14437.439134445918	21165.365012509803
2350000.0	0	hom_ref	743	21961.727023082218	984.6621962756728	20111.30246967055	23982.407631915084
2350000.0	2	hom_alt	274	20349.982362175513	1592.507312619292	17444.39164908285	23739.53706563492
2400000.0	0	hom_ref	743	10166.289208835997	220.6545540394878	9742.206789070955	10608.832117343232
2400000.0	2	hom_alt	274	9649.715205743567	328.01661247509463	9025.085017081761	10317.576330385391
2450000.0	0	hom_ref	743	28910.418041101224	771.7343061173661	27434.388545304617	30465.86111919305
2450000.0	2	hom_alt	274	29598.138255505466	1267.8530967699394	27204.473770739005	32202.416248694022
2500000.0	0	hom_ref	743	27483.454985538334	843.8826287940109	25875.716513099072	29191.08723268535
2500000.0	2	hom_alt	274	29706.979522398226	1330.501332751993	27199.789760219017	32445.27403056962
2550000.0	0	hom_ref	743	15605.938835669549	387.7516523479421	14862.98495052627	16386.030649518725
2550000.0	2	hom_alt	274	16409.90470593114	651.198652359885	15176.69427985972	17743.321931120172
2600000.0	0	hom_ref	743	9465.838713668782	181.38263296106868	9116.36880970634	9828.705312776498
2600000.0	2	hom_alt	274	9262.396940588857	277.07106031869256	8732.680199608161	9824.24583564612
2650000.0	0	hom_ref	743	8912.474658219202	202.2094347204906	8524.214852328038	9318.41887017968
2650000.0	2	hom_alt	274	9208.210472850462	341.3565504979079	8560.121464142618	9905.366467928456
2700000.0	0	hom_ref	743	18104.05307291489	437.1595620623756	17265.860267606095	18982.93699746027
2700000.0	2	hom_alt	274	16869.024459775763	733.9887823961529	15484.18607627064	18377.71677651203
2750000.0	0	hom_ref	743	17765.720784823243	434.64988704631287	16932.598440763995	18639.834642535814
2750000.0	2	hom_alt	274	17637.065446957295	717.968389813316	16278.76214239341	19108.705862233328
2800000.0	0	hom_ref	743	10471.44741697779	286.21020277984354	9924.377824256077	11048.673574129083
2800000.0	2	hom_alt	274	10372.492597796256	449.8699064244868	9523.594733244154	11297.058065246832
2850000.0	0	hom_ref	743	39848.05534201409	1101.8343705659302	37742.632910497414	42070.92595542221
2850000.0	2	hom_alt	274	39452.67663475451	1862.9526049728129	35950.40732780944	43296.13513008693
2900000.0	0	hom_ref	743	28418.070536877374	930.6750938100973	26648.495353435566	30305.15315510384
2900000.0	2	hom_alt	274	29304.331409406073	1550.860763307166	26404.83398968518	32522.220730028606
2950000.0	0	hom_ref	743	19362.29640114432	599.0303562200035	18221.300933476934	20574.739602537764
2950000.0	2	hom_alt	274	17847.283695560847	920.4206568037177	16124.21047542593	19754.488803980836
3000000.0	0	hom_ref	743	29501.482636807134	719.0229896637649	28123.15835672108	30947.358996107672
3000000.0	2	hom_alt	274	30295.559436620173	1162.5035832379135	28091.256160736924	32672.83300988944
3050000.0	0	hom_ref	743	11555.194831826992	260.30466832143304	11055.30854382086	12077.68440584238
3050000.0	2	hom_alt	274	11186.438504986201	430.9425368655633	10369.418995103419	12067.83200533502
3100000.0	0	hom_ref	743	14574.064124144283	465.077687675669	13689.050561475151	15516.294876755906
3100000.0	2	hom_alt	274	13739.681867578507	713.5966362688622	12404.26507411881	15218.866792531544
3150000.0	0	hom_ref	743	14883.686756870373	273.1126795790535	14357.063571407512	15429.62670429418
3150000.0	2	hom_alt	274	14415.130205530892	452.3931004533551	13551.462775643926	15333.841245233043
3200000.0	0	hom_ref	743	34367.91132166753	1356.837937841949	31804.82241252892	37137.55459136631
3200000.0	2	hom_alt	274	34612.93855877726	2261.9957549871842	30434.33080357893	39365.26560764084
3250000.0	0	hom_ref	743	13647.794152623055	243.6873441079349	13177.68296817824	14134.676458840475
3250000.0	2	hom_alt	274	13693.359917273754	383.87147876688397	12958.110842224976	14470.327357672404
3300000.0	0	hom_ref	743	23614.67294468471	733.0309398164992	22218.581769647928	25098.48666606683
3300000.0	2	hom_alt	274	22924.609269709108	1225.6248717221765	20634.3725785655	25469.042403293082
3350000.0	0	hom_ref	743	8657.75447731764	178.29790997023423	8314.707370742904	9014.954976439101
3350000.0	2	hom_alt	274	7704.628461549633	267.63774033508554	7195.344931468489	8249.958868671732
3400000.0	0	hom_ref	743	21012.575016478375	528.9443267680454	19999.4099961374	22077.06671888851
3400000.0	2	hom_alt	274	20401.316065806346	868.183164024577	18761.769123666134	22184.139164782453
3450000.0	0	hom_ref	743	15797.589066439472	461.0411485414899	14917.928704427577	16729.120057935288
3450000.0	2	hom_alt	274	12957.65149473867	664.4213392862163	11713.465784053637	14333.992633305708
3500000.0	0	hom_ref	743	16009.255347918659	345.30444112069875	15345.517038862316	16701.70227212256
3500000.0	2	hom_alt	274	15289.338979600301	615.2011304642252	14124.925847894985	16549.74255797333
3550000.0	0	hom_ref	743	11123.796351671084	286.1748628178689	10575.938779918684	11700.034185939408
3550000.0	2	hom_alt	274	10745.834592153067	489.25168846989743	9824.55435907769	11753.506251936891
3600000.0	0	hom_ref	743	8090.2429816453805	170.01313963740716	7763.269956080454	8430.987441161711
3600000.0	2	hom_alt	274	7511.426649283299	291.2295360060449	6959.420571636053	8107.216646385188
3650000.0	0	hom_ref	743	11551.773702308901	276.25422104036556	11021.97455937456	12107.038983850434
3650000.0	2	hom_alt	274	9808.822899171275	437.0549345403558	8985.054978980714	10708.115519869796
3700000.0	0	hom_ref	743	8508.61675994491	129.184912944452	8258.747650533753	8766.045680416999
3700000.0	2	hom_alt	274	7809.046591547987	227.45125400619585	7373.861502364958	8269.915111561186
3750000.0	0	hom_ref	743	15423.962284376326	285.65626852996496	14873.243829501518	15995.072445325239
3750000.0	2	hom_alt	274	14371.920806206752	510.4370943145167	13401.354254598853	15412.778718911743
3800000.0	0	hom_ref	743	19246.12495035083	476.2928402994462	18333.43326603322	20204.253083943106
3800000.0	2	hom_alt	274	16914.29711208319	698.9715029124746	15592.724736481387	18347.880285891893
3850000.0	0	hom_ref	743	30261.984171466156	1108.3328848450312	28162.52265275771	32517.956480166133
3850000.0	2	hom_alt	274	23499.415467648745	1645.912044459135	20472.597778292176	26973.739888872835
3900000.0	0	hom_ref	743	13467.68576912141	305.1216722836137	12881.806897801516	14080.21106159808
3900000.0	2	hom_alt	274	12655.312897911925	530.3918080135835	11653.05134746487	13743.777468113374
3950000.0	0	hom_ref	743	11072.237340060346	244.21335092986598	10603.037490629371	11562.199966091954
3950000.0	2	hom_alt	274	9917.742930181643	385.12640205509064	9187.80456960642	10705.6722946145
4000000.0	0	hom_ref	743	22919.832517504874	639.4274379703784	21698.287063622818	24210.147146185136
4000000.0	2	hom_alt	274	24718.42209666616	1105.6871523298298	22634.7574294795	26993.900546651636
4050000.0	0	hom_ref	743	26743.998925965356	772.6813572056276	25269.31387353545	28304.744724434655
4050000.0	2	hom_alt	274	23471.72247728377	1300.2474998124328	21046.580261143998	26176.307467286493
4100000.0	0	hom_ref	743	8941.048011842126	197.45783265331562	8561.688518480008	9337.216528902469
4100000.0	2	hom_alt	274	8741.837075498914	375.9430746869306	8032.185779243122	9514.186742549233
4150000.0	0	hom_ref	743	42547.73109222662	1317.6445709120521	40038.03903873878	45214.737398723846
4150000.0	2	hom_alt	274	38987.35744343	2129.0748469325536	35013.31527316346	43412.456905696585
4200000.0	0	hom_ref	743	10998.622494203379	262.6274099457604	10494.93901699981	11526.479246239413
4200000.0	2	hom_alt	274	11808.146005104589	444.3835906951528	10964.914546464477	12716.22423385196
4250000.0	0	hom_ref	743	20734.696133320096	629.6335182079112	19534.743123140757	22008.358186795365
4250000.0	2	hom_alt	274	10892.142005881788	833.8077171336475	9368.337887180416	12663.800015010045
4300000.0	0	hom_ref	743	11353.478588833397	209.86305370521958	10948.868193562608	11773.041175423597
4300000.0	2	hom_alt	274	12351.101522376624	428.0782136062305	11536.456452649178	13223.272626407164
4350000.0	0	hom_ref	743	22363.254545905143	582.8882335463032	21247.73155018157	23537.343396108252
4350000.0	2	hom_alt	274	18475.652000270264	970.5066678539453	16660.496634407966	20488.56791760461
4400000.0	0	hom_ref	743	17672.850875623295	450.50467000165276	16810.200465262453	18579.769986528994
4400000.0	2	hom_alt	274	14677.232103951033	645.984351202962	13459.027333877088	16005.699140756215
4450000.0	0	hom_ref	743	17819.82288075875	556.4592139631613	16760.211825618902	18946.424472763916
4450000.0	2	hom_alt	274	27424.212670071138	1365.6929080702762	24863.17554768094	30249.050010968513
4500000.0	0	hom_ref	743	25466.94535758895	732.779046515176	24068.254521129165	26946.919032996575
4500000.0	2	hom_alt	274	26963.174575678746	1242.3489291928263	24625.021386302495	29523.33611384901
4505000.0	0	hom_ref	743	15626.909703470987	360.3822936043609	14935.195772004088	16350.659918244077
4505000.0	2	hom_alt	274	16635.95015115764	589.0588261373068	15515.77179786008	17837.00102304751
4510000.0	0	hom_ref	743	18331.27621598959	407.089884421344	17549.26162413047	19148.138246731247
4510000.0	2	hom_alt	274	17454.090845726936	710.4292022261594	16110.04392770609	18910.27042620034
4515000.0	0	hom_ref	743	55011.734571528184	2207.934395350596	50843.56010694136	59521.61756971672
4515000.0	2	hom_alt	274	58474.31487722056	3772.4715938956365	51499.77386378428	66393.40804493947
4520000.0	0	hom_ref	743	36239.762673726465	1180.2706086289231	33995.21483847973	38632.50768933071
4520000.0	2	hom_alt	274	36279.19634041232	2106.2340176355824	32360.85860104608	40671.97670285673
4525000.0	0	hom_ref	743	18022.64804939589	450.2354372705859	17160.085303617434	18928.568067428005
4525000.0	2	hom_alt	274	13236.82636081767	619.3148963907283	12072.053163828801	14513.982810432422
4530000.0	0	hom_ref	743	26303.911755071815	559.8684959014593	25227.443674178503	27426.31328622462
4530000.0	2	hom_alt	274	22356.349340804238	976.4985143144967	20514.260527471168	24363.849487958618
4535000.0	0	hom_ref	743	43226.34856524626	1062.718940900977	41189.60116887444	45363.80924455616
4535000.0	2	hom_alt	274	28482.41561883221	1687.4315957869082	25346.797639770524	32005.936647831368
4540000.0	0	hom_ref	743	25039.74342135711	600.1768616588703	23888.787970630547	26246.151599580182
4540000.0	2	hom_alt	274	17044.948980155837	930.6942178798229	15307.742244925681	18979.30348496837
4545000.0	0	hom_ref	743	24214.743367298615	664.8294767019506	22944.12328853545	25555.728975581176
4545000.0	2	hom_alt	274	24343.9760406971	1211.826332366345	22071.436748533408	26850.502584948994
4550000.0	0	hom_ref	743	23325.129006070743	533.6515141628174	22300.661529954672	24396.659373492075
4550000.0	2	hom_alt	274	20721.32279386854	956.38368123509	18921.505786603702	22692.33871607033
4555000.0	0	hom_ref	743	27973.363837833374	824.3573417027355	26400.93689811178	29639.443760034505
4555000.0	2	hom_alt	274	33210.53190228689	1537.5965348938596	30317.334913914852	36379.82798833005
4560000.0	0	hom_ref	743	25316.3506084262	612.0221735006535	24142.91491423227	26546.819653120678
4560000.0	2	hom_alt	274	27037.738468845437	1055.0279638693119	25038.487528909336	29196.623824247745
4565000.0	0	hom_ref	743	22341.925629203015	545.0583858359084	21297.105333122716	23438.00403919251
4565000.0	2	hom_alt	274	22498.364341869743	916.7443836620431	20764.06865018161	24377.515148269787
4570000.0	0	hom_ref	743	9518.140772719471	198.0542897929189	9137.161698984795	9915.004982276998
4570000.0	2	hom_alt	274	8566.841753821913	320.7582329675267	7958.07967724573	9222.171756443995
4575000.0	0	hom_ref	743	9009.271137525046	183.46571973956006	8656.201972393023	9376.741287727033
4575000.0	2	hom_alt	274	8696.756519276805	324.52602975080316	8080.768096265444	9359.701089620174
4580000.0	0	hom_ref	743	9104.640690573979	204.51754012417803	8711.862885198887	9515.127039624314
4580000.0	2	hom_alt	274	10113.787701561605	397.0760357365153	9361.514467176316	10926.512161136658
4585000.0	0	hom_ref	743	9320.608158539524	222.20187663149565	8894.439407036716	9767.19638747604
4585000.0	2	hom_alt	274	10427.820838240401	409.8261051494691	9651.422637349846	11266.67554828986
4590000.0	0	hom_ref	743	9882.295127565632	220.70559255421787	9458.374504299463	10325.215706347275
4590000.0	2	hom_alt	274	10312.258139562686	407.7377249033346	9539.994820256537	11147.03623435691
4595000.0	0	hom_ref	743	22177.33240898104	705.7778827123291	20834.167981550985	23607.08971982795
4595000.0	2	hom_alt	274	22190.268928198137	1230.184175622523	19895.896929901566	24749.2252719562
4600000.0	0	hom_ref	743	14387.296570299743	442.34558122798205	13544.586896508232	15282.437492067143
4600000.0	2	hom_alt	274	18085.13744429467	831.1451335810798	16520.707597969355	19797.711111310466
4605000.0	0	hom_ref	743	41574.46983231077	1852.1201890593134	38092.91383579876	45374.22758700537
4605000.0	2	hom_alt	274	62467.47474372343	3390.6797783075967	56136.55258353663	69512.38045925416
4610000.0	0	hom_ref	743	69849.03447687012	2091.2235361614653	65861.93485893634	74077.50209283456
4610000.0	2	hom_alt	274	69921.0830713475	3488.728061779681	63379.4016256488	77137.96174263312
4615000.0	0	hom_ref	743	46374.75250259517	1341.3107661369293	43814.90001262962	49084.16244375868
4615000.0	2	hom_alt	274	45128.62397212603	2455.813533343692	40543.85731090503	50231.84365513659
4620000.0	0	hom_ref	743	24095.131889114375	743.2587148790342	22679.293909595723	25599.358739655123
4620000.0	2	hom_alt	274	10968.12344420879	933.0848451204017	9276.755190656397	12967.867472515509
4625000.0	0	hom_ref	743	27815.28300159317	819.3108395937082	26252.4608623142	29471.140725300964
4625000.0	2	hom_alt	274	14293.116006107779	1093.2743078439714	12295.011933490718	16615.93874566113
4630000.0	0	hom_ref	743	23436.523998780685	668.1745613447048	22160.819720895848	24785.665154231887
4630000.0	2	hom_alt	274	15393.634116865423	1092.1242034228485	13386.97618853408	17701.08260346966
4635000.0	0	hom_ref	743	27924.457236005594	703.1950303121998	26577.536353961288	29339.638615875032
4635000.0	2	hom_alt	274	15152.85014066996	1159.1076039622387	13034.436711762883	17615.5573472839
4640000.0	0	hom_ref	743	20236.566508442756	609.2534638735957	19075.160720340617	21468.68537856883
4640000.0	2	hom_alt	274	12115.196784746639	1020.7795194076003	10263.421590319862	14301.078041222792
4645000.0	0	hom_ref	743	15218.360597627112	479.24305523692226	14306.018892133481	16188.885323418635
4645000.0	2	hom_alt	274	5733.669202676308	501.6203068957277	4826.498069065097	6811.34894395321
4650000.0	0	hom_ref	743	18634.671747190405	643.6583929178495	17412.953487849987	19942.107544698443
4650000.0	2	hom_alt	274	5169.793336912823	493.75788319522235	4283.654218606691	6239.243828387582
4655000.0	0	hom_ref	743	17706.322596040907	645.5761120583054	16483.243923606227	19020.155336418622
4655000.0	2	hom_alt	274	5965.873482733006	646.2554604198396	4820.107490305539	7383.994336964621
4660000.0	0	hom_ref	743	13032.37270870434	378.8939516980262	12309.3700944011	13797.841572399746
4660000.0	2	hom_alt	274	5062.081105489112	423.8514067439558	4292.794115881687	5969.227600212288
4665000.0	0	hom_ref	743	10183.742819967536	200.53428329439524	9797.573031258424	10585.133429714253
4665000.0	2	hom_alt	274	4255.562890921729	271.13573355515024	3753.9000215306933	4824.266873044113
4670000.0	0	hom_ref	743	9623.874609014523	196.83940593155063	9245.101479236833	10018.166128088837
4670000.0	2	hom_alt	274	6072.745140354289	361.0118696432001	5402.037472709108	6826.726716725697
4675000.0	0	hom_ref	743	12167.789829059586	323.07788034308106	11549.781255738786	12818.86695911242
4675000.0	2	hom_alt	274	8000.570745088297	553.5690753592403	6981.730093103062	9168.09034345147
4680000.0	0	hom_ref	743	35214.69696575195	1020.8930728847881	33266.47967694355	37277.00960343018
4680000.0	2	hom_alt	274	21094.78205580063	1680.2856902597782	18033.143538479217	24676.220706179523
4685000.0	0	hom_ref	743	18983.49915139351	416.09570839255764	18183.95966504867	19818.19398354861
4685000.0	2	hom_alt	274	11285.324620207137	766.5713217846128	9872.736483498471	12900.02543836995
4690000.0	0	hom_ref	743	24414.58091198705	667.2031483011466	23139.26610527138	25760.184372146992
4690000.0	2	hom_alt	274	17614.882678317546	1335.0602843574168	15173.247552832823	20449.418668646314
4695000.0	0	hom_ref	743	13914.527202604168	553.2690345122506	12869.678701581417	15044.203648084873
4695000.0	2	hom_alt	274	6619.5359334752575	387.38702302436	5899.1833714487075	7427.851147439304
4700000.0	0	hom_ref	743	13541.267596694142	521.5315856647858	12555.163712619371	14604.821754811137
4700000.0	2	hom_alt	274	4698.260324050677	326.1431695424234	4098.126591692741	5386.278236815325
4705000.0	0	hom_ref	743	13295.703961225248	324.302602145486	12674.046733544119	13947.853242222336
4705000.0	2	hom_alt	274	5513.160293185055	444.5546221581394	4703.901306266448	6461.644162869821
4710000.0	0	hom_ref	743	18494.53648952297	410.7567462930982	17705.479617776153	19318.758223238605
4710000.0	2	hom_alt	274	9372.084781152893	700.2942408707239	8090.029636499646	10857.311665315741
4715000.0	0	hom_ref	743	34325.184259499154	959.9818253056916	32491.382872804472	36262.48470435975
4715000.0	2	hom_alt	274	23504.373420214546	1671.320377862774	20433.97954677549	27036.122288967756
4720000.0	0	hom_ref	743	34447.2165276257	968.7918422020415	32596.867821189775	36402.59956908394
4720000.0	2	hom_alt	274	31042.796362622717	1729.7824460556974	27817.528599448477	34642.01367012769
4725000.0	0	hom_ref	743	18238.417157615462	405.82341856389183	17458.868571990966	19052.77303873241
4725000.0	2	hom_alt	274	15857.098744157698	804.466390925755	14349.873163104436	17522.634362265664
4730000.0	0	hom_ref	743	18901.42003966361	415.2692014376375	18103.50872135709	19734.499262804547
4730000.0	2	hom_alt	274	16367.677426987511	806.1715960169214	14855.093507037387	18034.276541376348
4735000.0	0	hom_ref	743	17462.075989005214	418.24307128324875	16660.000202101357	18302.766755508906
4735000.0	2	hom_alt	274	15840.986443242336	814.4030785389128	14316.145996820902	17528.24059985917
4740000.0	0	hom_ref	743	38567.221714649226	1345.4733284656747	36014.25536578591	41301.1618782487
4740000.0	2	hom_alt	274	13435.02083156023	1518.7505349829182	10754.408012457496	16783.795494403155
4745000.0	0	hom_ref	743	14237.467687292408	323.94836674531314	13615.497791455342	14887.849805528742
4745000.0	2	hom_alt	274	6492.497241543274	415.55834288307085	5723.836491973013	7364.382349244395
4750000.0	0	hom_ref	743	16351.49423604828	395.8661760143206	15592.522135184701	17147.40960015658
4750000.0	2	hom_alt	274	7907.856225070401	476.30033555891725	7023.6280430100305	8903.402870062175
4755000.0	0	hom_ref	743	15515.837836019748	367.60960428862217	14810.685356215574	16254.563375261398
4755000.0	2	hom_alt	274	5810.273996558102	437.8779777158329	5009.127755292124	6739.553384202012
4760000.0	0	hom_ref	743	51701.105510084046	1682.2272961906017	48501.87926141742	55111.3555117684
4760000.0	2	hom_alt	274	13039.025110329241	1581.040718634147	10270.072021393791	16554.52614875849
4765000.0	0	hom_ref	743	12315.777665476544	237.54142104890934	11858.162765504892	12791.052248555705
