arm_id	mode	replicate_index	unit_id	seed	allele_present	estimator	genotype_class	n_pairs	threshold_years	value
chb_archaic_single_founder	neutral	0	chb_archaic_single_founder__neutral__rep000	31260821	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	1	chb_archaic_single_founder__neutral__rep001	31260822	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	2	chb_archaic_single_founder__neutral__rep002	31260823	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	3	chb_archaic_single_founder__neutral__rep003	31260824	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_archaic_single_founder	neutral	4	chb_archaic_single_founder__neutral__rep004	31260825	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	5	chb_archaic_single_founder__neutral__rep005	31260826	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	6	chb_archaic_single_founder__neutral__rep006	31260827	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	7	chb_archaic_single_founder__neutral__rep007	31260828	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	8	chb_archaic_single_founder__neutral__rep008	31260829	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	9	chb_archaic_single_founder__neutral__rep009	31260830	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	10	chb_archaic_single_founder__neutral__rep010	31260831	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	11	chb_archaic_single_founder__neutral__rep011	31260832	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	12	chb_archaic_single_founder__neutral__rep012	31260833	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	13	chb_archaic_single_founder__neutral__rep013	31260834	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	14	chb_archaic_single_founder__neutral__rep014	31260835	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_archaic_single_founder	neutral	15	chb_archaic_single_founder__neutral__rep015	31260836	False	gamma_smc_frac	overall	100	1000.0	0.0
