arm_id	mode	estimator	threshold_years	n	truth_mean	decoded_mean	bias	rmse	pearson_r
chb_archaic_single_founder	neutral	gamma_smc_frac	1000.0	100	0.0002	0.0006000000000000001	0.0004000000000000001	0.002	0.5654448612875181
chb_archaic_single_founder	neutral	gamma_smc_frac	4500.0	100	0.0015	0.0066	0.0051	0.0091104335791443	0.3600387147906346
chb_archaic_single_founder	neutral	gamma_smc_frac	10000.0	100	0.0055000000000000005	0.052700000000000004	0.047200000000000006	0.05651548460377917	0.13491218439928532
chb_archaic_single_founder	neutral	gamma_smc_frac	20000.0	100	0.022399999999999996	0.18110000000000004	0.15870000000000004	0.17849089612638513	0.19232977785068547
chb_archaic_single_founder	neutral	gamma_smc_frac	30000.0	100	0.0761	0.2741	0.198	0.22717394216767028	0.38999123921759565
chb_archaic_single_founder	neutral	gamma_smc_frac	40000.0	100	0.20060000000000003	0.3362	0.13559999999999997	0.18153236626012453	0.5224126367188046
chb_archaic_single_founder	neutral	gamma_smc_frac	50000.0	100	0.29309999999999997	0.38020000000000004	0.08710000000000007	0.14201056298740597	0.6797205068625096
chb_archaic_single_founder	selected	gamma_smc_frac	1000.0	100	0.0004	0.0014000000000000002	0.0010000000000000002	0.0034641016151377548	0.35884836406794646
chb_archaic_single_founder	selected	gamma_smc_frac	4500.0	100	0.0046	0.044300000000000006	0.039700000000000006	0.05872818744010409	0.11805017723535105
chb_archaic_single_founder	selected	gamma_smc_frac	10000.0	100	0.04880000000000001	0.16599999999999998	0.11719999999999997	0.15643529013620935	0.41967767178847215
chb_archaic_single_founder	selected	gamma_smc_frac	20000.0	100	0.18	0.2952	0.11520000000000002	0.17549358962651598	0.645663764881651
chb_archaic_single_founder	selected	gamma_smc_frac	30000.0	100	0.27799999999999997	0.3699	0.09190000000000004	0.1649333198598755	0.7587004575811553
chb_archaic_single_founder	selected	gamma_smc_frac	40000.0	100	0.36010000000000003	0.4109	0.050799999999999956	0.13091982279242514	0.8332982486083683
chb_archaic_single_founder	selected	gamma_smc_frac	50000.0	100	0.40630000000000005	0.4346999999999999	0.02839999999999987	0.09650906693155831	0.9073589099751658
chb_archaic_single_founder	neutral	gamma_smc_meanp	1000.0	100	0.0002	0.012556535859740002	0.012356535859740002	0.013237606670289498	0.13494553313876076
chb_archaic_single_founder	neutral	gamma_smc_meanp	4500.0	100	0.0015	0.0580510351874	0.0565510351874	0.0599572208814131	0.19912089442790068
chb_archaic_single_founder	neutral	gamma_smc_meanp	10000.0	100	0.0055000000000000005	0.1242962464255	0.11879624642549999	0.12610894237029505	0.08195391048385886
chb_archaic_single_founder	neutral	gamma_smc_meanp	20000.0	100	0.022399999999999996	0.223317341652	0.200917341652	0.21305363514879255	0.23581058528242152
chb_archaic_single_founder	neutral	gamma_smc_meanp	30000.0	100	0.0761	0.29978698604599996	0.22368698604599996	0.24037486698641874	0.3410422448368934
chb_archaic_single_founder	neutral	gamma_smc_meanp	40000.0	100	0.20060000000000003	0.360406568909	0.159806568909	0.1889220235165603	0.4373216966156943
chb_archaic_single_founder	neutral	gamma_smc_meanp	50000.0	100	0.29309999999999997	0.409927027333	0.11682702733300004	0.15839584935220768	0.6025895831631514
chb_archaic_single_founder	selected	gamma_smc_meanp	1000.0	100	0.0004	0.025143658728259997	0.024743658728259996	0.028307933360128275	0.19308896418604035
chb_archaic_single_founder	selected	gamma_smc_meanp	4500.0	100	0.0046	0.10363063718750003	0.09903063718750002	0.11242779290110771	0.016626338753494292
chb_archaic_single_founder	selected	gamma_smc_meanp	10000.0	100	0.04880000000000001	0.19304623205340005	0.14424623205340004	0.16905304102882934	0.26609865329284416
chb_archaic_single_founder	selected	gamma_smc_meanp	20000.0	100	0.18	0.2937612141371	0.1137612141371	0.175579479565951	0.5817059511128893
chb_archaic_single_founder	selected	gamma_smc_meanp	30000.0	100	0.27799999999999997	0.3548337070585	0.07683370705850001	0.16303473483443107	0.726324804554305
chb_archaic_single_founder	selected	gamma_smc_meanp	40000.0	100	0.36010000000000003	0.39622847362399993	0.0361284736239999	0.13155474451792876	0.8218336678637536
chb_archaic_single_founder	selected	gamma_smc_meanp	50000.0	100	0.40630000000000005	0.4265553847549999	0.020255384754999828	0.10850482372231929	0.8834526252742351
