# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	39
0	1
2	3
4	5
22	23
28	29
36	37
38	39
42	43
44	45
46	47
50	51
56	57
60	61
62	63
66	67
70	71
76	77
84	85
86	87
110	111
112	113
114	115
126	127
128	129
136	137
138	139
146	147
150	151
156	157
160	161
162	163
164	165
166	167
168	169
172	173
178	179
184	185
188	189
198	199
