arm_id	mode	estimator	threshold_years	n	truth_mean	decoded_mean	bias	rmse	pearson_r
eas_phlash	neutral	gamma_smc_frac	1000.0	100	0.0005	0.0007999999999999999	0.0002999999999999999	0.0017320508075688774	0.7779866052155018
eas_phlash	neutral	gamma_smc_frac	4500.0	100	0.0026	0.0104	0.0078	0.011224972160321823	0.49087302579735476
eas_phlash	neutral	gamma_smc_frac	10000.0	100	0.0072	0.051300000000000005	0.04410000000000001	0.051429563482495166	0.20412746847650173
eas_phlash	neutral	gamma_smc_frac	20000.0	100	0.04539999999999999	0.1398	0.09440000000000001	0.11302212172844749	0.25850151751722433
eas_phlash	neutral	gamma_smc_frac	30000.0	100	0.10039999999999999	0.2125	0.1121	0.1396817812028469	0.44449032944792605
eas_phlash	neutral	gamma_smc_frac	40000.0	100	0.14959999999999998	0.277	0.12740000000000004	0.16764247671756702	0.35225777040930495
eas_phlash	neutral	gamma_smc_frac	50000.0	100	0.20389999999999994	0.3246	0.12070000000000006	0.1679791653747571	0.5025818698424122
eas_phlash	neutral	gamma_smc_frac	75000.0	100	0.2889	0.4121999999999999	0.12329999999999991	0.18942808661864272	0.4975360030678805
eas_phlash	neutral	gamma_smc_frac	100000.0	100	0.34949999999999987	0.47690000000000005	0.12740000000000018	0.2035337809799641	0.5419757277691416
eas_phlash	neutral	gamma_smc_frac	150000.0	100	0.4370999999999999	0.5632	0.12610000000000016	0.21468348795377812	0.578721920195723
eas_phlash	neutral	gamma_smc_frac	200000.0	100	0.5014	0.6241999999999999	0.12279999999999991	0.2213413653161108	0.5963984168970375
eas_phlash	selected	gamma_smc_frac	1000.0	100	0.0006999999999999999	0.001	0.00030000000000000014	0.00223606797749979	0.6924112581414977
eas_phlash	selected	gamma_smc_frac	4500.0	100	0.0022	0.0167	0.014499999999999999	0.021748563170931545	0.06451193659482363
eas_phlash	selected	gamma_smc_frac	10000.0	100	0.0076	0.1391	0.1315	0.1638261273423748	0.035751008659921195
eas_phlash	selected	gamma_smc_frac	20000.0	100	0.077	0.3660000000000001	0.2890000000000001	0.34903294973397564	0.4475291706111988
eas_phlash	selected	gamma_smc_frac	30000.0	100	0.3032	0.49	0.18679999999999997	0.26682203807032134	0.6850351082820559
eas_phlash	selected	gamma_smc_frac	40000.0	100	0.5375	0.5551000000000001	0.01760000000000017	0.10627323275406654	0.9600198352360431
