# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	40
2	3
6	7
8	9
12	13
20	21
22	23
24	25
26	27
30	31
32	33
34	35
38	39
42	43
48	49
50	51
60	61
62	63
74	75
78	79
96	97
98	99
102	103
104	105
112	113
114	115
118	119
138	139
142	143
146	147
148	149
158	159
160	161
164	165
170	171
174	175
176	177
182	183
186	187
188	189
194	195
