# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	27
2	3
6	7
10	11
12	13
26	27
32	33
36	37
46	47
48	49
66	67
74	75
84	85
100	101
106	107
112	113
114	115
120	121
128	129
134	135
144	145
154	155
156	157
162	163
174	175
182	183
192	193
198	199
