# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	45
8	9
14	15
16	17
18	19
20	21
22	23
32	33
54	55
56	57
58	59
60	61
62	63
64	65
66	67
70	71
72	73
74	75
78	79
94	95
96	97
98	99
100	101
104	105
106	107
108	109
110	111
112	113
116	117
118	119
128	129
130	131
136	137
142	143
146	147
152	153
170	171
176	177
178	179
180	181
182	183
188	189
190	191
192	193
194	195
198	199
