# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	34
0	1
10	11
24	25
28	29
34	35
36	37
38	39
40	41
42	43
50	51
52	53
80	81
84	85
88	89
92	93
102	103
120	121
122	123
126	127
132	133
138	139
140	141
144	145
148	149
150	151
154	155
156	157
158	159
160	161
164	165
168	169
172	173
184	185
196	197
