# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	21
2	3
4	5
6	7
12	13
26	27
30	31
44	45
46	47
48	49
68	69
76	77
82	83
86	87
90	91
114	115
124	125
134	135
162	163
166	167
174	175
186	187
