# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	16
2	3
6	7
12	13
36	37
44	45
48	49
74	75
120	121
130	131
148	149
150	151
156	157
170	171
178	179
188	189
198	199
