# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	22
8	9
10	11
22	23
26	27
28	29
72	73
76	77
86	87
90	91
96	97
100	101
122	123
124	125
134	135
150	151
154	155
156	157
160	161
162	163
168	169
178	179
198	199
