position_0based	n_pairs	observed_fraction_recent	neutral_mean_fraction_recent	neutral_median_fraction_recent	neutral_ci95_lower	neutral_ci95_upper	neutral_exceedances	n_neutral_replicates	p_upper	q_bh
0.0	2000	0.0015	0.00236	0.0025	0.0005	0.004	86	100	0.8613861386138614	1.0
1000.0	2000	0.0015	0.002245	0.002	0.0005	0.003762499999999996	84	100	0.8415841584158416	1.0
2000.0	2000	0.0015	0.00252	0.0025	0.001	0.0045	89	100	0.8910891089108911	1.0
3000.0	2000	0.0015	0.002775	0.003	0.001	0.0045	92	100	0.9207920792079208	1.0
4000.0	2000	0.0015	0.0030400000000000006	0.003	0.001	0.005	95	100	0.9504950495049505	1.0
5000.0	2000	0.0015	0.00329	0.0035	0.001	0.005762499999999996	95	100	0.9504950495049505	1.0
6000.0	2000	0.0015	0.003465	0.0035	0.0012375	0.006	97	100	0.9702970297029703	1.0
7000.0	2000	0.002	0.0036300000000000004	0.0035	0.0015	0.006	92	100	0.9207920792079208	1.0
8000.0	2000	0.002	0.0037050000000000004	0.004	0.0015	0.006	92	100	0.9207920792079208	1.0
9000.0	2000	0.002	0.0037700000000000008	0.004	0.0015	0.006	93	100	0.9306930693069307	1.0
10000.0	2000	0.002	0.00388	0.004	0.0015	0.0065	94	100	0.9405940594059405	1.0
11000.0	2000	0.002	0.00393	0.004	0.0015	0.0065	95	100	0.9504950495049505	1.0
12000.0	2000	0.002	0.00396	0.004	0.0015	0.0065	95	100	0.9504950495049505	1.0
13000.0	2000	0.002	0.004005	0.004	0.0015	0.0065	95	100	0.9504950495049505	1.0
14000.0	2000	0.002	0.004015	0.004	0.0015	0.0065	95	100	0.9504950495049505	1.0
15000.0	2000	0.002	0.00404	0.004	0.0015	0.0065	95	100	0.9504950495049505	1.0
16000.0	2000	0.002	0.004065	0.004	0.0015	0.006762499999999996	95	100	0.9504950495049505	1.0
17000.0	2000	0.002	0.004085	0.004	0.0015	0.006762499999999996	95	100	0.9504950495049505	1.0
18000.0	2000	0.002	0.0040950000000000005	0.004	0.0015	0.006762499999999996	95	100	0.9504950495049505	1.0
19000.0	2000	0.002	0.0041199999999999995	0.004	0.0015	0.006762499999999996	96	100	0.9603960396039604	1.0
20000.0	2000	0.0025	0.004125	0.004	0.0015	0.006762499999999996	92	100	0.9207920792079208	1.0
21000.0	2000	0.0025	0.00414	0.004	0.0015	0.006762499999999996	92	100	0.9207920792079208	1.0
22000.0	2000	0.0025	0.00416	0.004	0.0015	0.006762499999999996	93	100	0.9306930693069307	1.0
23000.0	2000	0.0025	0.00419	0.004	0.0015	0.006762499999999996	93	100	0.9306930693069307	1.0
24000.0	2000	0.0025	0.00424	0.004	0.0015	0.007	93	100	0.9306930693069307	1.0
25000.0	2000	0.0025	0.004265	0.0045	0.0015	0.007	93	100	0.9306930693069307	1.0
26000.0	2000	0.0025	0.0042899999999999995	0.0045	0.0015	0.007	93	100	0.9306930693069307	1.0
27000.0	2000	0.003	0.0043	0.0045	0.0015	0.007	87	100	0.8712871287128713	1.0
28000.0	2000	0.003	0.004315	0.0045	0.0015	0.007	87	100	0.8712871287128713	1.0
29000.0	2000	0.003	0.00431	0.0045	0.0015	0.007	87	100	0.8712871287128713	1.0
30000.0	2000	0.003	0.00433	0.0045	0.0015	0.0072624999999999955	88	100	0.8811881188118812	1.0
31000.0	2000	0.003	0.004355	0.0045	0.0015	0.0072624999999999955	89	100	0.8910891089108911	1.0
32000.0	2000	0.003	0.004375	0.0045	0.0015	0.0072624999999999955	89	100	0.8910891089108911	1.0
33000.0	2000	0.003	0.0044	0.0045	0.0015	0.0072624999999999955	89	100	0.8910891089108911	1.0
34000.0	2000	0.003	0.004415	0.0045	0.0015	0.0072624999999999955	89	100	0.8910891089108911	1.0
35000.0	2000	0.003	0.00443	0.0045	0.0015	0.0072624999999999955	89	100	0.8910891089108911	1.0
36000.0	2000	0.003	0.00444	0.0045	0.0015	0.0072624999999999955	90	100	0.900990099009901	1.0
