position_0based	n_pairs	observed_fraction_recent	neutral_mean_fraction_recent	neutral_median_fraction_recent	neutral_ci95_lower	neutral_ci95_upper	neutral_exceedances	n_neutral_replicates	p_upper	q_bh
7295000.0	2000	0.02671601128	0.021749527260399994	0.021380358485	0.01583483094375	0.02946823237024999	10	100	0.10891089108910891	0.31269276798480883
7296000.0	2000	0.02688860899	0.0217682583848	0.02138850909	0.0160141455435	0.02932330367974998	9	100	0.09900990099009901	0.29705940891118815
7297000.0	2000	0.02706474518	0.021789820359600004	0.021392100545	0.016057990091	0.02965478284574998	9	100	0.09900990099009901	0.29705940891118815
7298000.0	2000	0.02720833972	0.0218111363634	0.021587629845	0.01609256058125	0.030011353890999987	6	100	0.06930693069306931	0.2431822129581379
7299000.0	2000	0.02731012789	0.021829454232799996	0.021579595775	0.01613460590675	0.030229004554249986	5	100	0.0594059405940594	0.22116880340305065
7300000.0	2000	0.02736495164	0.021838314870199996	0.0213769059	0.01616848122225	0.030777030198749993	6	100	0.06930693069306931	0.2431822129581379
7301000.0	2000	0.02736961047	0.0218516293829	0.021353252895	0.01602849380225	0.03147796594625	7	100	0.07920792079207921	0.2600391358899514
7302000.0	2000	0.02730932794	0.0218654249008	0.021287901735	0.01581524083375	0.0321858907815	8	100	0.0891089108910891	0.27863949621979084
7303000.0	2000	0.02717877413	0.021877216907700007	0.021371961335000002	0.01572920634375	0.032904012158	8	100	0.0891089108910891	0.27863949621979084
7304000.0	2000	0.02695099564	0.0218869236887	0.021478674740000002	0.0156620657985	0.03331880526075	9	100	0.09900990099009901	0.29705940891118815
7305000.0	2000	0.02659389649	0.0218860132873	0.021611603175	0.01556013087625	0.033401136542499994	11	100	0.1188118811881188	0.3294838635277837
7306000.0	2000	0.02611390362	0.021885959135100004	0.021514073355	0.01548696678075	0.03353955933874999	11	100	0.1188118811881188	0.3294838635277837
7307000.0	2000	0.02553649524	0.021879221818999997	0.021484797	0.01546506075725	0.033153912635499994	12	100	0.12871287128712872	0.3438762257203546
7308000.0	2000	0.02492852154	0.021872791592500006	0.021574213575	0.01549612506525	0.03275674459074998	16	100	0.16831683168316833	0.39894958919926127
7309000.0	2000	0.02433645164	0.021881482430699997	0.02165507506	0.015560377009	0.03240239279049997	21	100	0.21782178217821782	0.4598306569098962
7310000.0	2000	0.02385056924	0.0218990897055	0.021415678845	0.01553562496825	0.031978252777249964	25	100	0.25742574257425743	0.49705684992133126
7311000.0	2000	0.02346905155	0.021917991829799997	0.021374971049999997	0.015516712250999999	0.03206363577899997	24	100	0.24752475247524752	0.4878296264786116
7312000.0	2000	0.02316798711	0.02193951609060001	0.021411276865000002	0.01553802212775	0.03223659865324997	28	100	0.2871287128712871	0.5245318101411894
7313000.0	2000	0.02317900152	0.021953618146900004	0.021533809430000002	0.015571074471999999	0.03234654360724998	28	100	0.2871287128712871	0.5245318101411894
7314000.0	2000	0.02329048748	0.021956431842600002	0.021557203985000002	0.01558285878575	0.032446898479749985	26	100	0.26732673267326734	0.5061089221379541
7315000.0	2000	0.02341318933	0.0219488426833	0.02168212296	0.015739815641250002	0.03253673506874999	24	100	0.24752475247524752	0.4878296264786116
7316000.0	2000	0.02352861501	0.021929794063700003	0.021627500335	0.0156832695085	0.03257739224649999	26	100	0.26732673267326734	0.5061089221379541
7317000.0	2000	0.02362659072	0.021904230434700002	0.021555302535	0.01576691776425	0.03260258402074999	26	100	0.26732673267326734	0.5061089221379541
7318000.0	2000	0.02366843356	0.021884090083400004	0.021484458115	0.0159099181	0.032616571611999996	25	100	0.25742574257425743	0.49705684992133126
7319000.0	2000	0.0237093079	0.0218709907765	0.021430612850000003	0.01601178259475	0.032669954767249994	25	100	0.25742574257425743	0.49705684992133126
7320000.0	2000	0.02365446144	0.021871510955999998	0.02145361665	0.01598745065275	0.032768409158499996	26	100	0.26732673267326734	0.5061089221379541
7321000.0	2000	0.02364912842	0.0218804976504	0.021439581925	0.015873625831	0.03293650673749999	26	100	0.26732673267326734	0.5061089221379541
7322000.0	2000	0.02361697779	0.021894987867400004	0.021446161295000002	0.01594881039775	0.032564649401749995	26	100	0.26732673267326734	0.5061089221379541
7323000.0	2000	0.02356358514	0.021910898090299998	0.021376431199999997	0.01602163715575	0.032168754778499994	26	100	0.26732673267326734	0.5061089221379541
7324000.0	2000	0.02347442471	0.021926924144400006	0.021314391965	0.01589388305225	0.031976510120999994	28	100	0.2871287128712871	0.5245318101411894
7325000.0	2000	0.02342955885	0.02193020251419999	0.021404127435000003	0.01576635524875	0.03172453963625	31	100	0.31683168316831684	0.553224520985362
7326000.0	2000	0.02343697904	0.021922149226899994	0.021458414005	0.01565998545525	0.03141746905075	31	100	0.31683168316831684	0.553224520985362
7327000.0	2000	0.02343069056	0.02191976029960001	0.021420137555	0.01558713399	0.031136803399999996	33	100	0.33663366336633666	0.568541907391212
7328000.0	2000	0.02342047932	0.021925147075599994	0.02135700185	0.01554232685575	0.031015791950749997	33	100	0.33663366336633666	0.568541907391212
7329000.0	2000	0.02343361391	0.021932147308300003	0.021298292854999998	0.0154415162765	0.0311159843405	30	100	0.3069306930693069	0.5423762026317493
7330000.0	2000	0.02352146399	0.021938392099800003	0.021253683425	0.015348801823	0.031200940538499998	30	100	0.3069306930693069	0.5423762026317493
7331000.0	2000	0.0237408011	0.0219453347234	0.02119561468	0.01551509284525	0.03129646745525	26	100	0.26732673267326734	0.5061089221379541
7332000.0	2000	0.02394807746	0.021956607391699995	0.0211453027	0.015530825037	0.03179926605625	25	100	0.25742574257425743	0.49705684992133126
7333000.0	2000	0.02413967405	0.0219690362703	0.02115254862	0.015431907691750001	0.0323956104175	24	100	0.24752475247524752	0.4878296264786116
7334000.0	2000	0.02432532877	0.021975558243099998	0.021072127405000002	0.015229680732249999	0.03293625099499999	22	100	0.22772277227722773	0.4707934097110352
7335000.0	2000	0.02454570256	0.021980205690900007	0.021033208295	0.0151280701185	0.03321408311849999	22	100	0.22772277227722773	0.4707934097110352
7336000.0	2000	0.02487996683	0.021983824873	0.021289482015	0.01507925151875	0.03305234992299999	20	100	0.2079207920792079	0.4480086017651539
7337000.0	2000	0.02524581874	0.021980367711099996	0.02125052088	0.015136471457	0.032759443441249994	19	100	0.19801980198019803	0.43616696471409255
