position_0based	n_pairs	observed_fraction_recent	neutral_mean_fraction_recent	neutral_median_fraction_recent	neutral_ci95_lower	neutral_ci95_upper	neutral_exceedances	n_neutral_replicates	p_upper	q_bh
0.0	2000	0.0015	0.0029900000000000005	0.003	0.001	0.005	94	100	0.9405940594059405	1.0
1000.0	2000	0.0015	0.0027900000000000004	0.003	0.001	0.0045	92	100	0.9207920792079208	1.0
2000.0	2000	0.0015	0.0032500000000000003	0.0035	0.001	0.0052624999999999955	95	100	0.9504950495049505	1.0
3000.0	2000	0.002	0.0036550000000000003	0.004	0.0012375	0.006	92	100	0.9207920792079208	1.0
4000.0	2000	0.0025	0.004164999999999999	0.0045	0.0017375000000000001	0.0065	93	100	0.9306930693069307	1.0
5000.0	2000	0.0035	0.00459	0.0045	0.002	0.0075	84	100	0.8415841584158416	0.9625805311859105
6000.0	2000	0.0035	0.0049949999999999994	0.005	0.0025	0.008	87	100	0.8712871287128713	0.9780951153040764
7000.0	2000	0.0035	0.0052899999999999996	0.0052499999999999995	0.0027375	0.009	90	100	0.900990099009901	0.9979952359436209
8000.0	2000	0.0045	0.0054849999999999986	0.0055	0.003	0.009	76	100	0.7623762376237624	0.9111703569066122
9000.0	2000	0.005	0.005619999999999998	0.0055	0.003	0.009	66	100	0.6633663366336634	0.8379011451732518
10000.0	2000	0.005	0.0057399999999999994	0.0055	0.003	0.009262499999999995	69	100	0.693069306930693	0.8597808050250502
11000.0	2000	0.005	0.00582	0.00575	0.003	0.009262499999999995	71	100	0.7128712871287128	0.8716939192085018
12000.0	2000	0.005	0.005894999999999999	0.006	0.003	0.0095	72	100	0.7227722772277227	0.879391990786863
13000.0	2000	0.005	0.005969999999999998	0.006	0.003	0.0095	73	100	0.7326732673267327	0.8867989195433704
14000.0	2000	0.005	0.006009999999999998	0.006	0.003	0.0095	73	100	0.7326732673267327	0.8867989195433704
15000.0	2000	0.005	0.0060399999999999985	0.006	0.003	0.0095	74	100	0.7425742574257426	0.8947755843182824
16000.0	2000	0.005	0.006069999999999999	0.006	0.003	0.0095	75	100	0.7524752475247525	0.9022484982311181
17000.0	2000	0.005	0.006094999999999998	0.006	0.003	0.0095	75	100	0.7524752475247525	0.9022484982311181
18000.0	2000	0.005	0.006134999999999998	0.006	0.003	0.0095	76	100	0.7623762376237624	0.9111703569066122
19000.0	2000	0.005	0.006174999999999999	0.00625	0.003	0.0095	77	100	0.7722772277227723	0.9186121419326422
20000.0	2000	0.005	0.0062	0.00625	0.003	0.0095	77	100	0.7722772277227723	0.9186121419326422
21000.0	2000	0.005	0.00626	0.0065	0.003	0.01	77	100	0.7722772277227723	0.9186121419326422
22000.0	2000	0.005	0.006305000000000001	0.0065	0.003	0.01	77	100	0.7722772277227723	0.9186121419326422
23000.0	2000	0.0055	0.00634	0.0065	0.003	0.010262499999999996	71	100	0.7128712871287128	0.8716939192085018
24000.0	2000	0.0055	0.006415	0.0065	0.0032375	0.0105	71	100	0.7128712871287128	0.8716939192085018
25000.0	2000	0.0055	0.006424999999999999	0.0065	0.0032375	0.0105	71	100	0.7128712871287128	0.8716939192085018
26000.0	2000	0.0055	0.00644	0.0065	0.0032375	0.0105	71	100	0.7128712871287128	0.8716939192085018
