region_id	start_0based	end_0based_exclusive	start_mb	end_mb	n_windows	minimum_p	maximum_observed_fraction_recent
1	75500	79500	0.0755	0.0795	4	0.04950495049504951	0.03226713952
2	250500	256500	0.2505	0.2565	6	0.039603960396039604	0.03187559762
3	774500	778500	0.7745	0.7785	4	0.04950495049504951	0.02907686819
4	798500	807500	0.7985	0.8075	9	0.0297029702970297	0.03297600506
5	1990500	1995500	1.9905	1.9955	5	0.039603960396039604	0.0320669403
6	2680500	2688500	2.6805	2.6885	8	0.0297029702970297	0.03083384468
7	2705500	2713500	2.7055	2.7135	8	0.04950495049504951	0.03244593029
8	2727500	2735500	2.7275	2.7355	8	0.039603960396039604	0.03125363729
9	2741500	2786500	2.7415	2.7865	45	0.009900990099009901	0.03432181569
10	2816500	2838500	2.8165	2.8385	22	0.019801980198019802	0.0331813957
11	2913500	2926500	2.9135	2.9265	13	0.019801980198019802	0.03090116443
12	2946500	2947500	2.9465	2.9475	1	0.04950495049504951	0.02783346856
13	2948500	2952500	2.9485	2.9525	4	0.04950495049504951	0.02848721679
14	2962500	3020500	2.9625	3.0205	58	0.009900990099009901	0.03984543832
15	3024500	3029500	3.0245	3.0295	5	0.04950495049504951	0.03432552515
16	3030500	3105500	3.0305	3.1055	75	0.019801980198019802	0.03615607193
17	3119500	3331500	3.1195	3.3315	212	0.009900990099009901	0.05438213044
18	3332500	3335500	3.3325	3.3355	3	0.04950495049504951	0.02979774774
19	3350500	3415500	3.3505	3.4155	65	0.009900990099009901	0.04082070506
20	3427500	3468500	3.4275	3.4685	41	0.009900990099009901	0.03880513619
21	3574500	3582500	3.5745	3.5825	8	0.0297029702970297	0.03192100219
22	3608500	3617500	3.6085	3.6175	9	0.0297029702970297	0.03625733523
23	3621500	3622500	3.6215	3.6225	1	0.04950495049504951	0.03423949915
24	3817500	3826500	3.8175	3.8265	9	0.04950495049504951	0.03383934189
25	3855500	3888500	3.8555	3.8885	33	0.019801980198019802	0.03468132584
26	3893500	3897500	3.8935	3.8975	4	0.04950495049504951	0.03294469234
27	3919500	3923500	3.9195	3.9235	4	0.04950495049504951	0.03396853189
28	3924500	5355500	3.9245	5.3555	1431	0.009900990099009901	0.07973221712
29	5480500	5508500	5.4805	5.5085	28	0.019801980198019802	0.03124408678
30	5521500	5540500	5.5215	5.5405	19	0.019801980198019802	0.03545348635
31	5543500	5616500	5.5435	5.6165	73	0.009900990099009901	0.04375081606
32	5828500	5837500	5.8285	5.8375	9	0.019801980198019802	0.03456556183
33	5915500	5919500	5.9155	5.9195	4	0.04950495049504951	0.03668870697
34	5938500	5940500	5.9385	5.9405	2	0.04950495049504951	0.03328479454
35	5981500	6026500	5.9815	6.0265	45	0.009900990099009901	0.04158229355
36	6084500	6085500	6.0845	6.0855	1	0.04950495049504951	0.03021605495
37	6147500	6156500	6.1475	6.1565	9	0.0297029702970297	0.03386245921
38	6221500	6227500	6.2215	6.2275	6	0.039603960396039604	0.03073017193
39	6417500	6424500	6.4175	6.4245	7	0.0297029702970297	0.03145469734
40	6579500	6585500	6.5795	6.5855	6	0.0297029702970297	0.03373123777
41	6589500	6591500	6.5895	6.5915	2	0.039603960396039604	0.0331129077
42	7217500	7224500	7.2175	7.2245	7	0.0297029702970297	0.02962900752
43	7247500	7250500	7.2475	7.2505	3	0.039603960396039604	0.0294867796
44	7663500	7664500	7.6635	7.6645	1	0.04950495049504951	0.02878772313
45	7665500	7684500	7.6655	7.6845	19	0.009900990099009901	0.03788908202
46	7784500	7826500	7.7845	7.8265	42	0.009900990099009901	0.04372928049
47	7828500	7834500	7.8285	7.8345	6	0.04950495049504951	0.03472741555
48	8588500	8592500	8.5885	8.5925	4	0.0297029702970297	0.03071363372
49	9112500	9119500	9.1125	9.1195	7	0.039603960396039604	0.03007263994
50	9260500	9298500	9.2605	9.2985	38	0.009900990099009901	0.03570193395
51	9320500	9325500	9.3205	9.3255	5	0.04950495049504951	0.02942316173
52	9450500	9474500	9.4505	9.4745	24	0.009900990099009901	0.03699900514
53	9873500	9909500	9.8735	9.9095	36	0.019801980198019802	0.03546958721
54	9919500	9920500	9.9195	9.9205	1	0.04950495049504951	0.02726335576
