# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	54
2	3
8	9
12	13
16	17
18	19
24	25
26	27
32	33
34	35
36	37
38	39
40	41
42	43
44	45
48	49
52	53
54	55
56	57
58	59
68	69
72	73
74	75
88	89
92	93
96	97
98	99
104	105
108	109
114	115
118	119
120	121
122	123
124	125
132	133
134	135
140	141
142	143
146	147
156	157
162	163
164	165
166	167
168	169
170	171
176	177
178	179
180	181
182	183
186	187
188	189
190	191
192	193
196	197
198	199
