# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	22
10	11
14	15
22	23
28	29
30	31
60	61
66	67
70	71
78	79
84	85
86	87
90	91
102	103
126	127
136	137
138	139
150	151
152	153
160	161
174	175
184	185
194	195
