# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	45
10	11
12	13
14	15
16	17
22	23
24	25
26	27
34	35
38	39
44	45
50	51
54	55
56	57
58	59
62	63
70	71
74	75
78	79
80	81
82	83
88	89
90	91
92	93
96	97
98	99
112	113
114	115
122	123
124	125
126	127
128	129
134	135
140	141
144	145
148	149
164	165
170	171
174	175
176	177
178	179
180	181
186	187
188	189
190	191
198	199
