attempt_zero_based	seed	status	timeout_seconds	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	elapsed_seconds	accepted	rejection_reason	error	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	555800639	complete	300.0	41.0	0.041	175.0	225.0	False	0.0						185.0478019960001	False	candidate_pool_af_outside_prespecified_band		555800639	1102540969	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	8b27dab891e638fa0a5e158c787be176ceb61e73fa246534b75c36f47eff97ae	complete	442	{'pid': 442, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312741}	1786658033651353916	508	508	508	{'pid': 508, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313647}	True	525	{'pid': 525, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 313654}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_000_seed_555800639_q63485fm	True	True	True	183.7163193450001	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	309141488	complete	300.0	74.0	0.074	175.0	225.0	False	0.0						234.050001393	False	candidate_pool_af_outside_prespecified_band		309141488	1857994777	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	76efbd72724964f3ae0bea2b122177e701564f8b59b3a23bd098352c551530bf	complete	442	{'pid': 442, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312741}	1786658219022444840	653	653	653	{'pid': 653, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 332184}	True	654	{'pid': 654, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 332194}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_001_seed_309141488__rq7dfdj	True	True	True	231.94634338600008	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
2	987112471	timed_out	300.0												305.25219538300007	False	draw_timeout	SLiM draw exceeded 300.000 wall-clock seconds	987112471	1006505222	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	7054594796f45bb9a204887a1e2c64cf58aaf982ef605d9f2e1a22e31a92a81c	timed_out	442	{'pid': 442, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312741}	1786658453244080663	833	833	833	{'pid': 833, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 355606}	True	834	{'pid': 834, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 355613}	True	300.0	5.0	True	True	True	1	True	.han_v3_attempt_002_seed_987112471_4zrjypw8	False	False	True	305.0199978810001	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
