source,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6
decoded,30000,0.001,10000,1,10,neutral,0.0,0.001,0.0,0.0,0.0,0.0,0.002
decoded,30000,0.001,10000,1,10,selected,0.0,0.01,0.0,0.01,0.0,0.0,0.0
decoded,30000,0.001,10000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,10000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,20000,0,1,neutral,0.002,0.002,0.008,0.012,0.031,0.062,0.175
decoded,30000,0.001,20000,0,1,selected,0.14,0.01,0.02,0.04,0.03,0.08,0.13
decoded,30000,0.001,20000,0,3,neutral,0.001,0.001,0.002,0.004,0.006,0.005,0.03
decoded,30000,0.001,20000,0,3,selected,0.06,0.0,0.0,0.02,0.0,0.01,0.01
decoded,30000,0.001,20000,0,5,neutral,0.0,0.001,0.0,0.0,0.0,0.001,0.002
decoded,30000,0.001,20000,0,5,selected,0.01,0.0,0.0,0.01,0.0,0.0,0.0
decoded,30000,0.001,20000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,20000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,20000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,20000,1,1,neutral,0.002,0.002,0.008,0.012,0.03,0.056,0.168
decoded,30000,0.001,20000,1,1,selected,0.13,0.01,0.02,0.04,0.03,0.07,0.13
decoded,30000,0.001,20000,1,3,neutral,0.001,0.001,0.002,0.004,0.006,0.007,0.031
decoded,30000,0.001,20000,1,3,selected,0.07,0.0,0.0,0.02,0.0,0.01,0.01
decoded,30000,0.001,20000,1,5,neutral,0.0,0.001,0.0,0.0,0.0,0.002,0.002
decoded,30000,0.001,20000,1,5,selected,0.01,0.0,0.0,0.01,0.0,0.0,0.0
decoded,30000,0.001,20000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,20000,1,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,20000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,0,1,neutral,0.001,0.001,0.006,0.008,0.016,0.033,0.101
decoded,30000,0.001,50000,0,1,selected,0.07,0.07,0.0,0.03,0.0,0.04,0.1
decoded,30000,0.001,50000,0,3,neutral,0.0,0.0,0.0,0.0,0.0,0.002,0.001
decoded,30000,0.001,50000,0,3,selected,0.0,0.0,0.0,0.01,0.0,0.0,0.0
decoded,30000,0.001,50000,0,5,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,0,5,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,1,1,neutral,0.001,0.001,0.006,0.008,0.016,0.033,0.1
decoded,30000,0.001,50000,1,1,selected,0.07,0.07,0.0,0.03,0.0,0.04,0.1
decoded,30000,0.001,50000,1,3,neutral,0.0,0.0,0.0,0.0,0.0,0.002,0.001
decoded,30000,0.001,50000,1,3,selected,0.0,0.0,0.0,0.01,0.0,0.0,0.0
decoded,30000,0.001,50000,1,5,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,1,5,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,1,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,10000,0,1,neutral,0.019,0.025,0.073,0.144,0.266,0.526,1.562
decoded,30000,0.01,10000,0,1,selected,0.42,0.18,0.28,0.2,0.25,0.5,1.48
decoded,30000,0.01,10000,0,3,neutral,0.013,0.016,0.043,0.085,0.16,0.307,0.918
decoded,30000,0.01,10000,0,3,selected,0.32,0.13,0.13,0.11,0.12,0.3,0.8
decoded,30000,0.01,10000,0,5,neutral,0.008,0.008,0.016,0.038,0.077,0.144,0.496
decoded,30000,0.01,10000,0,5,selected,0.25,0.05,0.05,0.05,0.04,0.15,0.32
decoded,30000,0.01,10000,0,10,neutral,0.003,0.002,0.007,0.004,0.012,0.027,0.081
decoded,30000,0.01,10000,0,10,selected,0.14,0.04,0.01,0.01,0.01,0.01,0.05
decoded,30000,0.01,10000,0,20,neutral,0.0,0.001,0.001,0.0,0.0,0.003,0.003
decoded,30000,0.01,10000,0,20,selected,0.03,0.01,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,10000,1,1,neutral,0.017,0.022,0.067,0.137,0.248,0.488,1.425
decoded,30000,0.01,10000,1,1,selected,0.39,0.17,0.24,0.17,0.23,0.44,1.4
decoded,30000,0.01,10000,1,3,neutral,0.013,0.014,0.041,0.084,0.159,0.307,0.909
decoded,30000,0.01,10000,1,3,selected,0.32,0.12,0.12,0.11,0.12,0.33,0.8
decoded,30000,0.01,10000,1,5,neutral,0.009,0.007,0.017,0.039,0.079,0.152,0.516
decoded,30000,0.01,10000,1,5,selected,0.25,0.05,0.05,0.08,0.04,0.15,0.33
decoded,30000,0.01,10000,1,10,neutral,0.004,0.001,0.009,0.005,0.015,0.031,0.098
decoded,30000,0.01,10000,1,10,selected,0.14,0.04,0.01,0.01,0.01,0.01,0.06
decoded,30000,0.01,10000,1,20,neutral,0.0,0.001,0.001,0.0,0.0,0.003,0.007
decoded,30000,0.01,10000,1,20,selected,0.03,0.01,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,20000,0,1,neutral,0.018,0.013,0.065,0.113,0.231,0.44,1.315
decoded,30000,0.01,20000,0,1,selected,0.39,0.12,0.26,0.15,0.22,0.4,1.2
decoded,30000,0.01,20000,0,3,neutral,0.009,0.005,0.016,0.029,0.071,0.121,0.426
decoded,30000,0.01,20000,0,3,selected,0.22,0.02,0.08,0.05,0.04,0.14,0.27
decoded,30000,0.01,20000,0,5,neutral,0.004,0.002,0.009,0.003,0.02,0.034,0.108
decoded,30000,0.01,20000,0,5,selected,0.15,0.02,0.03,0.01,0.02,0.01,0.07
decoded,30000,0.01,20000,0,10,neutral,0.0,0.001,0.001,0.0,0.001,0.002,0.004
decoded,30000,0.01,20000,0,10,selected,0.05,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,20000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,20000,1,1,neutral,0.018,0.012,0.062,0.11,0.218,0.416,1.217
decoded,30000,0.01,20000,1,1,selected,0.38,0.1,0.21,0.14,0.18,0.35,1.13
decoded,30000,0.01,20000,1,3,neutral,0.01,0.004,0.016,0.031,0.073,0.13,0.447
decoded,30000,0.01,20000,1,3,selected,0.24,0.02,0.07,0.06,0.05,0.14,0.29
decoded,30000,0.01,20000,1,5,neutral,0.005,0.001,0.009,0.003,0.023,0.039,0.128
decoded,30000,0.01,20000,1,5,selected,0.15,0.02,0.04,0.01,0.02,0.02,0.09
decoded,30000,0.01,20000,1,10,neutral,0.001,0.001,0.001,0.0,0.001,0.003,0.009
decoded,30000,0.01,20000,1,10,selected,0.06,0.0,0.0,0.0,0.0,0.0,0.01
decoded,30000,0.01,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,20000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,50000,0,1,neutral,0.007,0.012,0.045,0.079,0.16,0.294,0.898
decoded,30000,0.01,50000,0,1,selected,0.22,0.15,0.13,0.09,0.1,0.27,0.84
decoded,30000,0.01,50000,0,3,neutral,0.0,0.002,0.004,0.001,0.007,0.019,0.062
decoded,30000,0.01,50000,0,3,selected,0.03,0.08,0.03,0.02,0.0,0.02,0.03
decoded,30000,0.01,50000,0,5,neutral,0.0,0.0,0.001,0.0,0.0,0.001,0.002
decoded,30000,0.01,50000,0,5,selected,0.01,0.04,0.0,0.0,0.0,0.0,0.01
decoded,30000,0.01,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,50000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,50000,1,1,neutral,0.007,0.012,0.043,0.076,0.156,0.288,0.866
decoded,30000,0.01,50000,1,1,selected,0.21,0.14,0.12,0.09,0.1,0.24,0.8
decoded,30000,0.01,50000,1,3,neutral,0.001,0.002,0.004,0.002,0.008,0.023,0.077
decoded,30000,0.01,50000,1,3,selected,0.03,0.08,0.03,0.02,0.0,0.03,0.04
decoded,30000,0.01,50000,1,5,neutral,0.0,0.0,0.002,0.0,0.0,0.001,0.002
decoded,30000,0.01,50000,1,5,selected,0.01,0.04,0.0,0.0,0.0,0.0,0.01
decoded,30000,0.01,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,50000,1,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.01,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.05,10000,0,1,neutral,0.095,0.115,0.328,0.608,1.084,2.122,6.344
decoded,30000,0.05,10000,0,1,selected,0.64,0.35,0.54,0.54,0.89,1.95,6.43
decoded,30000,0.05,10000,0,3,neutral,0.065,0.063,0.216,0.368,0.705,1.401,4.164
decoded,30000,0.05,10000,0,3,selected,0.53,0.24,0.32,0.38,0.56,1.17,4.03
decoded,30000,0.05,10000,0,5,neutral,0.039,0.037,0.121,0.205,0.415,0.826,2.408
decoded,30000,0.05,10000,0,5,selected,0.45,0.2,0.21,0.23,0.33,0.65,2.25
decoded,30000,0.05,10000,0,10,neutral,0.011,0.007,0.033,0.042,0.107,0.219,0.672
decoded,30000,0.05,10000,0,10,selected,0.29,0.09,0.11,0.09,0.06,0.16,0.57
decoded,30000,0.05,10000,0,20,neutral,0.004,0.001,0.002,0.0,0.012,0.03,0.095
decoded,30000,0.05,10000,0,20,selected,0.1,0.04,0.04,0.02,0.03,0.02,0.05
decoded,30000,0.05,10000,1,1,neutral,0.083,0.098,0.301,0.559,0.987,1.926,5.762
decoded,30000,0.05,10000,1,1,selected,0.61,0.24,0.47,0.49,0.83,1.8,5.77
decoded,30000,0.05,10000,1,3,neutral,0.065,0.058,0.213,0.36,0.687,1.371,4.066
decoded,30000,0.05,10000,1,3,selected,0.52,0.18,0.32,0.39,0.55,1.17,3.91
decoded,30000,0.05,10000,1,5,neutral,0.043,0.038,0.133,0.206,0.427,0.833,2.447
decoded,30000,0.05,10000,1,5,selected,0.46,0.16,0.22,0.23,0.35,0.66,2.34
decoded,30000,0.05,10000,1,10,neutral,0.013,0.007,0.035,0.045,0.118,0.246,0.745
decoded,30000,0.05,10000,1,10,selected,0.31,0.09,0.11,0.09,0.07,0.17,0.65
decoded,30000,0.05,10000,1,20,neutral,0.005,0.002,0.002,0.004,0.018,0.033,0.115
decoded,30000,0.05,10000,1,20,selected,0.11,0.06,0.04,0.02,0.03,0.02,0.06
decoded,30000,0.05,20000,0,1,neutral,0.092,0.071,0.309,0.482,0.928,1.813,5.44
decoded,30000,0.05,20000,0,1,selected,0.62,0.2,0.47,0.46,0.82,1.63,5.5
decoded,30000,0.05,20000,0,3,neutral,0.044,0.025,0.12,0.168,0.374,0.74,2.167
decoded,30000,0.05,20000,0,3,selected,0.47,0.14,0.24,0.16,0.32,0.58,2.02
decoded,30000,0.05,20000,0,5,neutral,0.015,0.006,0.042,0.048,0.132,0.264,0.825
decoded,30000,0.05,20000,0,5,selected,0.31,0.05,0.15,0.09,0.09,0.18,0.79
decoded,30000,0.05,20000,0,10,neutral,0.006,0.001,0.002,0.001,0.016,0.036,0.113
decoded,30000,0.05,20000,0,10,selected,0.13,0.02,0.08,0.01,0.03,0.04,0.06
decoded,30000,0.05,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.001,0.001,0.002
decoded,30000,0.05,20000,0,20,selected,0.01,0.0,0.0,0.01,0.01,0.0,0.0
decoded,30000,0.05,20000,1,1,neutral,0.083,0.062,0.283,0.439,0.848,1.676,4.981
decoded,30000,0.05,20000,1,1,selected,0.55,0.15,0.4,0.42,0.74,1.57,5.02
decoded,30000,0.05,20000,1,3,neutral,0.046,0.025,0.122,0.17,0.375,0.745,2.199
decoded,30000,0.05,20000,1,3,selected,0.46,0.11,0.25,0.19,0.32,0.58,2.13
decoded,30000,0.05,20000,1,5,neutral,0.02,0.007,0.041,0.058,0.157,0.297,0.906
decoded,30000,0.05,20000,1,5,selected,0.33,0.05,0.15,0.1,0.1,0.21,0.86
decoded,30000,0.05,20000,1,10,neutral,0.007,0.001,0.006,0.004,0.023,0.045,0.147
decoded,30000,0.05,20000,1,10,selected,0.13,0.02,0.09,0.01,0.03,0.04,0.09
decoded,30000,0.05,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.001,0.005,0.004
decoded,30000,0.05,20000,1,20,selected,0.01,0.0,0.0,0.01,0.01,0.0,0.0
decoded,30000,0.05,50000,0,1,neutral,0.039,0.064,0.197,0.345,0.652,1.309,3.935
decoded,30000,0.05,50000,0,1,selected,0.39,0.2,0.31,0.37,0.58,1.18,3.8
decoded,30000,0.05,50000,0,3,neutral,0.007,0.007,0.019,0.028,0.082,0.153,0.467
decoded,30000,0.05,50000,0,3,selected,0.19,0.12,0.09,0.08,0.04,0.13,0.45
decoded,30000,0.05,50000,0,5,neutral,0.001,0.002,0.006,0.004,0.012,0.03,0.073
decoded,30000,0.05,50000,0,5,selected,0.03,0.07,0.05,0.03,0.02,0.01,0.06
decoded,30000,0.05,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.001,0.003,0.0
decoded,30000,0.05,50000,0,10,selected,0.0,0.0,0.0,0.01,0.0,0.01,0.0
decoded,30000,0.05,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.05,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.05,50000,1,1,neutral,0.036,0.061,0.178,0.313,0.59,1.211,3.645
decoded,30000,0.05,50000,1,1,selected,0.39,0.19,0.21,0.32,0.54,1.12,3.61
decoded,30000,0.05,50000,1,3,neutral,0.009,0.008,0.02,0.036,0.097,0.183,0.559
decoded,30000,0.05,50000,1,3,selected,0.21,0.13,0.07,0.07,0.04,0.14,0.52
decoded,30000,0.05,50000,1,5,neutral,0.001,0.004,0.007,0.007,0.019,0.038,0.108
decoded,30000,0.05,50000,1,5,selected,0.05,0.09,0.05,0.03,0.02,0.02,0.08
decoded,30000,0.05,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.001,0.003,0.003
decoded,30000,0.05,50000,1,10,selected,0.0,0.0,0.0,0.01,0.0,0.01,0.0
decoded,30000,0.05,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.05,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,10000,0,1,neutral,0.005,0.004,0.016,0.03,0.04,0.092,0.256
decoded,40000,0.001,10000,0,1,selected,0.14,0.04,0.03,0.02,0.03,0.1,0.19
decoded,40000,0.001,10000,0,3,neutral,0.002,0.001,0.005,0.005,0.015,0.032,0.09
decoded,40000,0.001,10000,0,3,selected,0.11,0.0,0.0,0.02,0.02,0.04,0.05
decoded,40000,0.001,10000,0,5,neutral,0.0,0.001,0.001,0.0,0.004,0.008,0.022
decoded,40000,0.001,10000,0,5,selected,0.07,0.0,0.0,0.01,0.0,0.0,0.01
decoded,40000,0.001,10000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.001
decoded,40000,0.001,10000,0,10,selected,0.0,0.0,0.0,0.01,0.0,0.0,0.0
decoded,40000,0.001,10000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,10000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,10000,1,1,neutral,0.004,0.004,0.014,0.024,0.037,0.086,0.242
decoded,40000,0.001,10000,1,1,selected,0.14,0.02,0.03,0.02,0.03,0.09,0.18
decoded,40000,0.001,10000,1,3,neutral,0.002,0.001,0.005,0.006,0.015,0.033,0.093
decoded,40000,0.001,10000,1,3,selected,0.11,0.0,0.0,0.02,0.02,0.05,0.06
decoded,40000,0.001,10000,1,5,neutral,0.0,0.001,0.001,0.0,0.005,0.008,0.023
decoded,40000,0.001,10000,1,5,selected,0.07,0.0,0.0,0.01,0.0,0.0,0.01
decoded,40000,0.001,10000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.001,0.002
decoded,40000,0.001,10000,1,10,selected,0.0,0.0,0.0,0.01,0.0,0.0,0.0
decoded,40000,0.001,10000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,10000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,20000,0,1,neutral,0.003,0.002,0.01,0.02,0.032,0.067,0.189
decoded,40000,0.001,20000,0,1,selected,0.13,0.0,0.02,0.02,0.03,0.07,0.17
decoded,40000,0.001,20000,0,3,neutral,0.001,0.001,0.0,0.001,0.003,0.008,0.023
decoded,40000,0.001,20000,0,3,selected,0.05,0.0,0.0,0.01,0.0,0.0,0.0
decoded,40000,0.001,20000,0,5,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.003
decoded,40000,0.001,20000,0,5,selected,0.0,0.0,0.0,0.01,0.0,0.0,0.0
decoded,40000,0.001,20000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,20000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,20000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,20000,1,1,neutral,0.003,0.002,0.01,0.02,0.03,0.059,0.185
decoded,40000,0.001,20000,1,1,selected,0.13,0.0,0.02,0.02,0.03,0.07,0.16
decoded,40000,0.001,20000,1,3,neutral,0.001,0.001,0.0,0.001,0.005,0.009,0.024
decoded,40000,0.001,20000,1,3,selected,0.05,0.0,0.0,0.01,0.0,0.0,0.0
decoded,40000,0.001,20000,1,5,neutral,0.0,0.0,0.0,0.0,0.0,0.003,0.003
decoded,40000,0.001,20000,1,5,selected,0.0,0.0,0.0,0.01,0.0,0.0,0.0
decoded,40000,0.001,20000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,20000,1,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,20000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,0,1,neutral,0.001,0.002,0.006,0.009,0.018,0.031,0.106
decoded,40000,0.001,50000,0,1,selected,0.08,0.08,0.01,0.03,0.01,0.03,0.08
decoded,40000,0.001,50000,0,3,neutral,0.0,0.0,0.0,0.0,0.001,0.002,0.0
decoded,40000,0.001,50000,0,3,selected,0.0,0.0,0.0,0.01,0.0,0.01,0.0
decoded,40000,0.001,50000,0,5,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,0,5,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,1,1,neutral,0.001,0.002,0.006,0.009,0.018,0.031,0.105
decoded,40000,0.001,50000,1,1,selected,0.08,0.08,0.01,0.03,0.01,0.03,0.08
decoded,40000,0.001,50000,1,3,neutral,0.0,0.0,0.0,0.0,0.001,0.002,0.0
decoded,40000,0.001,50000,1,3,selected,0.0,0.0,0.0,0.01,0.0,0.01,0.0
decoded,40000,0.001,50000,1,5,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,1,5,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,1,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.001,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,10000,0,1,neutral,0.022,0.03,0.084,0.167,0.324,0.611,1.767
decoded,40000,0.01,10000,0,1,selected,0.44,0.11,0.18,0.19,0.3,0.64,1.59
decoded,40000,0.01,10000,0,3,neutral,0.01,0.018,0.046,0.081,0.15,0.316,0.938
decoded,40000,0.01,10000,0,3,selected,0.41,0.05,0.09,0.12,0.14,0.39,0.76
decoded,40000,0.01,10000,0,5,neutral,0.004,0.009,0.019,0.033,0.062,0.131,0.415
decoded,40000,0.01,10000,0,5,selected,0.27,0.02,0.03,0.06,0.04,0.16,0.31
decoded,40000,0.01,10000,0,10,neutral,0.002,0.002,0.005,0.005,0.008,0.02,0.074
decoded,40000,0.01,10000,0,10,selected,0.14,0.01,0.02,0.02,0.01,0.01,0.03
decoded,40000,0.01,10000,0,20,neutral,0.0,0.001,0.0,0.0,0.0,0.001,0.0
decoded,40000,0.01,10000,0,20,selected,0.04,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,10000,1,1,neutral,0.022,0.028,0.08,0.158,0.3,0.567,1.641
decoded,40000,0.01,10000,1,1,selected,0.43,0.09,0.17,0.17,0.3,0.57,1.47
decoded,40000,0.01,10000,1,3,neutral,0.01,0.018,0.044,0.083,0.157,0.311,0.94
decoded,40000,0.01,10000,1,3,selected,0.41,0.04,0.09,0.12,0.14,0.39,0.77
decoded,40000,0.01,10000,1,5,neutral,0.005,0.008,0.02,0.036,0.063,0.138,0.436
decoded,40000,0.01,10000,1,5,selected,0.27,0.02,0.02,0.06,0.04,0.18,0.32
decoded,40000,0.01,10000,1,10,neutral,0.003,0.001,0.006,0.005,0.009,0.025,0.081
decoded,40000,0.01,10000,1,10,selected,0.14,0.01,0.02,0.03,0.01,0.01,0.04
decoded,40000,0.01,10000,1,20,neutral,0.0,0.001,0.0,0.0,0.0,0.001,0.001
decoded,40000,0.01,10000,1,20,selected,0.04,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,20000,0,1,neutral,0.024,0.019,0.075,0.132,0.26,0.505,1.484
decoded,40000,0.01,20000,0,1,selected,0.44,0.07,0.18,0.14,0.3,0.56,1.31
decoded,40000,0.01,20000,0,3,neutral,0.006,0.005,0.014,0.03,0.052,0.11,0.367
decoded,40000,0.01,20000,0,3,selected,0.25,0.01,0.03,0.06,0.04,0.14,0.29
decoded,40000,0.01,20000,0,5,neutral,0.003,0.001,0.007,0.006,0.014,0.029,0.099
decoded,40000,0.01,20000,0,5,selected,0.17,0.01,0.03,0.02,0.01,0.01,0.04
decoded,40000,0.01,20000,0,10,neutral,0.0,0.001,0.0,0.0,0.0,0.001,0.0
decoded,40000,0.01,20000,0,10,selected,0.05,0.0,0.0,0.01,0.0,0.0,0.0
decoded,40000,0.01,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,20000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,20000,1,1,neutral,0.023,0.019,0.072,0.127,0.245,0.478,1.393
decoded,40000,0.01,20000,1,1,selected,0.42,0.06,0.16,0.13,0.28,0.51,1.25
decoded,40000,0.01,20000,1,3,neutral,0.006,0.005,0.016,0.031,0.056,0.121,0.38
decoded,40000,0.01,20000,1,3,selected,0.27,0.01,0.04,0.06,0.05,0.14,0.31
decoded,40000,0.01,20000,1,5,neutral,0.003,0.001,0.007,0.006,0.016,0.035,0.116
decoded,40000,0.01,20000,1,5,selected,0.18,0.01,0.03,0.02,0.01,0.01,0.05
decoded,40000,0.01,20000,1,10,neutral,0.0,0.001,0.0,0.0,0.0,0.001,0.002
decoded,40000,0.01,20000,1,10,selected,0.05,0.0,0.0,0.01,0.0,0.0,0.0
decoded,40000,0.01,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,20000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,0,1,neutral,0.008,0.013,0.048,0.079,0.166,0.31,0.963
decoded,40000,0.01,50000,0,1,selected,0.28,0.1,0.13,0.12,0.13,0.33,0.83
decoded,40000,0.01,50000,0,3,neutral,0.0,0.001,0.003,0.001,0.007,0.015,0.042
decoded,40000,0.01,50000,0,3,selected,0.05,0.04,0.02,0.02,0.01,0.01,0.01
decoded,40000,0.01,50000,0,5,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.001
decoded,40000,0.01,50000,0,5,selected,0.01,0.01,0.01,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,1,1,neutral,0.008,0.012,0.042,0.078,0.162,0.297,0.934
decoded,40000,0.01,50000,1,1,selected,0.28,0.09,0.09,0.11,0.13,0.32,0.79
decoded,40000,0.01,50000,1,3,neutral,0.002,0.002,0.004,0.002,0.008,0.02,0.052
decoded,40000,0.01,50000,1,3,selected,0.05,0.05,0.02,0.02,0.01,0.01,0.03
decoded,40000,0.01,50000,1,5,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.002
decoded,40000,0.01,50000,1,5,selected,0.01,0.01,0.01,0.0,0.0,0.0,0.0
decoded,40000,0.01,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
