source,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6
decoded,10000,0.01,20000,1,5,selected,0.1,0.07,0.13,0.07,0.08,0.04,0.35
decoded,10000,0.01,20000,1,10,neutral,0.001,0.001,0.002,0.004,0.007,0.013,0.041
decoded,10000,0.01,20000,1,10,selected,0.04,0.01,0.07,0.02,0.0,0.0,0.09
decoded,10000,0.01,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.001
decoded,10000,0.01,20000,1,20,selected,0.01,0.0,0.0,0.01,0.0,0.0,0.01
decoded,10000,0.01,50000,0,1,neutral,0.004,0.013,0.031,0.046,0.105,0.192,0.622
decoded,10000,0.01,50000,0,1,selected,0.09,0.12,0.25,0.13,0.12,0.1,0.79
decoded,10000,0.01,50000,0,3,neutral,0.0,0.005,0.007,0.013,0.031,0.052,0.145
decoded,10000,0.01,50000,0,3,selected,0.05,0.05,0.1,0.07,0.05,0.03,0.19
decoded,10000,0.01,50000,0,5,neutral,0.0,0.001,0.002,0.001,0.003,0.004,0.019
decoded,10000,0.01,50000,0,5,selected,0.02,0.03,0.05,0.01,0.0,0.0,0.08
decoded,10000,0.01,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.001
decoded,10000,0.01,50000,0,10,selected,0.0,0.01,0.0,0.0,0.0,0.0,0.01
decoded,10000,0.01,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.01,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.01,50000,1,1,neutral,0.004,0.012,0.031,0.045,0.102,0.189,0.599
decoded,10000,0.01,50000,1,1,selected,0.08,0.11,0.22,0.11,0.11,0.1,0.77
decoded,10000,0.01,50000,1,3,neutral,0.0,0.005,0.007,0.013,0.031,0.053,0.153
decoded,10000,0.01,50000,1,3,selected,0.06,0.05,0.09,0.05,0.05,0.03,0.19
decoded,10000,0.01,50000,1,5,neutral,0.0,0.001,0.002,0.002,0.004,0.005,0.021
decoded,10000,0.01,50000,1,5,selected,0.03,0.04,0.05,0.02,0.01,0.0,0.08
decoded,10000,0.01,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.002
decoded,10000,0.01,50000,1,10,selected,0.0,0.02,0.0,0.0,0.0,0.0,0.01
decoded,10000,0.01,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.01,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.05,10000,0,1,neutral,0.064,0.058,0.197,0.323,0.675,1.348,4.022
decoded,10000,0.05,10000,0,1,selected,0.42,0.34,0.43,0.45,0.57,1.27,4.43
decoded,10000,0.05,10000,0,3,neutral,0.049,0.04,0.136,0.241,0.458,0.905,2.728
decoded,10000,0.05,10000,0,3,selected,0.33,0.24,0.35,0.28,0.38,0.91,2.95
decoded,10000,0.05,10000,0,5,neutral,0.039,0.028,0.104,0.187,0.342,0.71,2.167
decoded,10000,0.05,10000,0,5,selected,0.27,0.19,0.3,0.27,0.33,0.7,2.47
decoded,10000,0.05,10000,0,10,neutral,0.023,0.016,0.057,0.109,0.202,0.418,1.248
decoded,10000,0.05,10000,0,10,selected,0.21,0.15,0.22,0.18,0.22,0.35,1.52
decoded,10000,0.05,10000,0,20,neutral,0.006,0.003,0.011,0.024,0.047,0.086,0.254
decoded,10000,0.05,10000,0,20,selected,0.09,0.07,0.12,0.06,0.04,0.04,0.31
decoded,10000,0.05,10000,1,1,neutral,0.063,0.053,0.174,0.291,0.597,1.191,3.591
decoded,10000,0.05,10000,1,1,selected,0.39,0.29,0.41,0.4,0.54,1.1,3.95
decoded,10000,0.05,10000,1,3,neutral,0.048,0.041,0.135,0.231,0.446,0.884,2.658
decoded,10000,0.05,10000,1,3,selected,0.31,0.22,0.34,0.27,0.37,0.86,2.86
decoded,10000,0.05,10000,1,5,neutral,0.038,0.03,0.106,0.191,0.343,0.712,2.162
decoded,10000,0.05,10000,1,5,selected,0.26,0.18,0.31,0.26,0.33,0.72,2.46
decoded,10000,0.05,10000,1,10,neutral,0.024,0.016,0.058,0.112,0.21,0.443,1.279
decoded,10000,0.05,10000,1,10,selected,0.23,0.14,0.22,0.17,0.22,0.37,1.55
decoded,10000,0.05,10000,1,20,neutral,0.007,0.003,0.012,0.025,0.051,0.092,0.288
decoded,10000,0.05,10000,1,20,selected,0.1,0.08,0.12,0.05,0.04,0.05,0.34
decoded,10000,0.05,20000,0,1,neutral,0.06,0.043,0.183,0.26,0.582,1.14,3.409
decoded,10000,0.05,20000,0,1,selected,0.37,0.25,0.45,0.34,0.53,1.09,3.68
decoded,10000,0.05,20000,0,3,neutral,0.038,0.027,0.11,0.169,0.332,0.681,2.081
decoded,10000,0.05,20000,0,3,selected,0.26,0.18,0.36,0.2,0.34,0.68,2.26
decoded,10000,0.05,20000,0,5,neutral,0.024,0.015,0.071,0.109,0.223,0.457,1.37
decoded,10000,0.05,20000,0,5,selected,0.23,0.15,0.25,0.17,0.23,0.42,1.57
decoded,10000,0.05,20000,0,10,neutral,0.005,0.004,0.013,0.026,0.05,0.097,0.295
decoded,10000,0.05,20000,0,10,selected,0.09,0.05,0.15,0.05,0.05,0.04,0.32
decoded,10000,0.05,20000,0,20,neutral,0.0,0.0,0.001,0.001,0.006,0.004,0.014
decoded,10000,0.05,20000,0,20,selected,0.02,0.02,0.04,0.01,0.02,0.0,0.02
decoded,10000,0.05,20000,1,1,neutral,0.055,0.039,0.159,0.233,0.512,1.018,3.103
decoded,10000,0.05,20000,1,1,selected,0.34,0.21,0.39,0.29,0.48,1.0,3.29
decoded,10000,0.05,20000,1,3,neutral,0.04,0.026,0.105,0.17,0.337,0.683,2.066
decoded,10000,0.05,20000,1,3,selected,0.27,0.17,0.32,0.17,0.34,0.69,2.29
decoded,10000,0.05,20000,1,5,neutral,0.025,0.016,0.069,0.112,0.228,0.467,1.389
decoded,10000,0.05,20000,1,5,selected,0.22,0.14,0.24,0.16,0.23,0.44,1.58
decoded,10000,0.05,20000,1,10,neutral,0.007,0.004,0.014,0.029,0.056,0.108,0.336
decoded,10000,0.05,20000,1,10,selected,0.09,0.07,0.17,0.04,0.05,0.05,0.39
decoded,10000,0.05,20000,1,20,neutral,0.001,0.0,0.001,0.002,0.006,0.006,0.024
decoded,10000,0.05,20000,1,20,selected,0.02,0.03,0.04,0.01,0.02,0.0,0.02
decoded,10000,0.05,50000,0,1,neutral,0.017,0.048,0.133,0.212,0.434,0.872,2.646
decoded,10000,0.05,50000,0,1,selected,0.22,0.23,0.38,0.26,0.42,0.9,2.9
decoded,10000,0.05,50000,0,3,neutral,0.007,0.017,0.044,0.071,0.146,0.28,0.875
decoded,10000,0.05,50000,0,3,selected,0.14,0.14,0.23,0.1,0.17,0.19,0.99
decoded,10000,0.05,50000,0,5,neutral,0.001,0.004,0.009,0.019,0.035,0.077,0.207
decoded,10000,0.05,50000,0,5,selected,0.05,0.06,0.14,0.05,0.04,0.05,0.27
decoded,10000,0.05,50000,0,10,neutral,0.0,0.001,0.001,0.0,0.001,0.004,0.007
decoded,10000,0.05,50000,0,10,selected,0.01,0.02,0.0,0.0,0.01,0.0,0.02
decoded,10000,0.05,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.05,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.05,50000,1,1,neutral,0.016,0.044,0.127,0.197,0.405,0.822,2.487
decoded,10000,0.05,50000,1,1,selected,0.2,0.23,0.34,0.21,0.4,0.88,2.76
decoded,10000,0.05,50000,1,3,neutral,0.007,0.018,0.045,0.077,0.154,0.287,0.895
decoded,10000,0.05,50000,1,3,selected,0.14,0.15,0.23,0.08,0.17,0.19,1.01
decoded,10000,0.05,50000,1,5,neutral,0.001,0.005,0.009,0.024,0.044,0.09,0.244
decoded,10000,0.05,50000,1,5,selected,0.05,0.07,0.14,0.04,0.04,0.05,0.34
decoded,10000,0.05,50000,1,10,neutral,0.0,0.001,0.001,0.0,0.001,0.009,0.015
decoded,10000,0.05,50000,1,10,selected,0.01,0.02,0.02,0.01,0.01,0.0,0.02
decoded,10000,0.05,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.05,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,10000,0,1,neutral,0.002,0.002,0.007,0.02,0.026,0.058,0.196
decoded,20000,0.001,10000,0,1,selected,0.12,0.06,0.05,0.05,0.03,0.03,0.13
decoded,20000,0.001,10000,0,3,neutral,0.001,0.001,0.005,0.004,0.013,0.029,0.086
decoded,20000,0.001,10000,0,3,selected,0.05,0.04,0.02,0.03,0.02,0.02,0.08
decoded,20000,0.001,10000,0,5,neutral,0.001,0.001,0.003,0.002,0.007,0.015,0.047
decoded,20000,0.001,10000,0,5,selected,0.03,0.04,0.01,0.01,0.01,0.01,0.06
decoded,20000,0.001,10000,0,10,neutral,0.0,0.001,0.0,0.0,0.0,0.002,0.006
decoded,20000,0.001,10000,0,10,selected,0.0,0.01,0.0,0.01,0.0,0.0,0.0
decoded,20000,0.001,10000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,10000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,10000,1,1,neutral,0.002,0.002,0.007,0.018,0.025,0.055,0.189
decoded,20000,0.001,10000,1,1,selected,0.11,0.06,0.05,0.05,0.03,0.03,0.12
decoded,20000,0.001,10000,1,3,neutral,0.001,0.001,0.005,0.004,0.014,0.029,0.088
decoded,20000,0.001,10000,1,3,selected,0.05,0.04,0.02,0.03,0.02,0.02,0.08
decoded,20000,0.001,10000,1,5,neutral,0.001,0.001,0.003,0.002,0.007,0.015,0.047
decoded,20000,0.001,10000,1,5,selected,0.03,0.04,0.01,0.01,0.01,0.01,0.06
decoded,20000,0.001,10000,1,10,neutral,0.0,0.001,0.0,0.0,0.0,0.003,0.006
decoded,20000,0.001,10000,1,10,selected,0.0,0.01,0.0,0.01,0.0,0.0,0.0
decoded,20000,0.001,10000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,10000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,0,1,neutral,0.001,0.002,0.007,0.014,0.024,0.05,0.157
decoded,20000,0.001,20000,0,1,selected,0.11,0.02,0.03,0.04,0.03,0.03,0.11
decoded,20000,0.001,20000,0,3,neutral,0.001,0.001,0.003,0.002,0.007,0.014,0.04
decoded,20000,0.001,20000,0,3,selected,0.05,0.01,0.02,0.01,0.01,0.01,0.06
decoded,20000,0.001,20000,0,5,neutral,0.0,0.001,0.0,0.001,0.001,0.002,0.006
decoded,20000,0.001,20000,0,5,selected,0.02,0.0,0.0,0.01,0.0,0.0,0.0
decoded,20000,0.001,20000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,1,1,neutral,0.001,0.002,0.007,0.013,0.024,0.048,0.15
decoded,20000,0.001,20000,1,1,selected,0.11,0.02,0.03,0.04,0.03,0.03,0.11
decoded,20000,0.001,20000,1,3,neutral,0.001,0.001,0.003,0.002,0.007,0.016,0.043
decoded,20000,0.001,20000,1,3,selected,0.05,0.01,0.02,0.01,0.01,0.01,0.06
decoded,20000,0.001,20000,1,5,neutral,0.0,0.001,0.0,0.001,0.001,0.002,0.006
decoded,20000,0.001,20000,1,5,selected,0.02,0.0,0.0,0.01,0.0,0.0,0.0
decoded,20000,0.001,20000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,1,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,20000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,1,neutral,0.001,0.001,0.004,0.008,0.015,0.035,0.1
decoded,20000,0.001,50000,0,1,selected,0.08,0.03,0.03,0.02,0.02,0.04,0.08
decoded,20000,0.001,50000,0,3,neutral,0.0,0.001,0.0,0.0,0.0,0.001,0.001
decoded,20000,0.001,50000,0,3,selected,0.0,0.01,0.0,0.01,0.0,0.0,0.0
decoded,20000,0.001,50000,0,5,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,5,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,1,neutral,0.001,0.001,0.004,0.008,0.015,0.035,0.099
decoded,20000,0.001,50000,1,1,selected,0.08,0.03,0.03,0.02,0.02,0.04,0.08
decoded,20000,0.001,50000,1,3,neutral,0.0,0.001,0.0,0.0,0.0,0.001,0.001
decoded,20000,0.001,50000,1,3,selected,0.0,0.01,0.0,0.01,0.0,0.0,0.0
decoded,20000,0.001,50000,1,5,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,5,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.001,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,10000,0,1,neutral,0.018,0.022,0.062,0.112,0.216,0.434,1.247
decoded,20000,0.01,10000,0,1,selected,0.31,0.24,0.28,0.18,0.21,0.37,1.22
decoded,20000,0.01,10000,0,3,neutral,0.012,0.009,0.035,0.067,0.132,0.267,0.82
decoded,20000,0.01,10000,0,3,selected,0.26,0.16,0.18,0.13,0.13,0.21,0.79
decoded,20000,0.01,10000,0,5,neutral,0.011,0.007,0.025,0.042,0.094,0.185,0.553
decoded,20000,0.01,10000,0,5,selected,0.21,0.13,0.13,0.1,0.1,0.13,0.51
decoded,20000,0.01,10000,0,10,neutral,0.004,0.002,0.007,0.011,0.018,0.043,0.13
decoded,20000,0.01,10000,0,10,selected,0.1,0.07,0.03,0.04,0.03,0.01,0.11
decoded,20000,0.01,10000,0,20,neutral,0.001,0.001,0.001,0.001,0.001,0.004,0.01
decoded,20000,0.01,10000,0,20,selected,0.03,0.03,0.0,0.0,0.0,0.0,0.02
decoded,20000,0.01,10000,1,1,neutral,0.017,0.02,0.057,0.101,0.203,0.396,1.157
decoded,20000,0.01,10000,1,1,selected,0.3,0.24,0.26,0.17,0.2,0.32,1.17
decoded,20000,0.01,10000,1,3,neutral,0.013,0.009,0.034,0.071,0.132,0.27,0.819
decoded,20000,0.01,10000,1,3,selected,0.26,0.16,0.17,0.13,0.14,0.24,0.81
decoded,20000,0.01,10000,1,5,neutral,0.011,0.007,0.027,0.044,0.095,0.186,0.564
decoded,20000,0.01,10000,1,5,selected,0.21,0.13,0.12,0.1,0.1,0.13,0.52
decoded,20000,0.01,10000,1,10,neutral,0.004,0.002,0.008,0.011,0.018,0.046,0.14
decoded,20000,0.01,10000,1,10,selected,0.11,0.07,0.03,0.04,0.03,0.01,0.11
decoded,20000,0.01,10000,1,20,neutral,0.001,0.001,0.001,0.001,0.001,0.005,0.012
decoded,20000,0.01,10000,1,20,selected,0.03,0.03,0.0,0.0,0.0,0.0,0.02
decoded,20000,0.01,20000,0,1,neutral,0.017,0.011,0.061,0.091,0.19,0.357,1.072
decoded,20000,0.01,20000,0,1,selected,0.33,0.17,0.28,0.15,0.17,0.31,1.05
decoded,20000,0.01,20000,0,3,neutral,0.012,0.003,0.025,0.036,0.086,0.155,0.497
decoded,20000,0.01,20000,0,3,selected,0.23,0.1,0.13,0.1,0.07,0.13,0.43
decoded,20000,0.01,20000,0,5,neutral,0.004,0.001,0.009,0.011,0.026,0.056,0.155
decoded,20000,0.01,20000,0,5,selected,0.14,0.04,0.04,0.05,0.03,0.01,0.11
decoded,20000,0.01,20000,0,10,neutral,0.001,0.001,0.001,0.001,0.001,0.005,0.012
decoded,20000,0.01,20000,0,10,selected,0.04,0.02,0.0,0.0,0.0,0.0,0.02
decoded,20000,0.01,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,20000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,20000,1,1,neutral,0.016,0.009,0.054,0.086,0.176,0.332,1.014
decoded,20000,0.01,20000,1,1,selected,0.32,0.12,0.22,0.15,0.14,0.3,0.99
decoded,20000,0.01,20000,1,3,neutral,0.013,0.004,0.027,0.036,0.085,0.159,0.5
decoded,20000,0.01,20000,1,3,selected,0.25,0.07,0.14,0.1,0.06,0.13,0.43
decoded,20000,0.01,20000,1,5,neutral,0.004,0.001,0.011,0.012,0.029,0.06,0.169
decoded,20000,0.01,20000,1,5,selected,0.15,0.04,0.07,0.05,0.03,0.02,0.12
decoded,20000,0.01,20000,1,10,neutral,0.001,0.001,0.001,0.001,0.002,0.006,0.017
decoded,20000,0.01,20000,1,10,selected,0.04,0.01,0.0,0.01,0.01,0.0,0.03
decoded,20000,0.01,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,20000,1,20,selected,0.0,0.0,0.0,0.01,0.0,0.0,0.0
decoded,20000,0.01,50000,0,1,neutral,0.005,0.011,0.036,0.072,0.134,0.263,0.824
decoded,20000,0.01,50000,0,1,selected,0.19,0.19,0.17,0.14,0.13,0.23,0.81
decoded,20000,0.01,50000,0,3,neutral,0.001,0.003,0.001,0.003,0.012,0.035,0.081
decoded,20000,0.01,50000,0,3,selected,0.06,0.08,0.03,0.03,0.0,0.02,0.06
decoded,20000,0.01,50000,0,5,neutral,0.0,0.002,0.0,0.002,0.0,0.001,0.005
decoded,20000,0.01,50000,0,5,selected,0.02,0.04,0.0,0.0,0.0,0.0,0.03
decoded,20000,0.01,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,50000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,50000,1,1,neutral,0.005,0.011,0.035,0.069,0.13,0.252,0.789
decoded,20000,0.01,50000,1,1,selected,0.18,0.17,0.12,0.14,0.13,0.21,0.79
decoded,20000,0.01,50000,1,3,neutral,0.001,0.003,0.001,0.004,0.013,0.041,0.095
decoded,20000,0.01,50000,1,3,selected,0.06,0.07,0.04,0.03,0.0,0.03,0.07
decoded,20000,0.01,50000,1,5,neutral,0.0,0.002,0.001,0.002,0.001,0.001,0.007
decoded,20000,0.01,50000,1,5,selected,0.03,0.03,0.0,0.01,0.0,0.01,0.03
decoded,20000,0.01,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,50000,1,10,selected,0.0,0.0,0.0,0.01,0.0,0.0,0.0
decoded,20000,0.01,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.01,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.05,10000,0,1,neutral,0.085,0.094,0.283,0.465,0.877,1.729,5.245
decoded,20000,0.05,10000,0,1,selected,0.56,0.35,0.54,0.58,0.86,1.44,5.41
decoded,20000,0.05,10000,0,3,neutral,0.059,0.058,0.193,0.315,0.599,1.207,3.613
decoded,20000,0.05,10000,0,3,selected,0.48,0.28,0.32,0.39,0.57,1.09,3.63
decoded,20000,0.05,10000,0,5,neutral,0.044,0.04,0.13,0.222,0.443,0.894,2.63
decoded,20000,0.05,10000,0,5,selected,0.41,0.25,0.24,0.27,0.42,0.83,2.59
decoded,20000,0.05,10000,0,10,neutral,0.017,0.015,0.035,0.058,0.156,0.277,0.872
decoded,20000,0.05,10000,0,10,selected,0.28,0.14,0.13,0.12,0.16,0.17,0.8
decoded,20000,0.05,10000,0,20,neutral,0.004,0.002,0.005,0.008,0.019,0.04,0.132
decoded,20000,0.05,10000,0,20,selected,0.12,0.09,0.04,0.01,0.03,0.04,0.09
decoded,20000,0.05,10000,1,1,neutral,0.077,0.082,0.261,0.425,0.784,1.559,4.762
decoded,20000,0.05,10000,1,1,selected,0.52,0.31,0.39,0.55,0.74,1.28,4.89
decoded,20000,0.05,10000,1,3,neutral,0.062,0.056,0.191,0.308,0.584,1.179,3.54
decoded,20000,0.05,10000,1,3,selected,0.48,0.27,0.26,0.39,0.56,1.01,3.57
decoded,20000,0.05,10000,1,5,neutral,0.049,0.039,0.132,0.227,0.446,0.89,2.628
decoded,20000,0.05,10000,1,5,selected,0.41,0.25,0.21,0.27,0.41,0.77,2.59
decoded,20000,0.05,10000,1,10,neutral,0.017,0.015,0.038,0.065,0.171,0.291,0.921
decoded,20000,0.05,10000,1,10,selected,0.29,0.15,0.14,0.13,0.17,0.23,0.86
decoded,20000,0.05,10000,1,20,neutral,0.004,0.003,0.005,0.011,0.02,0.045,0.158
decoded,20000,0.05,10000,1,20,selected,0.12,0.1,0.04,0.02,0.04,0.04,0.12
decoded,20000,0.05,20000,0,1,neutral,0.079,0.061,0.253,0.382,0.743,1.491,4.504
decoded,20000,0.05,20000,0,1,selected,0.54,0.24,0.45,0.49,0.75,1.28,4.62
decoded,20000,0.05,20000,0,3,neutral,0.047,0.027,0.125,0.197,0.41,0.818,2.434
decoded,20000,0.05,20000,0,3,selected,0.43,0.18,0.25,0.22,0.37,0.73,2.39
decoded,20000,0.05,20000,0,5,neutral,0.021,0.011,0.044,0.069,0.18,0.305,1.002
decoded,20000,0.05,20000,0,5,selected,0.32,0.13,0.15,0.11,0.16,0.24,0.91
decoded,20000,0.05,20000,0,10,neutral,0.004,0.003,0.008,0.009,0.023,0.048,0.159
decoded,20000,0.05,20000,0,10,selected,0.15,0.05,0.07,0.01,0.04,0.04,0.09
decoded,20000,0.05,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.001,0.004,0.003
decoded,20000,0.05,20000,0,20,selected,0.02,0.02,0.0,0.01,0.01,0.0,0.01
decoded,20000,0.05,20000,1,1,neutral,0.077,0.055,0.238,0.338,0.678,1.369,4.111
decoded,20000,0.05,20000,1,1,selected,0.52,0.22,0.37,0.44,0.67,1.18,4.18
decoded,20000,0.05,20000,1,3,neutral,0.049,0.028,0.127,0.196,0.4,0.802,2.414
decoded,20000,0.05,20000,1,3,selected,0.42,0.18,0.24,0.21,0.35,0.74,2.38
decoded,20000,0.05,20000,1,5,neutral,0.021,0.012,0.046,0.077,0.195,0.327,1.06
decoded,20000,0.05,20000,1,5,selected,0.32,0.13,0.17,0.12,0.15,0.27,0.96
decoded,20000,0.05,20000,1,10,neutral,0.004,0.003,0.009,0.011,0.03,0.059,0.198
decoded,20000,0.05,20000,1,10,selected,0.15,0.06,0.08,0.01,0.04,0.05,0.17
decoded,20000,0.05,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.002,0.006,0.005
decoded,20000,0.05,20000,1,20,selected,0.03,0.02,0.0,0.01,0.01,0.0,0.01
decoded,20000,0.05,50000,0,1,neutral,0.033,0.061,0.175,0.293,0.587,1.149,3.492
decoded,20000,0.05,50000,0,1,selected,0.32,0.27,0.31,0.35,0.55,0.97,3.54
decoded,20000,0.05,50000,0,3,neutral,0.005,0.01,0.024,0.05,0.099,0.187,0.594
decoded,20000,0.05,50000,0,3,selected,0.14,0.16,0.13,0.1,0.09,0.15,0.49
decoded,20000,0.05,50000,0,5,neutral,0.001,0.003,0.004,0.006,0.018,0.038,0.106
decoded,20000,0.05,50000,0,5,selected,0.07,0.12,0.05,0.04,0.02,0.02,0.12
decoded,20000,0.05,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.001,0.002,0.002
decoded,20000,0.05,50000,0,10,selected,0.0,0.0,0.0,0.01,0.0,0.01,0.0
decoded,20000,0.05,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.05,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.05,50000,1,1,neutral,0.03,0.06,0.16,0.269,0.533,1.067,3.241
decoded,20000,0.05,50000,1,1,selected,0.31,0.25,0.21,0.26,0.51,0.93,3.23
decoded,20000,0.05,50000,1,3,neutral,0.006,0.012,0.028,0.057,0.117,0.21,0.676
decoded,20000,0.05,50000,1,3,selected,0.17,0.17,0.11,0.08,0.09,0.19,0.57
decoded,20000,0.05,50000,1,5,neutral,0.001,0.004,0.007,0.008,0.023,0.049,0.144
decoded,20000,0.05,50000,1,5,selected,0.09,0.13,0.05,0.04,0.02,0.05,0.19
decoded,20000,0.05,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.001,0.002,0.005
decoded,20000,0.05,50000,1,10,selected,0.0,0.02,0.01,0.01,0.0,0.01,0.0
decoded,20000,0.05,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,20000,0.05,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,10000,0,1,neutral,0.002,0.002,0.008,0.016,0.036,0.084,0.227
decoded,30000,0.001,10000,0,1,selected,0.13,0.05,0.04,0.04,0.04,0.08,0.15
decoded,30000,0.001,10000,0,3,neutral,0.002,0.001,0.004,0.009,0.014,0.036,0.098
decoded,30000,0.001,10000,0,3,selected,0.1,0.02,0.01,0.03,0.01,0.02,0.08
decoded,30000,0.001,10000,0,5,neutral,0.001,0.001,0.003,0.003,0.007,0.009,0.033
decoded,30000,0.001,10000,0,5,selected,0.06,0.01,0.0,0.02,0.0,0.02,0.03
decoded,30000,0.001,10000,0,10,neutral,0.0,0.001,0.0,0.0,0.0,0.0,0.002
decoded,30000,0.001,10000,0,10,selected,0.0,0.01,0.0,0.01,0.0,0.0,0.0
decoded,30000,0.001,10000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,10000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,30000,0.001,10000,1,1,neutral,0.002,0.002,0.008,0.015,0.035,0.08,0.215
decoded,30000,0.001,10000,1,1,selected,0.12,0.05,0.04,0.04,0.03,0.08,0.15
decoded,30000,0.001,10000,1,3,neutral,0.002,0.001,0.004,0.008,0.014,0.036,0.099
decoded,30000,0.001,10000,1,3,selected,0.1,0.02,0.01,0.03,0.01,0.02,0.08
decoded,30000,0.001,10000,1,5,neutral,0.001,0.001,0.003,0.004,0.007,0.01,0.035
decoded,30000,0.001,10000,1,5,selected,0.07,0.01,0.0,0.02,0.01,0.02,0.03
