source,distance_bp,mode,cutoff_years,n,mean,sem
decoded,4977777.777777778,neutral,20000,1000,0.041521833333333334,0.0003297251363656611
decoded,4977777.777777778,neutral,30000,1000,0.08603040000000002,0.0007023594981949804
decoded,4977777.777777778,neutral,40000,1000,0.12921955555555556,0.0010551985607318043
decoded,4977777.777777778,neutral,50000,1000,0.1671044777777778,0.0013623930330774361
decoded,4977777.777777778,selected,5000,99,0.002218967452300786,4.258915749078986e-05
decoded,4977777.777777778,selected,10000,99,0.009537261503928168,0.0002248425027946066
decoded,4977777.777777778,selected,20000,99,0.04163333333333333,0.0011242748814797403
decoded,4977777.777777778,selected,30000,99,0.08337171717171717,0.002173354404888026
decoded,4977777.777777778,selected,40000,99,0.12438810325476993,0.003103972343279414
decoded,4977777.777777778,selected,50000,99,0.15999214365881032,0.00401221327704865
truth,0.0,neutral,5000,1000,0.0026663,1.810696474211435e-05
truth,0.0,neutral,10000,1000,0.0073925,3.93853393403555e-05
truth,0.0,neutral,20000,1000,0.04543029999999999,0.0002781107288248468
truth,0.0,neutral,30000,1000,0.10154899999999999,0.0008349039247503653
truth,0.0,neutral,40000,1000,0.15924899999999997,0.0015651311493017175
truth,0.0,neutral,50000,1000,0.20716090000000004,0.002170156362990886
truth,0.0,selected,5000,99,0.002587878787878788,5.450764854866269e-05
truth,0.0,selected,10000,99,0.007985858585858588,0.00012234405848966402
truth,0.0,selected,20000,99,0.0637949494949495,0.0025865681360049643
truth,0.0,selected,30000,99,0.18252424242424242,0.008235831469727338
truth,0.0,selected,40000,99,0.3467282828282829,0.01611058644973192
truth,0.0,selected,50000,99,0.5913060606060606,0.022361711809632645
truth,30000.0,neutral,5000,1000,0.0026701400000000005,1.7691907302040218e-05
truth,30000.0,neutral,10000,1000,0.0073903499999999995,3.655922256085671e-05
truth,30000.0,neutral,20000,1000,0.04551829,0.0002586515555783555
truth,30000.0,neutral,30000,1000,0.10149781000000002,0.0007494681517011342
truth,30000.0,neutral,40000,1000,0.15849675000000002,0.0014028525622633867
truth,30000.0,neutral,50000,1000,0.20660002,0.0018244700767237757
truth,30000.0,selected,5000,99,0.0025957575757575755,5.3224047529257274e-05
truth,30000.0,selected,10000,99,0.007975858585858586,0.0001142246418800986
truth,30000.0,selected,20000,99,0.061591010101010105,0.0023603469521203072
truth,30000.0,selected,30000,99,0.165230303030303,0.006202106403433293
truth,30000.0,selected,40000,99,0.29389818181818184,0.01255877241663102
truth,30000.0,selected,50000,99,0.4565256565656565,0.01712538106334762
truth,80000.0,neutral,5000,1000,0.0026728999999999998,1.7106753959504738e-05
truth,80000.0,neutral,10000,1000,0.0073896199999999995,3.384199072064077e-05
truth,80000.0,neutral,20000,1000,0.04559191,0.000239957508442136
truth,80000.0,neutral,30000,1000,0.10066154000000001,0.0006466911769204114
truth,80000.0,neutral,40000,1000,0.1571965,0.0012223550346690526
truth,80000.0,neutral,50000,1000,0.20455110999999998,0.0015620552991573397
truth,80000.0,selected,5000,99,0.0026251515151515157,5.231604865964705e-05
truth,80000.0,selected,10000,99,0.007954343434343435,0.00011114842142636718
truth,80000.0,selected,20000,99,0.057908080808080804,0.0019140942199064267
truth,80000.0,selected,30000,99,0.1414810101010101,0.004548259462839607
truth,80000.0,selected,40000,99,0.23789,0.00870304069961119
truth,80000.0,selected,50000,99,0.3339426262626262,0.011643984128731173
truth,130000.0,neutral,5000,1000,0.00267294,1.6527883328706292e-05
truth,130000.0,neutral,10000,1000,0.007389349999999999,3.163485485254424e-05
truth,130000.0,neutral,20000,1000,0.04558577,0.00022682449594137551
truth,130000.0,neutral,30000,1000,0.10056720999999999,0.0005990215785491099
truth,130000.0,neutral,40000,1000,0.15634309,0.0011259421197419115
truth,130000.0,neutral,50000,1000,0.20544173000000002,0.0015255819712680662
truth,130000.0,selected,5000,99,0.0026205050505050498,5.010715661088322e-05
truth,130000.0,selected,10000,99,0.007940808080808081,0.00010442909323392893
truth,130000.0,selected,20000,99,0.05563262626262627,0.0016108939683158643
truth,130000.0,selected,30000,99,0.1283158585858586,0.0034193333907574825
truth,130000.0,selected,40000,99,0.20744565656565658,0.00631017082390589
truth,130000.0,selected,50000,99,0.2744063636363636,0.00845562782885445
truth,180000.0,neutral,5000,1000,0.00267694,1.600284748185546e-05
truth,180000.0,neutral,10000,1000,0.00742098,3.072522545204638e-05
truth,180000.0,neutral,20000,1000,0.04555468,0.00021661711259979226
truth,180000.0,neutral,30000,1000,0.09986223000000001,0.0005721730989676834
truth,180000.0,neutral,40000,1000,0.15595341999999998,0.0010983036040687069
truth,180000.0,neutral,50000,1000,0.20530292,0.001459220774160422
truth,180000.0,selected,5000,99,0.0026247474747474746,4.8727434598878596e-05
truth,180000.0,selected,10000,99,0.007919494949494949,0.00010457681147262694
truth,180000.0,selected,20000,99,0.053149595959595966,0.0014564852866445857
truth,180000.0,selected,30000,99,0.11901656565656567,0.002810151526330982
truth,180000.0,selected,40000,99,0.18873979797979798,0.005625874821877641
truth,180000.0,selected,50000,99,0.2450891919191919,0.006950431941832175
truth,230000.0,neutral,5000,1000,0.0026745399999999996,1.5610742573102785e-05
truth,230000.0,neutral,10000,1000,0.00742667,3.053753021859908e-05
truth,230000.0,neutral,20000,1000,0.045470909999999996,0.00020764843207508996
truth,230000.0,neutral,30000,1000,0.09983448,0.0005744264493172955
truth,230000.0,neutral,40000,1000,0.15561921999999997,0.0010902838947552894
truth,230000.0,neutral,50000,1000,0.2038825,0.0014121482237200724
truth,230000.0,selected,5000,99,0.0025938383838383836,4.70079198471837e-05
truth,230000.0,selected,10000,99,0.007825454545454543,9.500027370630457e-05
truth,230000.0,selected,20000,99,0.05176757575757574,0.0014266784145398346
truth,230000.0,selected,30000,99,0.11461414141414142,0.002567039050523384
truth,230000.0,selected,40000,99,0.17956656565656567,0.0054149220179952
truth,230000.0,selected,50000,99,0.23268131313131313,0.007009495342507696
truth,280000.0,neutral,5000,1000,0.0026807600000000003,1.5204584894096972e-05
truth,280000.0,neutral,10000,1000,0.00744826,2.9371957447270762e-05
truth,280000.0,neutral,20000,1000,0.04552871000000001,0.00020276245473200638
truth,280000.0,neutral,30000,1000,0.10012925,0.0005748026525921109
truth,280000.0,neutral,40000,1000,0.15516560999999998,0.001002783993373082
truth,280000.0,neutral,50000,1000,0.20371131000000003,0.0013092620481380322
truth,280000.0,selected,5000,99,0.0025964646464646463,4.6181173055932185e-05
truth,280000.0,selected,10000,99,0.007724747474747474,9.649947619592709e-05
truth,280000.0,selected,20000,99,0.05090535353535353,0.0010393200736462523
truth,280000.0,selected,30000,99,0.10941434343434343,0.002052925632375373
truth,280000.0,selected,40000,99,0.17574282828282825,0.004278898144002155
truth,280000.0,selected,50000,99,0.2284771717171717,0.005993914893470122
truth,330000.0,neutral,5000,1000,0.00268194,1.4927895982973571e-05
truth,330000.0,neutral,10000,1000,0.00745233,2.9568851653185456e-05
truth,330000.0,neutral,20000,1000,0.04562256,0.0001997708803881363
truth,330000.0,neutral,30000,1000,0.10043959000000001,0.0005490092989578977
truth,330000.0,neutral,40000,1000,0.1547054,0.0009672428929974385
truth,330000.0,neutral,50000,1000,0.20261616999999998,0.001296690427471336
truth,330000.0,selected,5000,99,0.0026023232323232324,4.684541002467462e-05
truth,330000.0,selected,10000,99,0.007702626262626262,0.00010034372855443359
truth,330000.0,selected,20000,99,0.04966505050505051,0.0008551151264498549
truth,330000.0,selected,30000,99,0.10553353535353535,0.001988692661426251
truth,330000.0,selected,40000,99,0.16763272727272727,0.0034805124819554463
truth,330000.0,selected,50000,99,0.2159419191919192,0.005175839951724771
truth,380000.0,neutral,5000,1000,0.00268309,1.4850989994064496e-05
truth,380000.0,neutral,10000,1000,0.0074652600000000005,3.0115621910946534e-05
truth,380000.0,neutral,20000,1000,0.04584015,0.00019410056080600388
truth,380000.0,neutral,30000,1000,0.10093115,0.0005431400426072298
truth,380000.0,neutral,40000,1000,0.15596828999999995,0.0009818059115853418
truth,380000.0,neutral,50000,1000,0.20435298,0.0013396787275360511
truth,380000.0,selected,5000,99,0.0025879797979797984,4.8142144157411297e-05
truth,380000.0,selected,10000,99,0.007692828282828281,9.697039699465597e-05
truth,380000.0,selected,20000,99,0.0490539393939394,0.000865076663569443
truth,380000.0,selected,30000,99,0.10482080808080808,0.0018673663747166877
truth,380000.0,selected,40000,99,0.165460202020202,0.003043179186054839
truth,380000.0,selected,50000,99,0.21306424242424243,0.004312825054216415
truth,430000.0,neutral,5000,1000,0.0026771000000000004,1.4504246383840946e-05
truth,430000.0,neutral,10000,1000,0.00745605,2.9056727119393386e-05
truth,430000.0,neutral,20000,1000,0.04574168,0.00019848601077676503
truth,430000.0,neutral,30000,1000,0.10083949,0.0005601011493805716
truth,430000.0,neutral,40000,1000,0.15686774000000003,0.0010089027751483798
truth,430000.0,neutral,50000,1000,0.2047216,0.0013778650454683591
truth,430000.0,selected,5000,99,0.002571313131313131,4.801258305501858e-05
truth,430000.0,selected,10000,99,0.007682626262626263,9.398467243669083e-05
truth,430000.0,selected,20000,99,0.04856737373737374,0.0008539297953338236
truth,430000.0,selected,30000,99,0.10521252525252527,0.001906412728047254
truth,430000.0,selected,40000,99,0.1639672727272727,0.002916235242651035
truth,430000.0,selected,50000,99,0.20738444444444448,0.004021030970843834
truth,480000.0,neutral,5000,1000,0.00267369,1.431472651835498e-05
truth,480000.0,neutral,10000,1000,0.00743208,2.8834352662986794e-05
truth,480000.0,neutral,20000,1000,0.04584173,0.0002036971871458984
truth,480000.0,neutral,30000,1000,0.10085761,0.0005448385954417905
truth,480000.0,neutral,40000,1000,0.15694089,0.0010009607926469031
truth,480000.0,neutral,50000,1000,0.20369642,0.001374546069246164
truth,480000.0,selected,5000,99,0.002573131313131313,4.669727913349317e-05
truth,480000.0,selected,10000,99,0.00767919191919192,9.468199950386026e-05
truth,480000.0,selected,20000,99,0.047315252525252524,0.000719032816329876
truth,480000.0,selected,30000,99,0.10459363636363636,0.0018446556458464418
truth,480000.0,selected,40000,99,0.1607768686868687,0.0028874612268494173
truth,480000.0,selected,50000,99,0.20006919191919192,0.0036021369510094155
truth,530000.0,neutral,5000,1000,0.00267173,1.4306480436588257e-05
truth,530000.0,neutral,10000,1000,0.007431710000000001,2.94161024437804e-05
truth,530000.0,neutral,20000,1000,0.04593366,0.0002090130394378663
truth,530000.0,neutral,30000,1000,0.10115668,0.0005764488486003356
truth,530000.0,neutral,40000,1000,0.15730117999999998,0.000994445758487699
truth,530000.0,neutral,50000,1000,0.20513609,0.0013507466554980765
truth,530000.0,selected,5000,99,0.002577272727272727,4.63843874968664e-05
truth,530000.0,selected,10000,99,0.007685959595959597,9.90529176895991e-05
truth,530000.0,selected,20000,99,0.04755070707070708,0.0006621213207747934
truth,530000.0,selected,30000,99,0.10474949494949495,0.001937176821511455
truth,530000.0,selected,40000,99,0.16080050505050505,0.0029469562066329314
truth,530000.0,selected,50000,99,0.20647787878787877,0.003955087174680521
truth,580000.0,neutral,5000,1000,0.00267148,1.4400005894782466e-05
truth,580000.0,neutral,10000,1000,0.00742546,2.9299201894106805e-05
truth,580000.0,neutral,20000,1000,0.046011760000000006,0.00020473719012289738
truth,580000.0,neutral,30000,1000,0.10143897,0.0005632997954008139
truth,580000.0,neutral,40000,1000,0.15707505,0.0009517694046338625
truth,580000.0,neutral,50000,1000,0.20442099000000002,0.0013191751119908215
truth,580000.0,selected,5000,99,0.0025573737373737375,4.5581649633536624e-05
truth,580000.0,selected,10000,99,0.00761060606060606,9.555410971034126e-05
truth,580000.0,selected,20000,99,0.04755969696969697,0.0006317198543071275
truth,580000.0,selected,30000,99,0.10413222222222224,0.001974544244978409
truth,580000.0,selected,40000,99,0.15849969696969696,0.002988356669043563
truth,580000.0,selected,50000,99,0.20074525252525252,0.004325875174865606
truth,630000.0,neutral,5000,1000,0.00267014,1.4362460118679552e-05
truth,630000.0,neutral,10000,1000,0.007428369999999999,2.8923738100835545e-05
truth,630000.0,neutral,20000,1000,0.045990300000000005,0.00020312835114044773
truth,630000.0,neutral,30000,1000,0.10142009,0.0005620913113847556
truth,630000.0,neutral,40000,1000,0.15662887,0.000952898151173361
truth,630000.0,neutral,50000,1000,0.20413267000000002,0.0013434777585277543
truth,630000.0,selected,5000,99,0.002565656565656566,4.576277226996915e-05
truth,630000.0,selected,10000,99,0.0075480808080808075,9.343329711315282e-05
truth,630000.0,selected,20000,99,0.04713777777777778,0.0006153440756084572
truth,630000.0,selected,30000,99,0.10357616161616161,0.002179798394615481
truth,630000.0,selected,40000,99,0.15671717171717173,0.003094169266143162
truth,630000.0,selected,50000,99,0.19945474747474745,0.004349671901092526
truth,680000.0,neutral,5000,1000,0.00266443,1.4144969256073174e-05
truth,680000.0,neutral,10000,1000,0.00742715,2.80974561934803e-05
truth,680000.0,neutral,20000,1000,0.04588444,0.00020326032235791874
truth,680000.0,neutral,30000,1000,0.10067065000000001,0.0005724470579115693
truth,680000.0,neutral,40000,1000,0.15569391000000002,0.000980464480748747
truth,680000.0,neutral,50000,1000,0.20355478999999996,0.0013721112457912175
truth,680000.0,selected,5000,99,0.0025760606060606065,4.558916367521574e-05
truth,680000.0,selected,10000,99,0.007484949494949493,8.896312561261954e-05
truth,680000.0,selected,20000,99,0.04745272727272727,0.0006728570941165016
truth,680000.0,selected,30000,99,0.10465939393939394,0.002419497239030452
truth,680000.0,selected,40000,99,0.15926484848484845,0.003836695821284181
truth,680000.0,selected,50000,99,0.20439191919191918,0.005079754041990974
truth,730000.0,neutral,5000,1000,0.00266277,1.3618123232677124e-05
truth,730000.0,neutral,10000,1000,0.00741389,2.7498304031787573e-05
truth,730000.0,neutral,20000,1000,0.0456613,0.00020227018944851842
truth,730000.0,neutral,30000,1000,0.10044726999999999,0.0005566259027773885
truth,730000.0,neutral,40000,1000,0.15521555,0.0009377716927083825
truth,730000.0,neutral,50000,1000,0.20435848,0.0013813455925059217
truth,730000.0,selected,5000,99,0.0025674747474747476,4.395710682531721e-05
truth,730000.0,selected,10000,99,0.0074774747474747475,8.28829316778778e-05
truth,730000.0,selected,20000,99,0.047857373737373726,0.0006784267269709026
truth,730000.0,selected,30000,99,0.10467727272727272,0.00235933671930578
truth,730000.0,selected,40000,99,0.15982343434343432,0.0034253986767760515
truth,730000.0,selected,50000,99,0.20332939393939395,0.004309775226021507
truth,780000.0,neutral,5000,1000,0.00266024,1.3632086273794492e-05
truth,780000.0,neutral,10000,1000,0.007406180000000001,2.742784888565807e-05
truth,780000.0,neutral,20000,1000,0.04578574,0.00020096838344262898
truth,780000.0,neutral,30000,1000,0.10066169999999999,0.0005478394304461405
truth,780000.0,neutral,40000,1000,0.15539734,0.0009355361428608727
truth,780000.0,neutral,50000,1000,0.20279235999999998,0.0012938732911394082
truth,780000.0,selected,5000,99,0.0025664646464646466,4.3124541741550615e-05
truth,780000.0,selected,10000,99,0.007513838383838384,8.886648557653284e-05
truth,780000.0,selected,20000,99,0.04765878787878788,0.000638328110132128
truth,780000.0,selected,30000,99,0.10374717171717172,0.002298184265495161
truth,780000.0,selected,40000,99,0.15953050505050506,0.0032333229965398383
truth,780000.0,selected,50000,99,0.20434040404040404,0.0041045156385964504
truth,830000.0,neutral,5000,1000,0.00265863,1.3793087847627608e-05
truth,830000.0,neutral,10000,1000,0.007391180000000001,2.7460092211503303e-05
truth,830000.0,neutral,20000,1000,0.04582971,0.0002000535984634072
truth,830000.0,neutral,30000,1000,0.100849,0.0005417894487776657
truth,830000.0,neutral,40000,1000,0.15621069,0.0009542707471586787
truth,830000.0,neutral,50000,1000,0.20432783000000002,0.0013095300509516556
truth,830000.0,selected,5000,99,0.0025738383838383844,4.529358798970308e-05
truth,830000.0,selected,10000,99,0.0075611111111111105,9.47664608629637e-05
truth,830000.0,selected,20000,99,0.04719939393939393,0.0006615724790884488
truth,830000.0,selected,30000,99,0.1043858585858586,0.0021647155432102144
truth,830000.0,selected,40000,99,0.15771969696969698,0.0031637653846455713
truth,830000.0,selected,50000,99,0.2058128282828283,0.0043880421012781135
truth,880000.0,neutral,5000,1000,0.0026508,1.3461953208364088e-05
truth,880000.0,neutral,10000,1000,0.00736114,2.686132593955911e-05
truth,880000.0,neutral,20000,1000,0.04570514,0.00019917527148009405
truth,880000.0,neutral,30000,1000,0.10087706,0.0005642346471934291
truth,880000.0,neutral,40000,1000,0.15606031,0.000979261235611556
truth,880000.0,neutral,50000,1000,0.20368524,0.0013044610168521278
truth,880000.0,selected,5000,99,0.0025724242424242424,4.517085248732736e-05
truth,880000.0,selected,10000,99,0.007487676767676766,9.126381126382607e-05
truth,880000.0,selected,20000,99,0.04655858585858586,0.0007202835341840009
truth,880000.0,selected,30000,99,0.10347484848484848,0.001996984922563234
truth,880000.0,selected,40000,99,0.15829767676767675,0.00337133839739352
truth,880000.0,selected,50000,99,0.2071484848484849,0.005019147504209177
truth,930000.0,neutral,5000,1000,0.00265294,1.3444772899469828e-05
truth,930000.0,neutral,10000,1000,0.00736504,2.7133761984646353e-05
truth,930000.0,neutral,20000,1000,0.045753510000000004,0.0001985989308007856
truth,930000.0,neutral,30000,1000,0.10139192000000001,0.0005642671476592693
truth,930000.0,neutral,40000,1000,0.15682718,0.0009983842513586443
truth,930000.0,neutral,50000,1000,0.20538286,0.0014078279968409101
truth,930000.0,selected,5000,99,0.0025599999999999993,4.355965824034039e-05
truth,930000.0,selected,10000,99,0.007462929292929292,8.496161265008645e-05
truth,930000.0,selected,20000,99,0.046083737373737374,0.0007283848838208672
truth,930000.0,selected,30000,99,0.10344282828282829,0.0019141518929792598
truth,930000.0,selected,40000,99,0.1598350505050505,0.003399591082682215
truth,930000.0,selected,50000,99,0.208629595959596,0.005010736900919143
truth,980000.0,neutral,5000,1000,0.00265296,1.3496985108053095e-05
truth,980000.0,neutral,10000,1000,0.00737167,2.6236063769973993e-05
truth,980000.0,neutral,20000,1000,0.04597383,0.00020427583422311007
truth,980000.0,neutral,30000,1000,0.10171728999999999,0.0005539578947041057
truth,980000.0,neutral,40000,1000,0.15665625,0.0009923309075442362
truth,980000.0,neutral,50000,1000,0.20472980000000002,0.0014005154581469312
truth,980000.0,selected,5000,99,0.002543232323232323,4.3632672469611685e-05
truth,980000.0,selected,10000,99,0.007381212121212122,7.466302678082414e-05
truth,980000.0,selected,20000,99,0.04572767676767677,0.0006808855479612161
truth,980000.0,selected,30000,99,0.10324414141414143,0.002087676067500385
truth,980000.0,selected,40000,99,0.1611732323232323,0.0033772599336468405
truth,980000.0,selected,50000,99,0.2129166666666667,0.00561971677907115
truth,1030000.0,neutral,5000,1000,0.00265517,1.3395581835542372e-05
truth,1030000.0,neutral,10000,1000,0.0073802,2.5976715530446685e-05
truth,1030000.0,neutral,20000,1000,0.04590317,0.00020125133826201568
truth,1030000.0,neutral,30000,1000,0.10172279000000001,0.0005748184142189821
truth,1030000.0,neutral,40000,1000,0.15660334,0.0009904160871422021
truth,1030000.0,neutral,50000,1000,0.20521616,0.0013697616424076897
truth,1030000.0,selected,5000,99,0.0025444444444444442,4.139328303083179e-05
truth,1030000.0,selected,10000,99,0.007418787878787878,7.870960861742982e-05
truth,1030000.0,selected,20000,99,0.04603979797979797,0.0006354637698882681
truth,1030000.0,selected,30000,99,0.10260060606060606,0.0017408236180215604
truth,1030000.0,selected,40000,99,0.1604269696969697,0.003283256610973508
truth,1030000.0,selected,50000,99,0.213560202020202,0.004819677308970123
truth,1080000.0,neutral,5000,1000,0.0026558700000000003,1.3325367105956536e-05
truth,1080000.0,neutral,10000,1000,0.0073980700000000005,2.6235828437344873e-05
truth,1080000.0,neutral,20000,1000,0.045788539999999996,0.00020232281430819803
truth,1080000.0,neutral,30000,1000,0.10140541,0.0005697808340324644
truth,1080000.0,neutral,40000,1000,0.15635918,0.0009577602769355575
truth,1080000.0,neutral,50000,1000,0.20455761,0.001339836785283603
truth,1080000.0,selected,5000,99,0.0025562626262626265,4.297040969349341e-05
truth,1080000.0,selected,10000,99,0.007481010101010099,8.197928942765221e-05
truth,1080000.0,selected,20000,99,0.046532020202020206,0.0006784660050224318
truth,1080000.0,selected,30000,99,0.10199858585858587,0.0015241918352257944
truth,1080000.0,selected,40000,99,0.16022050505050506,0.003279022030212419
truth,1080000.0,selected,50000,99,0.21355828282828282,0.004621127940156948
truth,1130000.0,neutral,5000,1000,0.0026593299999999997,1.3180507459004638e-05
truth,1130000.0,neutral,10000,1000,0.00741913,2.6472943921291787e-05
truth,1130000.0,neutral,20000,1000,0.04582253,0.00019413533482425947
truth,1130000.0,neutral,30000,1000,0.10154782,0.0005482516583910427
truth,1130000.0,neutral,40000,1000,0.15672381999999999,0.0009675912124249382
truth,1130000.0,neutral,50000,1000,0.20453654,0.0013276279493141894
truth,1130000.0,selected,5000,99,0.002544949494949495,4.233554007887244e-05
truth,1130000.0,selected,10000,99,0.00752959595959596,7.731594594693205e-05
truth,1130000.0,selected,20000,99,0.046616868686868686,0.0007525039305279416
truth,1130000.0,selected,30000,99,0.10160838383838382,0.0018269519947601031
truth,1130000.0,selected,40000,99,0.15959929292929292,0.003328391377539682
truth,1130000.0,selected,50000,99,0.21028181818181815,0.0038899423440702046
truth,1180000.0,neutral,5000,1000,0.0026551300000000003,1.3314866457038493e-05
truth,1180000.0,neutral,10000,1000,0.00740806,2.6596439743074766e-05
truth,1180000.0,neutral,20000,1000,0.04580874,0.00019214770504211843
truth,1180000.0,neutral,30000,1000,0.1012577,0.0005296306591816085
truth,1180000.0,neutral,40000,1000,0.15697102000000002,0.0010210780610542792
truth,1180000.0,neutral,50000,1000,0.20484807,0.001369338127374748
truth,1180000.0,selected,5000,99,0.0025479797979797983,4.053115183634923e-05
truth,1180000.0,selected,10000,99,0.0075327272727272725,8.405854118623417e-05
truth,1180000.0,selected,20000,99,0.04680949494949494,0.000737841478145217
truth,1180000.0,selected,30000,99,0.10300161616161614,0.001969692470751618
truth,1180000.0,selected,40000,99,0.1583621212121212,0.003046655357892291
truth,1180000.0,selected,50000,99,0.20585626262626266,0.0036258337253368515
truth,1230000.0,neutral,5000,1000,0.00265244,1.3295616564109383e-05
truth,1230000.0,neutral,10000,1000,0.00740309,2.660304256610085e-05
truth,1230000.0,neutral,20000,1000,0.04574753,0.00019731375196832028
truth,1230000.0,neutral,30000,1000,0.1014883,0.0005661680250089566
truth,1230000.0,neutral,40000,1000,0.15716791,0.0010302758256937358
truth,1230000.0,neutral,50000,1000,0.20452434,0.001410400410905883
truth,1230000.0,selected,5000,99,0.0025254545454545456,3.891442618081263e-05
truth,1230000.0,selected,10000,99,0.007513333333333331,8.826449167485467e-05
truth,1230000.0,selected,20000,99,0.04657080808080808,0.0007817602420180744
truth,1230000.0,selected,30000,99,0.10363979797979796,0.001976139711337737
truth,1230000.0,selected,40000,99,0.15884464646464647,0.0031685542898353698
truth,1230000.0,selected,50000,99,0.20192343434343435,0.004223351591260393
truth,1280000.0,neutral,5000,1000,0.0026584,1.3425717481382135e-05
truth,1280000.0,neutral,10000,1000,0.0074100699999999995,2.6690040340047323e-05
truth,1280000.0,neutral,20000,1000,0.04560947,0.00019571515178886826
truth,1280000.0,neutral,30000,1000,0.10114984000000002,0.0005683498976691916
truth,1280000.0,neutral,40000,1000,0.15576087,0.0009660815187363559
truth,1280000.0,neutral,50000,1000,0.20265901,0.001320320623359481
truth,1280000.0,selected,5000,99,0.0025203030303030303,4.086557157467408e-05
truth,1280000.0,selected,10000,99,0.007533131313131313,8.712258729372161e-05
truth,1280000.0,selected,20000,99,0.04626292929292928,0.0006925093852509081
truth,1280000.0,selected,30000,99,0.10019777777777779,0.0017687756548422286
truth,1280000.0,selected,40000,99,0.15501060606060607,0.003080188654674503
truth,1280000.0,selected,50000,99,0.20286888888888888,0.004921267057101
truth,1330000.0,neutral,5000,1000,0.00266456,1.3308212311009878e-05
truth,1330000.0,neutral,10000,1000,0.00741488,2.6799316950045367e-05
truth,1330000.0,neutral,20000,1000,0.04579769,0.00018879765230907247
truth,1330000.0,neutral,30000,1000,0.10096432,0.000564559587169561
truth,1330000.0,neutral,40000,1000,0.15563493,0.0009422794223078444
truth,1330000.0,neutral,50000,1000,0.20179207000000002,0.0012759041089793583
truth,1330000.0,selected,5000,99,0.002531515151515152,3.957498476848946e-05
truth,1330000.0,selected,10000,99,0.007488383838383837,9.183382263979393e-05
truth,1330000.0,selected,20000,99,0.04672030303030303,0.0006921214233185389
truth,1330000.0,selected,30000,99,0.0991088888888889,0.0016443254489307824
truth,1330000.0,selected,40000,99,0.15225151515151514,0.0025570034237850227
truth,1330000.0,selected,50000,99,0.19921555555555553,0.0045790583002370865
truth,1380000.0,neutral,5000,1000,0.00266749,1.3261707008253983e-05
truth,1380000.0,neutral,10000,1000,0.0074031800000000005,2.7370733359642463e-05
truth,1380000.0,neutral,20000,1000,0.04584977,0.00019554181099434194
truth,1380000.0,neutral,30000,1000,0.10044921999999999,0.000547553854351346
truth,1380000.0,neutral,40000,1000,0.15546321,0.0009398541067303147
truth,1380000.0,neutral,50000,1000,0.20208302999999997,0.0012918751661689545
truth,1380000.0,selected,5000,99,0.0025396969696969696,3.831039203422497e-05
truth,1380000.0,selected,10000,99,0.007451111111111111,8.812166315843381e-05
truth,1380000.0,selected,20000,99,0.046378383838383844,0.0006521298329696907
truth,1380000.0,selected,30000,99,0.09999767676767675,0.001735492267989324
truth,1380000.0,selected,40000,99,0.15477949494949497,0.0028032304978271782
truth,1380000.0,selected,50000,99,0.2019791919191919,0.004078825054539155
truth,1430000.0,neutral,5000,1000,0.0026718400000000004,1.3579492516917449e-05
truth,1430000.0,neutral,10000,1000,0.0074179,2.7025720704165868e-05
truth,1430000.0,neutral,20000,1000,0.04594516,0.00019893512248307828
truth,1430000.0,neutral,30000,1000,0.10062601,0.0005510855910914463
truth,1430000.0,neutral,40000,1000,0.15604288,0.0009593889644407479
truth,1430000.0,neutral,50000,1000,0.20344553,0.001281703437078843
truth,1430000.0,selected,5000,99,0.0025351515151515154,3.838643135899912e-05
truth,1430000.0,selected,10000,99,0.00738010101010101,8.879661070999647e-05
truth,1430000.0,selected,20000,99,0.04596888888888888,0.0006177637684181299
truth,1430000.0,selected,30000,99,0.09824595959595958,0.0015924729081808193
truth,1430000.0,selected,40000,99,0.15217767676767677,0.002501711814796741
truth,1430000.0,selected,50000,99,0.19689989898989899,0.0038201517644055848
truth,1480000.0,neutral,5000,1000,0.0026661400000000004,1.379425176592706e-05
truth,1480000.0,neutral,10000,1000,0.007415499999999999,2.726268886599787e-05
truth,1480000.0,neutral,20000,1000,0.046022959999999995,0.00020424496724532785
truth,1480000.0,neutral,30000,1000,0.10119435999999998,0.0005623143208080208
truth,1480000.0,neutral,40000,1000,0.15650115999999997,0.0009751442553659296
truth,1480000.0,neutral,50000,1000,0.20329217,0.001340125813118338
truth,1480000.0,selected,5000,99,0.0025589898989898992,3.7459108454621675e-05
truth,1480000.0,selected,10000,99,0.007315353535353536,8.265890515702872e-05
truth,1480000.0,selected,20000,99,0.04608939393939394,0.0006001230173171744
truth,1480000.0,selected,30000,99,0.10030707070707073,0.0016365770565478003
truth,1480000.0,selected,40000,99,0.1542231313131313,0.0026734255202832654
truth,1480000.0,selected,50000,99,0.196930101010101,0.003658296916956139
truth,1530000.0,neutral,5000,1000,0.0026672400000000004,1.3748046813681979e-05
truth,1530000.0,neutral,10000,1000,0.00741798,2.762503324997206e-05
truth,1530000.0,neutral,20000,1000,0.04601106,0.00019857398949939465
truth,1530000.0,neutral,30000,1000,0.10179076999999999,0.0005683605917631599
truth,1530000.0,neutral,40000,1000,0.15724244,0.0009922541505812642
truth,1530000.0,neutral,50000,1000,0.20470511000000002,0.00136543527018492
truth,1530000.0,selected,5000,99,0.0025468686868686872,3.80382816819819e-05
truth,1530000.0,selected,10000,99,0.007364949494949495,8.303600311667544e-05
