attempt	seed	accepted	focal_allele_outcome	population_allele_frequency	ancestry_seconds	slim_seconds	used_for_rejection_decision
368	913921	False	lost	0.0	5.370000144466758e-05	0.5915000000386499	True
369	913931	False	lost	0.0	4.870002157986164e-05	0.8094096000422724	True
370	913941	False	lost	0.0	5.720002809539437e-05	0.6284503000206314	True
371	913951	False	lost	0.0	5.909998435527086e-05	0.5426327000022866	True
372	913961	False	lost	0.0	5.819997750222683e-05	0.5478827999904752	True
373	913971	False	lost	0.0	4.309997893869877e-05	0.5858291999902576	True
374	913981	False	lost	0.0	9.670003782957792e-05	0.5914525000262074	True
375	913991	False	lost	0.0	5.470000905916095e-05	0.5336463000276126	True
376	914001	False	lost	0.0	0.00042459997348487377	0.5604819000000134	True
377	914011	False	segregating	0.051175	3.819999983534217e-05	2.675729600014165	True
378	914021	False	lost	0.0	5.9699988923966885e-05	0.5247017999645323	True
379	914031	False	lost	0.0	0.00012169999536126852	0.5777605000184849	True
