# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	23
0	1
8	9
10	11
18	19
26	27
52	53
54	55
62	63
68	69
90	91
94	95
110	111
122	123
140	141
152	153
154	155
164	165
178	179
180	181
182	183
184	185
188	189
194	195
