# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	36
2	3
4	5
6	7
12	13
14	15
18	19
22	23
24	25
28	29
34	35
38	39
40	41
46	47
50	51
54	55
56	57
70	71
80	81
84	85
90	91
106	107
112	113
116	117
118	119
120	121
130	131
144	145
148	149
156	157
162	163
170	171
182	183
184	185
188	189
190	191
198	199
