# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	22
6	7
8	9
32	33
38	39
44	45
58	59
68	69
84	85
92	93
110	111
112	113
118	119
130	131
134	135
136	137
142	143
152	153
170	171
172	173
174	175
178	179
192	193
