arm_id	mode	replicate_index	seed	placement_frequency	placement_carrier_genomes	census_af	census_state	sample_af	sample_carrier_diploids	sample_hom_carrier_diploids	allele_present	focal_mean_tmrca_generations	focal_median_tmrca_generations
chb_nea_selection	neutral	0	41260822					0.0	0	0	False	10596.9	8840.0
chb_nea_selection	neutral	1	41260823					0.0	0	0	False	7927.154930520074	11725.0
chb_nea_selection	neutral	2	41260824					0.0	0	0	False	6721.44989166956	1465.0
chb_nea_selection	neutral	3	41260825					0.0	0	0	False	10377.771822062987	15785.0
chb_nea_selection	neutral	4	41260826					0.0	0	0	False	10786.999998	13375.0
chb_nea_selection	neutral	5	41260827					0.0	0	0	False	9588.9	8060.0
chb_nea_selection	neutral	6	41260828					0.0	0	0	False	16417.591357074667	2970.0
chb_nea_selection	neutral	7	41260829					0.0	0	0	False	21643.397204183326	38568.81804741829
chb_nea_selection	neutral	8	41260830					0.0	0	0	False	2427.247950321321	1780.0
chb_nea_selection	neutral	9	41260831					0.0	0	0	False	5450.469332361328	6575.0
chb_nea_selection	neutral	10	41260832					0.0	0	0	False	7206.093771394832	7500.0
chb_nea_selection	neutral	11	41260833					0.0	0	0	False	19023.44406122732	21966.079592659804
chb_nea_selection	neutral	12	41260834					0.0	0	0	False	14718.314913136408	11425.0
chb_nea_selection	neutral	13	41260835					0.0	0	0	False	10930.5	13705.0
chb_nea_selection	neutral	14	41260836					0.0	0	0	False	7952.4647086435025	11925.0
chb_nea_selection	neutral	15	41260837					0.0	0	0	False	21361.094123948213	21589.353063239472
chb_nea_selection	neutral	16	41260838					0.0	0	0	False	5702.9	6910.0
chb_nea_selection	neutral	17	41260839					0.0	0	0	False	7708.6	6695.0
chb_nea_selection	neutral	18	41260840					0.0	0	0	False	9669.979413206222	15070.0
chb_nea_selection	neutral	19	41260841					0.0	0	0	False	7584.95	6267.5
chb_nea_selection	neutral	20	41260842					0.0	0	0	False	12978.268872952107	15360.0
chb_nea_selection	neutral	21	41260843					0.0	0	0	False	4949.155475553582	5465.0
chb_nea_selection	neutral	22	41260844					0.0	0	0	False	10215.05	10400.0
chb_nea_selection	neutral	23	41260845					0.0	0	0	False	10043.295993812972	11570.0
chb_nea_selection	neutral	24	41260846					0.0	0	0	False	6991.147571516268	4980.0
chb_nea_selection	neutral	25	41260847					0.0	0	0	False	14731.659542249006	14880.0
chb_nea_selection	neutral	26	41260848					0.0	0	0	False	5835.199776796598	1780.0
chb_nea_selection	neutral	27	41260849					0.0	0	0	False	7887.3	10780.0
chb_nea_selection	neutral	28	41260850					0.0	0	0	False	7582.3	9310.0
chb_nea_selection	neutral	29	41260851					0.0	0	0	False	6517.1	8835.0
chb_nea_selection	neutral	30	41260852					0.0	0	0	False	5619.0	7485.0
chb_nea_selection	neutral	31	41260853					0.0	0	0	False	5649.6842309162075	3670.0
chb_nea_selection	neutral	32	41260854					0.0	0	0	False	13723.04934088318	16270.0
chb_nea_selection	neutral	33	41260855					0.0	0	0	False	4772.65	5995.0
chb_nea_selection	neutral	34	41260856					0.0	0	0	False	2894.35	3605.0
chb_nea_selection	neutral	35	41260857					0.0	0	0	False	11906.475273661157	20697.972214455014
chb_nea_selection	neutral	36	41260858					0.0	0	0	False	5811.35	2715.0
chb_nea_selection	neutral	37	41260859					0.0	0	0	False	14374.094396943154	22654.292886364437
chb_nea_selection	neutral	38	41260860					0.0	0	0	False	4417.45	1760.0
chb_nea_selection	neutral	39	41260861					0.0	0	0	False	10975.102741893106	13725.0
chb_nea_selection	neutral	40	41260862					0.0	0	0	False	14001.840837823866	23281.019460605934
chb_nea_selection	neutral	41	41260863					0.0	0	0	False	9893.502853180176	1520.0
chb_nea_selection	neutral	42	41260864					0.0	0	0	False	26813.948056128353	18420.0
chb_nea_selection	neutral	43	41260865					0.0	0	0	False	14000.644089182439	12810.0
chb_nea_selection	neutral	44	41260866					0.0	0	0	False	12184.270292780237	15315.0
chb_nea_selection	neutral	45	41260867					0.0	0	0	False	23921.722787258113	23468.772060364376
chb_nea_selection	neutral	46	41260868					0.0	0	0	False	5668.05	2065.0
chb_nea_selection	neutral	47	41260869					0.0	0	0	False	9112.6	12425.0
chb_nea_selection	neutral	48	41260870					0.0	0	0	False	10705.583924252242	4102.5
chb_nea_selection	neutral	49	41260871					0.0	0	0	False	13910.246359306413	8155.0
chb_nea_selection	neutral	50	41260872					0.0	0	0	False	12005.25	11870.0
chb_nea_selection	neutral	51	41260873					0.0	0	0	False	18373.4969810747	19250.496981074702
chb_nea_selection	neutral	52	41260874					0.0	0	0	False	8214.399996	8360.0
chb_nea_selection	neutral	53	41260875					0.0	0	0	False	6506.742679417976	3240.0
