arm_id	mode	replicate_index	unit_id	seed	allele_present	estimator	genotype_class	n_pairs	threshold_years	value
chb_nea_selection	neutral	0	chb_nea_selection__neutral__rep000	41260822	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	1	chb_nea_selection__neutral__rep001	41260823	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	2	chb_nea_selection__neutral__rep002	41260824	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	3	chb_nea_selection__neutral__rep003	41260825	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_nea_selection	neutral	4	chb_nea_selection__neutral__rep004	41260826	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	5	chb_nea_selection__neutral__rep005	41260827	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	6	chb_nea_selection__neutral__rep006	41260828	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	7	chb_nea_selection__neutral__rep007	41260829	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	8	chb_nea_selection__neutral__rep008	41260830	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	9	chb_nea_selection__neutral__rep009	41260831	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	10	chb_nea_selection__neutral__rep010	41260832	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	11	chb_nea_selection__neutral__rep011	41260833	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	12	chb_nea_selection__neutral__rep012	41260834	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	13	chb_nea_selection__neutral__rep013	41260835	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	14	chb_nea_selection__neutral__rep014	41260836	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_nea_selection	neutral	15	chb_nea_selection__neutral__rep015	41260837	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	16	chb_nea_selection__neutral__rep016	41260838	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	17	chb_nea_selection__neutral__rep017	41260839	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	18	chb_nea_selection__neutral__rep018	41260840	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	19	chb_nea_selection__neutral__rep019	41260841	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	20	chb_nea_selection__neutral__rep020	41260842	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	21	chb_nea_selection__neutral__rep021	41260843	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	22	chb_nea_selection__neutral__rep022	41260844	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	23	chb_nea_selection__neutral__rep023	41260845	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	24	chb_nea_selection__neutral__rep024	41260846	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	25	chb_nea_selection__neutral__rep025	41260847	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	26	chb_nea_selection__neutral__rep026	41260848	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	27	chb_nea_selection__neutral__rep027	41260849	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	28	chb_nea_selection__neutral__rep028	41260850	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	29	chb_nea_selection__neutral__rep029	41260851	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	30	chb_nea_selection__neutral__rep030	41260852	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	31	chb_nea_selection__neutral__rep031	41260853	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	32	chb_nea_selection__neutral__rep032	41260854	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	33	chb_nea_selection__neutral__rep033	41260855	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_nea_selection	neutral	34	chb_nea_selection__neutral__rep034	41260856	False	gamma_smc_frac	overall	100	1000.0	0.01
chb_nea_selection	neutral	35	chb_nea_selection__neutral__rep035	41260857	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	36	chb_nea_selection__neutral__rep036	41260858	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	37	chb_nea_selection__neutral__rep037	41260859	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	38	chb_nea_selection__neutral__rep038	41260860	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	39	chb_nea_selection__neutral__rep039	41260861	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	40	chb_nea_selection__neutral__rep040	41260862	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	41	chb_nea_selection__neutral__rep041	41260863	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	42	chb_nea_selection__neutral__rep042	41260864	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	43	chb_nea_selection__neutral__rep043	41260865	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	44	chb_nea_selection__neutral__rep044	41260866	False	gamma_smc_frac	overall	100	1000.0	0.0
chb_nea_selection	neutral	45	chb_nea_selection__neutral__rep045	41260867	False	gamma_smc_frac	overall	100	1000.0	0.0
