arm_id	estimator	genotype_class	conditioned_on_presence	threshold_years	n_selected	n_significant	power	median_p_value	median_observed	n_null
chb_nea_selection	gamma_smc_frac	overall	False	1000.0	100	0	0.0	1.0	0.0	100
chb_nea_selection	gamma_smc_frac	overall	False	4500.0	100	17	0.17	0.38613861386138615	0.01	100
chb_nea_selection	gamma_smc_frac	overall	False	10000.0	100	51	0.51	0.04950495049504951	0.12	100
chb_nea_selection	gamma_smc_frac	overall	False	20000.0	100	28	0.28	0.13366336633663367	0.295	100
chb_nea_selection	gamma_smc_frac	overall	False	30000.0	100	21	0.21	0.2524752475247525	0.365	100
chb_nea_selection	gamma_smc_frac	overall	False	40000.0	100	24	0.24	0.3564356435643564	0.41	100
chb_nea_selection	gamma_smc_frac	overall	False	50000.0	100	18	0.18	0.32673267326732675	0.45	100
chb_nea_selection	gamma_smc_frac	overall	True	1000.0	0	0				0
chb_nea_selection	gamma_smc_frac	overall	True	4500.0	0	0				0
chb_nea_selection	gamma_smc_frac	overall	True	10000.0	0	0				0
chb_nea_selection	gamma_smc_frac	overall	True	20000.0	0	0				0
chb_nea_selection	gamma_smc_frac	overall	True	30000.0	0	0				0
chb_nea_selection	gamma_smc_frac	overall	True	40000.0	0	0				0
chb_nea_selection	gamma_smc_frac	overall	True	50000.0	0	0				0
chb_nea_selection	gamma_smc_meanp	overall	False	1000.0	100	30	0.3	0.1782178217821782	0.01795887994	100
chb_nea_selection	gamma_smc_meanp	overall	False	4500.0	100	33	0.33	0.16831683168316833	0.08323167316999999	100
chb_nea_selection	gamma_smc_meanp	overall	False	10000.0	100	34	0.34	0.1782178217821782	0.17262338425	100
chb_nea_selection	gamma_smc_meanp	overall	False	20000.0	100	29	0.29	0.25742574257425743	0.2747081497	100
chb_nea_selection	gamma_smc_meanp	overall	False	30000.0	100	26	0.26	0.31683168316831684	0.34687528285	100
chb_nea_selection	gamma_smc_meanp	overall	False	40000.0	100	21	0.21	0.3712871287128713	0.39262043775	100
chb_nea_selection	gamma_smc_meanp	overall	False	50000.0	100	18	0.18	0.4653465346534653	0.4245797211	100
chb_nea_selection	gamma_smc_meanp	overall	True	1000.0	0	0				0
chb_nea_selection	gamma_smc_meanp	overall	True	4500.0	0	0				0
chb_nea_selection	gamma_smc_meanp	overall	True	10000.0	0	0				0
chb_nea_selection	gamma_smc_meanp	overall	True	20000.0	0	0				0
chb_nea_selection	gamma_smc_meanp	overall	True	30000.0	0	0				0
chb_nea_selection	gamma_smc_meanp	overall	True	40000.0	0	0				0
chb_nea_selection	gamma_smc_meanp	overall	True	50000.0	0	0				0
chb_nea_selection	tree_truth	any_carrier	False	1000.0	0	0				0
chb_nea_selection	tree_truth	any_carrier	False	4500.0	0	0				0
chb_nea_selection	tree_truth	any_carrier	False	10000.0	0	0				0
chb_nea_selection	tree_truth	any_carrier	False	20000.0	0	0				0
chb_nea_selection	tree_truth	any_carrier	False	30000.0	0	0				0
chb_nea_selection	tree_truth	any_carrier	False	40000.0	0	0				0
chb_nea_selection	tree_truth	any_carrier	False	50000.0	0	0				0
chb_nea_selection	tree_truth	any_carrier	True	1000.0	0	0				0
