arm_id	estimator	genotype_class	conditioned_on_presence	threshold_years	n_selected	n_significant	power	median_p_value	median_observed	n_null	arm_label
eas_phlash	gamma_smc_frac	overall	False	10000.0	100	51	0.51	0.0297029702970297	0.12	100	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	False	20000.0	100	60	0.6	0.0198019801980198	0.35	100	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	False	30000.0	100	60	0.6	0.0396039603960396	0.5	100	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	False	40000.0	100	51	0.51	0.0495049504950495	0.56	100	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	False	50000.0	100	48	0.48	0.0792079207920792	0.58	100	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	False	75000.0	100	45	0.45	0.1386138613861386	0.65	100	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	False	100000.0	100	38	0.38	0.1534653465346534	0.725	100	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	False	150000.0	100	28	0.28	0.1683168316831683	0.79	100	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	False	200000.0	100	7	0.07	0.2029702970297029	0.825	100	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	1000.0	65	0	0.0	1.0	0.0	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	4500.0	65	0	0.0	0.3333333333333333	0.02	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	10000.0	65	0	0.0	0.0555555555555555	0.18	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	20000.0	65	0	0.0	0.0555555555555555	0.47	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	30000.0	65	0	0.0	0.0555555555555555	0.66	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	40000.0	65	0	0.0	0.0555555555555555	0.77	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	50000.0	65	0	0.0	0.0555555555555555	0.81	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	75000.0	65	0	0.0	0.0555555555555555	0.86	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	100000.0	65	0	0.0	0.0555555555555555	0.88	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	150000.0	65	0	0.0	0.1111111111111111	0.9	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_frac	overall	True	200000.0	65	0	0.0	0.1111111111111111	0.92	17	EAS (PHLASH median, custom demography)
eas_phlash	gamma_smc_meanp	overall	False	1000.0	100	51	0.51	0.0396039603960396	0.0219360431999999	100	EAS (PHLASH median, custom demography)
