scenario_id	mode	replicate_index	status	elapsed_seconds	error
pulse_s0p003	neutral	122	completed	241.3031446959999	
pulse_s0p003	neutral	123	completed	239.65454808200002	
pulse_s0p003	neutral	124	completed	241.15391465699986	
pulse_s0p003	neutral	125	completed	242.84765494500016	
pulse_s0p003	neutral	126	completed	238.52585981000038	
pulse_s0p003	neutral	127	completed	239.61538707399995	
pulse_s0p003	neutral	128	completed	239.511477432	
pulse_s0p003	neutral	129	completed	238.50693965000028	
pulse_s0p003	neutral	130	completed	241.34839804199964	
pulse_s0p003	neutral	131	completed	235.4867532850003	
pulse_s0p003	neutral	132	completed	237.18995321099965	
pulse_s0p003	neutral	133	completed	237.53557404999992	
pulse_s0p003	neutral	134	completed	242.14177623900014	
pulse_s0p003	neutral	135	completed	242.44670691400006	
pulse_s0p003	neutral	136	completed	244.0257690049998	
pulse_s0p003	neutral	137	completed	240.769023242	
pulse_s0p003	neutral	138	completed	241.09480269899996	
pulse_s0p003	neutral	139	completed	241.83330585600015	
pulse_s0p003	neutral	140	completed	240.84701679700038	
pulse_s0p003	neutral	141	completed	243.113767328	
pulse_s0p003	neutral	142	completed	259.15199738399997	
pulse_s0p003	neutral	143	completed	260.91651923400013	
pulse_s0p003	neutral	144	completed	268.23359666900024	
pulse_s0p003	neutral	145	completed	257.97525779199987	
pulse_s0p003	neutral	146	completed	260.4155953459999	
pulse_s0p003	neutral	147	completed	269.9273301610001	
pulse_s0p003	neutral	148	completed	266.85950588800006	
pulse_s0p003	neutral	149	completed	265.00377931799994	
pulse_s0p003	neutral	150	completed	266.25531017000003	
pulse_s0p003	neutral	151	completed	266.31175350800004	
pulse_s0p003	neutral	152	completed	270.27159968199976	
pulse_s0p003	neutral	153	completed	263.5934052910002	
pulse_s0p003	neutral	154	completed	264.17366671599984	
pulse_s0p003	neutral	155	completed	268.41050115400003	
pulse_s0p003	neutral	156	completed	264.8942872069997	
pulse_s0p003	neutral	157	completed	268.81445628899974	
pulse_s0p003	neutral	158	completed	271.19096369499994	
pulse_s0p003	neutral	159	completed	266.43255323099993	
pulse_s0p003	neutral	160	completed	270.30221871699996	
pulse_s0p003	neutral	161	completed	257.3098863760001	
pulse_s0p003	neutral	162	completed	250.07594328100004	
pulse_s0p003	neutral	163	completed	252.65917470500017	
pulse_s0p003	neutral	164	completed	254.06128299500006	
pulse_s0p003	neutral	165	completed	242.11152339799992	
pulse_s0p003	neutral	166	completed	258.20527712700004	
pulse_s0p003	neutral	167	completed	256.15834732999974	
pulse_s0p003	neutral	168	completed	256.570743237	
pulse_s0p003	neutral	169	completed	257.3279081640003	
pulse_s0p003	neutral	170	completed	259.02596298900016	
pulse_s0p003	neutral	171	completed	261.64569216400014	
pulse_s0p003	neutral	172	completed	256.1519575289999	
pulse_s0p003	neutral	173	completed	252.30222768399972	
pulse_s0p003	neutral	174	completed	252.68628004099992	
pulse_s0p003	neutral	175	completed	259.3451615079998	
pulse_s0p003	neutral	176	completed	249.63241159200015	
pulse_s0p003	neutral	177	completed	252.39800850100028	
pulse_s0p003	neutral	178	completed	254.44409217500015	
pulse_s0p003	neutral	179	completed	253.11935143600022	
pulse_s0p003	neutral	180	completed	251.01387885600025	
pulse_s0p003	neutral	181	completed	253.13859859499962	
pulse_s0p003	neutral	182	completed	250.25551456499988	
pulse_s0p003	neutral	183	completed	255.01712125199992	
pulse_s0p003	neutral	184	completed	253.66483310600006	
pulse_s0p003	neutral	185	completed	258.0154602550001	
pulse_s0p003	neutral	186	completed	261.7602625080003	
pulse_s0p003	neutral	187	completed	257.67819935499983	
pulse_s0p003	neutral	188	completed	259.74067428599983	
pulse_s0p003	neutral	189	completed	257.3710340399998	
pulse_s0p003	neutral	190	completed	258.92163528599986	
pulse_s0p003	neutral	191	completed	258.5382801999999	
pulse_s0p003	neutral	192	completed	260.94252939900025	
pulse_s0p003	neutral	193	completed	261.7195204049999	
pulse_s0p003	neutral	194	completed	264.3180077650004	
pulse_s0p003	neutral	195	completed	258.4640023830002	
pulse_s0p003	neutral	196	completed	257.972005006	
pulse_s0p003	neutral	197	completed	259.30329334299995	
pulse_s0p003	neutral	198	completed	259.49488132399983	
pulse_s0p003	neutral	199	completed	257.95969662900006	
pulse_s0p003	neutral	200	completed	258.443529917	
pulse_s0p003	neutral	201	completed	259.54230437199976	
pulse_s0p003	neutral	202	completed	241.77487537800016	
pulse_s0p003	neutral	203	completed	242.43634329999986	
pulse_s0p003	neutral	204	completed	250.04846601999998	
pulse_s0p003	neutral	205	completed	246.46945249600003	
pulse_s0p003	neutral	206	completed	260.806349897	
pulse_s0p003	neutral	207	completed	253.505351538	
pulse_s0p003	neutral	208	completed	252.670245066	
pulse_s0p003	neutral	209	completed	267.0362254669999	
pulse_s0p003	neutral	210	completed	258.6383807540001	
pulse_s0p003	neutral	211	completed	259.33037699099987	
pulse_s0p003	neutral	212	completed	252.22100824599966	
pulse_s0p003	neutral	213	completed	244.74674282599972	
pulse_s0p003	neutral	214	completed	252.43254991000003	
pulse_s0p003	neutral	215	completed	252.34587008100016	
pulse_s0p003	neutral	216	completed	251.13226397800008	
pulse_s0p003	neutral	217	completed	258.4736857939997	
pulse_s0p003	neutral	218	completed	256.78667964199985	
pulse_s0p003	neutral	219	completed	250.15349463099983	
pulse_s0p003	neutral	220	completed	259.41758506600036	
pulse_s0p003	neutral	221	completed	254.5428022430001	
pulse_s0p003	neutral	222	completed	233.7808737790001	
pulse_s0p003	neutral	223	completed	236.730783556	
pulse_s0p003	neutral	224	completed	242.7636959739998	
pulse_s0p003	neutral	225	completed	237.9000479199999	
pulse_s0p003	neutral	226	completed	240.95184118099996	
pulse_s0p003	neutral	227	completed	249.83581685199988	
pulse_s0p003	neutral	228	completed	256.61184189200003	
