attempt_zero_based	seed	status	timeout_seconds	elapsed_seconds	error	accepted	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	rejection_reason	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	11073317	timed_out	300.0	305.2044497339998	SLiM draw exceeded 300.000 wall-clock seconds	False												draw_timeout	11073317	1033545724	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	7fb41b3be80d0aa1a4270d6b299051e7e6ff2fdfa081438d6a5b63a36157df8a	timed_out	432	{'pid': 432, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312734}	1786658280965687916	681	681	681	{'pid': 681, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 338377}	True	682	{'pid': 682, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 338382}	True	300.0	5.0	True	True	True	2	True	.han_v3_attempt_000_seed_11073317_v6tfbkf5	False	False	True	305.01449999199986	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	1782743272	complete	300.0	191.57754655699955		False	136.0	0.136	275.0	325.0	False	0.0						candidate_pool_af_outside_prespecified_band	1782743272	2000050875	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	2d777730ffe1e2bf3212365fb0a29cba7ce79d20bc933c9f7726e18fdc25b2ce	complete	432	{'pid': 432, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312734}	1786658586348905330	956	956	956	{'pid': 956, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 368916}	True	957	{'pid': 957, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 368923}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_001_seed_1782743272_cf0vs9p8	True	True	True	189.73609522699962	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
