# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_ref
# n_pairs	19
6	7
20	21
32	33
38	39
44	45
46	47
60	61
84	85
88	89
102	103
116	117
136	137
140	141
154	155
166	167
168	169
186	187
188	189
192	193
