# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	33
12	13
14	15
16	17
18	19
26	27
28	29
34	35
36	37
42	43
48	49
56	57
58	59
68	69
80	81
92	93
98	99
104	105
110	111
112	113
118	119
124	125
130	131
138	139
150	151
162	163
164	165
172	173
174	175
178	179
180	181
190	191
194	195
198	199
