haplotypes,source,method,cutoff_years,fold,selected_target,threshold,fit_neutral_n,calibration_neutral_n,training_selected_n,onset_years
400,prob80,maximum_frac_recent,30000,2,0.7,0.1628,400,400,80,10000
400,prob80,maximum_frac_recent,40000,2,0.7,0.2687,400,400,80,10000
400,prob80,maximum_frac_recent,50000,2,0.7,0.3659,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,5000,2,0.7,2.1187565627835063,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,10000,2,0.7,2.923573379178742,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,20000,2,0.7,3.4176701978414825,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,30000,2,0.7,4.007177326267138,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,40000,2,0.7,4.145868717644483,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,50000,2,0.7,4.259673686181353,400,400,80,10000
400,prob80,maximum_frac_recent,5000,3,0.7,0.0032,400,400,80,10000
400,prob80,maximum_frac_recent,10000,3,0.7,0.0124,400,400,80,10000
400,prob80,maximum_frac_recent,20000,3,0.7,0.069,400,400,80,10000
400,prob80,maximum_frac_recent,30000,3,0.7,0.1659,400,400,80,10000
400,prob80,maximum_frac_recent,40000,3,0.7,0.2713,400,400,80,10000
400,prob80,maximum_frac_recent,50000,3,0.7,0.3666,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,5000,3,0.7,2.1066622226370937,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,10000,3,0.7,2.9437995516544415,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,20000,3,0.7,3.5962300397657097,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,30000,3,0.7,4.182368284252856,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,40000,3,0.7,4.520203721622587,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,50000,3,0.7,4.629886463071367,400,400,80,10000
400,prob80,maximum_frac_recent,5000,4,0.7,0.0032,400,400,80,10000
400,prob80,maximum_frac_recent,10000,4,0.7,0.0124,400,400,80,10000
400,prob80,maximum_frac_recent,20000,4,0.7,0.0686,400,400,80,10000
400,prob80,maximum_frac_recent,30000,4,0.7,0.1668,400,400,80,10000
400,prob80,maximum_frac_recent,40000,4,0.7,0.2685,400,400,80,10000
400,prob80,maximum_frac_recent,50000,4,0.7,0.3635,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,5000,4,0.7,1.901552298918696,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,10000,4,0.7,3.022401614835702,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,20000,4,0.7,3.5807599321358135,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,30000,4,0.7,4.0412816623216665,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,40000,4,0.7,4.2806423470470065,400,400,80,10000
400,prob80,maximum_standardized_frac_recent,50000,4,0.7,4.357106232877627,400,400,80,10000
400,prob90,maximum_frac_recent,5000,0,0.7,0.0021,400,400,80,50000
400,prob90,maximum_frac_recent,10000,0,0.7,0.0058,400,400,80,50000
400,prob90,maximum_frac_recent,20000,0,0.7,0.0322,400,400,80,50000
400,prob90,maximum_frac_recent,30000,0,0.7,0.0845,400,400,80,50000
400,prob90,maximum_frac_recent,40000,0,0.7,0.1548,400,400,80,50000
400,prob90,maximum_frac_recent,50000,0,0.7,0.2309,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,5000,0,0.7,1.5833592890751045,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,10000,0,0.7,2.5391507408936764,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,20000,0,0.7,3.6647960682021714,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,30000,0,0.7,3.855975558744343,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,40000,0,0.7,4.2149557164427796,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,50000,0,0.7,4.47048471402831,400,400,80,50000
400,prob90,maximum_frac_recent,5000,1,0.7,0.0021,400,400,80,50000
400,prob90,maximum_frac_recent,10000,1,0.7,0.0058,400,400,80,50000
400,prob90,maximum_frac_recent,20000,1,0.7,0.0327,400,400,80,50000
400,prob90,maximum_frac_recent,30000,1,0.7,0.0855,400,400,80,50000
400,prob90,maximum_frac_recent,40000,1,0.7,0.1556,400,400,80,50000
400,prob90,maximum_frac_recent,50000,1,0.7,0.2294,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,5000,1,0.7,1.5740459586559252,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,10000,1,0.7,2.5765796531446146,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,20000,1,0.7,3.699177426280654,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,30000,1,0.7,3.9787221789090346,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,40000,1,0.7,4.538544229447754,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,50000,1,0.7,4.457394659923583,400,400,80,50000
400,prob90,maximum_frac_recent,5000,2,0.7,0.0021,400,400,80,50000
400,prob90,maximum_frac_recent,10000,2,0.7,0.0058,400,400,80,50000
400,prob90,maximum_frac_recent,20000,2,0.7,0.0306,400,400,80,50000
400,prob90,maximum_frac_recent,30000,2,0.7,0.0815,400,400,80,50000
400,prob90,maximum_frac_recent,40000,2,0.7,0.1534,400,400,80,50000
400,prob90,maximum_frac_recent,50000,2,0.7,0.2316,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,5000,2,0.7,1.6312248511063527,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,10000,2,0.7,2.624495147659542,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,20000,2,0.7,3.193045572824215,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,30000,2,0.7,3.5958026348899668,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,40000,2,0.7,4.222910330408963,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,50000,2,0.7,4.591686703599506,400,400,80,50000
400,prob90,maximum_frac_recent,5000,3,0.7,0.0021,400,400,80,50000
400,prob90,maximum_frac_recent,10000,3,0.7,0.0058,400,400,80,50000
400,prob90,maximum_frac_recent,20000,3,0.7,0.0311,400,400,80,50000
400,prob90,maximum_frac_recent,30000,3,0.7,0.0868,400,400,80,50000
400,prob90,maximum_frac_recent,40000,3,0.7,0.1556,400,400,80,50000
400,prob90,maximum_frac_recent,50000,3,0.7,0.2489,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,5000,3,0.7,1.5993908753043684,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,10000,3,0.7,2.615154210869817,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,20000,3,0.7,3.375085163539026,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,30000,3,0.7,4.164695547401483,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,40000,3,0.7,4.602063105651877,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,50000,3,0.7,4.771326468194751,400,400,80,50000
400,prob90,maximum_frac_recent,5000,4,0.7,0.0021,400,400,80,50000
400,prob90,maximum_frac_recent,10000,4,0.7,0.0058,400,400,80,50000
400,prob90,maximum_frac_recent,20000,4,0.7,0.0321,400,400,80,50000
400,prob90,maximum_frac_recent,30000,4,0.7,0.0868,400,400,80,50000
400,prob90,maximum_frac_recent,40000,4,0.7,0.1567,400,400,80,50000
400,prob90,maximum_frac_recent,50000,4,0.7,0.2328,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,5000,4,0.7,1.6005078526521648,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,10000,4,0.7,2.507412395952639,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,20000,4,0.7,3.543038415416738,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,30000,4,0.7,3.9773336286627536,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,40000,4,0.7,4.544579932484149,400,400,80,50000
400,prob90,maximum_standardized_frac_recent,50000,4,0.7,4.738574637643454,400,400,80,50000
400,prob90,maximum_frac_recent,5000,0,0.7,0.0021,400,400,80,10000
400,prob90,maximum_frac_recent,10000,0,0.7,0.0057,400,400,80,10000
400,prob90,maximum_frac_recent,20000,0,0.7,0.0298,400,400,80,10000
400,prob90,maximum_frac_recent,30000,0,0.7,0.0805,400,400,80,10000
400,prob90,maximum_frac_recent,40000,0,0.7,0.1478,400,400,80,10000
400,prob90,maximum_frac_recent,50000,0,0.7,0.2274,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,5000,0,0.7,1.5868362800409122,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,10000,0,0.7,2.580666324494964,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,20000,0,0.7,3.2012483902531597,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,30000,0,0.7,3.624550249537338,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,40000,0,0.7,3.647489921362589,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,50000,0,0.7,4.111775903187758,400,400,80,10000
400,prob90,maximum_frac_recent,5000,1,0.7,0.0021,400,400,80,10000
400,prob90,maximum_frac_recent,10000,1,0.7,0.0057,400,400,80,10000
400,prob90,maximum_frac_recent,20000,1,0.7,0.0303,400,400,80,10000
400,prob90,maximum_frac_recent,30000,1,0.7,0.0822,400,400,80,10000
400,prob90,maximum_frac_recent,40000,1,0.7,0.1553,400,400,80,10000
400,prob90,maximum_frac_recent,50000,1,0.7,0.2283,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,5000,1,0.7,1.6359474319678136,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,10000,1,0.7,2.474118811383111,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,20000,1,0.7,3.2949005934005133,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,30000,1,0.7,3.8033010445828626,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,40000,1,0.7,4.032898512500462,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,50000,1,0.7,4.317830737954145,400,400,80,10000
400,prob90,maximum_frac_recent,5000,2,0.7,0.0021,400,400,80,10000
400,prob90,maximum_frac_recent,10000,2,0.7,0.0056,400,400,80,10000
400,prob90,maximum_frac_recent,20000,2,0.7,0.0298,400,400,80,10000
400,prob90,maximum_frac_recent,30000,2,0.7,0.0797,400,400,80,10000
400,prob90,maximum_frac_recent,40000,2,0.7,0.1478,400,400,80,10000
400,prob90,maximum_frac_recent,50000,2,0.7,0.2278,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,5000,2,0.7,1.7059467506690076,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,10000,2,0.7,2.3762702233208457,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,20000,2,0.7,3.0833273163774466,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,30000,2,0.7,3.322171961982163,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,40000,2,0.7,3.8144865863399433,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,50000,2,0.7,4.087334035797177,400,400,80,10000
400,prob90,maximum_frac_recent,5000,3,0.7,0.0021,400,400,80,10000
400,prob90,maximum_frac_recent,10000,3,0.7,0.0057,400,400,80,10000
400,prob90,maximum_frac_recent,20000,3,0.7,0.0297,400,400,80,10000
400,prob90,maximum_frac_recent,30000,3,0.7,0.0802,400,400,80,10000
400,prob90,maximum_frac_recent,40000,3,0.7,0.1487,400,400,80,10000
400,prob90,maximum_frac_recent,50000,3,0.7,0.2284,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,5000,3,0.7,1.7090839958281996,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,10000,3,0.7,2.431696834792115,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,20000,3,0.7,3.154967310504166,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,30000,3,0.7,3.60791823718568,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,40000,3,0.7,3.7688047972106338,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,50000,3,0.7,4.26067610423011,400,400,80,10000
400,prob90,maximum_frac_recent,5000,4,0.7,0.0021,400,400,80,10000
400,prob90,maximum_frac_recent,10000,4,0.7,0.0056,400,400,80,10000
400,prob90,maximum_frac_recent,20000,4,0.7,0.0304,400,400,80,10000
400,prob90,maximum_frac_recent,30000,4,0.7,0.0801,400,400,80,10000
400,prob90,maximum_frac_recent,40000,4,0.7,0.1512,400,400,80,10000
400,prob90,maximum_frac_recent,50000,4,0.7,0.2272,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,5000,4,0.7,1.492410280328741,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,10000,4,0.7,2.2872459126619837,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,20000,4,0.7,3.257962437074769,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,30000,4,0.7,3.569641981761133,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,40000,4,0.7,3.8201336945555853,400,400,80,10000
400,prob90,maximum_standardized_frac_recent,50000,4,0.7,4.08067605903158,400,400,80,10000
400,truth,maximum_frac_recent,5000,0,0.7,0.0038,400,400,80,50000
400,truth,maximum_frac_recent,10000,0,0.7,0.0105,400,400,80,50000
400,truth,maximum_frac_recent,20000,0,0.7,0.0743,400,400,80,50000
400,truth,maximum_frac_recent,30000,0,0.7,0.2101,400,400,80,50000
400,truth,maximum_frac_recent,40000,0,0.7,0.366,400,400,80,50000
400,truth,maximum_frac_recent,50000,0,0.7,0.5938,400,400,80,50000
400,truth,maximum_standardized_frac_recent,5000,0,0.7,2.0464173848771683,400,400,80,50000
400,truth,maximum_standardized_frac_recent,10000,0,0.7,2.6918902368269206,400,400,80,50000
400,truth,maximum_standardized_frac_recent,20000,0,0.7,3.5271590139128293,400,400,80,50000
400,truth,maximum_standardized_frac_recent,30000,0,0.7,4.472951572633132,400,400,80,50000
400,truth,maximum_standardized_frac_recent,40000,0,0.7,4.634369577716418,400,400,80,50000
400,truth,maximum_standardized_frac_recent,50000,0,0.7,6.119179524084616,400,400,80,50000
400,truth,maximum_frac_recent,5000,1,0.7,0.0038,400,400,80,50000
400,truth,maximum_frac_recent,10000,1,0.7,0.0105,400,400,80,50000
400,truth,maximum_frac_recent,20000,1,0.7,0.0755,400,400,80,50000
400,truth,maximum_frac_recent,30000,1,0.7,0.2101,400,400,80,50000
400,truth,maximum_frac_recent,40000,1,0.7,0.3675,400,400,80,50000
400,truth,maximum_frac_recent,50000,1,0.7,0.5938,400,400,80,50000
400,truth,maximum_standardized_frac_recent,5000,1,0.7,2.0900591487110587,400,400,80,50000
400,truth,maximum_standardized_frac_recent,10000,1,0.7,2.70017784397515,400,400,80,50000
400,truth,maximum_standardized_frac_recent,20000,1,0.7,3.4744093249981254,400,400,80,50000
400,truth,maximum_standardized_frac_recent,30000,1,0.7,4.378796713110486,400,400,80,50000
400,truth,maximum_standardized_frac_recent,40000,1,0.7,4.498451861686862,400,400,80,50000
400,truth,maximum_standardized_frac_recent,50000,1,0.7,5.931291532595979,400,400,80,50000
400,truth,maximum_frac_recent,5000,2,0.7,0.0038,400,400,80,50000
400,truth,maximum_frac_recent,10000,2,0.7,0.0105,400,400,80,50000
400,truth,maximum_frac_recent,20000,2,0.7,0.0753,400,400,80,50000
400,truth,maximum_frac_recent,30000,2,0.7,0.2101,400,400,80,50000
400,truth,maximum_frac_recent,40000,2,0.7,0.3599,400,400,80,50000
400,truth,maximum_frac_recent,50000,2,0.7,0.5784,400,400,80,50000
400,truth,maximum_standardized_frac_recent,5000,2,0.7,2.0908161796835727,400,400,80,50000
400,truth,maximum_standardized_frac_recent,10000,2,0.7,2.7709336498973145,400,400,80,50000
400,truth,maximum_standardized_frac_recent,20000,2,0.7,3.4631413813718743,400,400,80,50000
400,truth,maximum_standardized_frac_recent,30000,2,0.7,4.199344232920976,400,400,80,50000
400,truth,maximum_standardized_frac_recent,40000,2,0.7,4.428471535257512,400,400,80,50000
400,truth,maximum_standardized_frac_recent,50000,2,0.7,6.084759392545293,400,400,80,50000
400,truth,maximum_frac_recent,5000,3,0.7,0.0038,400,400,80,50000
400,truth,maximum_frac_recent,10000,3,0.7,0.0105,400,400,80,50000
400,truth,maximum_frac_recent,20000,3,0.7,0.0745,400,400,80,50000
400,truth,maximum_frac_recent,30000,3,0.7,0.2152,400,400,80,50000
400,truth,maximum_frac_recent,40000,3,0.7,0.3601,400,400,80,50000
400,truth,maximum_frac_recent,50000,3,0.7,0.6071,400,400,80,50000
400,truth,maximum_standardized_frac_recent,5000,3,0.7,2.043901744667191,400,400,80,50000
400,truth,maximum_standardized_frac_recent,10000,3,0.7,2.6790708432829895,400,400,80,50000
400,truth,maximum_standardized_frac_recent,20000,3,0.7,3.3483707660109907,400,400,80,50000
400,truth,maximum_standardized_frac_recent,30000,3,0.7,4.707608678930292,400,400,80,50000
400,truth,maximum_standardized_frac_recent,40000,3,0.7,4.802741067048086,400,400,80,50000
400,truth,maximum_standardized_frac_recent,50000,3,0.7,6.3382154889659965,400,400,80,50000
400,truth,maximum_frac_recent,5000,4,0.7,0.0038,400,400,80,50000
400,truth,maximum_frac_recent,10000,4,0.7,0.0105,400,400,80,50000
400,truth,maximum_frac_recent,20000,4,0.7,0.0752,400,400,80,50000
400,truth,maximum_frac_recent,30000,4,0.7,0.2103,400,400,80,50000
400,truth,maximum_frac_recent,40000,4,0.7,0.366,400,400,80,50000
400,truth,maximum_frac_recent,50000,4,0.7,0.5784,400,400,80,50000
400,truth,maximum_standardized_frac_recent,5000,4,0.7,2.084820179561205,400,400,80,50000
400,truth,maximum_standardized_frac_recent,10000,4,0.7,2.739009714453462,400,400,80,50000
400,truth,maximum_standardized_frac_recent,20000,4,0.7,3.4464013360591417,400,400,80,50000
400,truth,maximum_standardized_frac_recent,30000,4,0.7,4.415590065232264,400,400,80,50000
400,truth,maximum_standardized_frac_recent,40000,4,0.7,4.641967177324913,400,400,80,50000
400,truth,maximum_standardized_frac_recent,50000,4,0.7,5.808339293879242,400,400,80,50000
400,truth,maximum_frac_recent,5000,0,0.7,0.0039,400,400,80,10000
400,truth,maximum_frac_recent,10000,0,0.7,0.0106,400,400,80,10000
400,truth,maximum_frac_recent,20000,0,0.7,0.0734,400,400,80,10000
400,truth,maximum_frac_recent,30000,0,0.7,0.1957,400,400,80,10000
400,truth,maximum_frac_recent,40000,0,0.7,0.3334,400,400,80,10000
400,truth,maximum_frac_recent,50000,0,0.7,0.4783,400,400,80,10000
400,truth,maximum_standardized_frac_recent,5000,0,0.7,2.139645492953923,400,400,80,10000
400,truth,maximum_standardized_frac_recent,10000,0,0.7,2.8661270787145208,400,400,80,10000
400,truth,maximum_standardized_frac_recent,20000,0,0.7,3.47096438124694,400,400,80,10000
400,truth,maximum_standardized_frac_recent,30000,0,0.7,3.882559379465085,400,400,80,10000
400,truth,maximum_standardized_frac_recent,40000,0,0.7,3.938133932141416,400,400,80,10000
400,truth,maximum_standardized_frac_recent,50000,0,0.7,4.4740498989256725,400,400,80,10000
400,truth,maximum_frac_recent,5000,1,0.7,0.0038,400,400,80,10000
400,truth,maximum_frac_recent,10000,1,0.7,0.0106,400,400,80,10000
400,truth,maximum_frac_recent,20000,1,0.7,0.0711,400,400,80,10000
400,truth,maximum_frac_recent,30000,1,0.7,0.2045,400,400,80,10000
400,truth,maximum_frac_recent,40000,1,0.7,0.3351,400,400,80,10000
400,truth,maximum_frac_recent,50000,1,0.7,0.4804,400,400,80,10000
400,truth,maximum_standardized_frac_recent,5000,1,0.7,2.0793512061764536,400,400,80,10000
400,truth,maximum_standardized_frac_recent,10000,1,0.7,2.8318001572161253,400,400,80,10000
400,truth,maximum_standardized_frac_recent,20000,1,0.7,2.9745971450522632,400,400,80,10000
400,truth,maximum_standardized_frac_recent,30000,1,0.7,4.207248047628506,400,400,80,10000
400,truth,maximum_standardized_frac_recent,40000,1,0.7,3.9835331405024705,400,400,80,10000
400,truth,maximum_standardized_frac_recent,50000,1,0.7,4.462654427683095,400,400,80,10000
400,truth,maximum_frac_recent,5000,2,0.7,0.0039,400,400,80,10000
400,truth,maximum_frac_recent,10000,2,0.7,0.0106,400,400,80,10000
400,truth,maximum_frac_recent,20000,2,0.7,0.0717,400,400,80,10000
400,truth,maximum_frac_recent,30000,2,0.7,0.202,400,400,80,10000
400,truth,maximum_frac_recent,40000,2,0.7,0.3395,400,400,80,10000
400,truth,maximum_frac_recent,50000,2,0.7,0.4779,400,400,80,10000
400,truth,maximum_standardized_frac_recent,5000,2,0.7,2.1306850307061844,400,400,80,10000
400,truth,maximum_standardized_frac_recent,10000,2,0.7,2.813263143205295,400,400,80,10000
400,truth,maximum_standardized_frac_recent,20000,2,0.7,3.091603521504294,400,400,80,10000
400,truth,maximum_standardized_frac_recent,30000,2,0.7,4.090821796942334,400,400,80,10000
400,truth,maximum_standardized_frac_recent,40000,2,0.7,4.018043918600466,400,400,80,10000
400,truth,maximum_standardized_frac_recent,50000,2,0.7,4.40391267001267,400,400,80,10000
400,truth,maximum_frac_recent,5000,3,0.7,0.0038,400,400,80,10000
400,truth,maximum_frac_recent,10000,3,0.7,0.0106,400,400,80,10000
400,truth,maximum_frac_recent,20000,3,0.7,0.0717,400,400,80,10000
400,truth,maximum_frac_recent,30000,3,0.7,0.2032,400,400,80,10000
400,truth,maximum_frac_recent,40000,3,0.7,0.336,400,400,80,10000
400,truth,maximum_frac_recent,50000,3,0.7,0.479,400,400,80,10000
400,truth,maximum_standardized_frac_recent,5000,3,0.7,2.0112294429093414,400,400,80,10000
400,truth,maximum_standardized_frac_recent,10000,3,0.7,2.7631984032558323,400,400,80,10000
400,truth,maximum_standardized_frac_recent,20000,3,0.7,3.067981231587589,400,400,80,10000
400,truth,maximum_standardized_frac_recent,30000,3,0.7,4.265620639019832,400,400,80,10000
400,truth,maximum_standardized_frac_recent,40000,3,0.7,4.132555220695375,400,400,80,10000
400,truth,maximum_standardized_frac_recent,50000,3,0.7,4.441451775305561,400,400,80,10000
400,truth,maximum_frac_recent,5000,4,0.7,0.0038,400,400,80,10000
400,truth,maximum_frac_recent,10000,4,0.7,0.0106,400,400,80,10000
400,truth,maximum_frac_recent,20000,4,0.7,0.073,400,400,80,10000
400,truth,maximum_frac_recent,30000,4,0.7,0.2018,400,400,80,10000
400,truth,maximum_frac_recent,40000,4,0.7,0.3317,400,400,80,10000
400,truth,maximum_frac_recent,50000,4,0.7,0.4811,400,400,80,10000
400,truth,maximum_standardized_frac_recent,5000,4,0.7,2.0668568223982864,400,400,80,10000
400,truth,maximum_standardized_frac_recent,10000,4,0.7,2.821116441600998,400,400,80,10000
400,truth,maximum_standardized_frac_recent,20000,4,0.7,3.2175872188392844,400,400,80,10000
400,truth,maximum_standardized_frac_recent,30000,4,0.7,4.182139711881325,400,400,80,10000
400,truth,maximum_standardized_frac_recent,40000,4,0.7,3.890437770475442,400,400,80,10000
400,truth,maximum_standardized_frac_recent,50000,4,0.7,4.24551080070663,400,400,80,10000
