source,onset_years,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,n,called,region_call_rate
prob80,50000,20000,0.05,10000,0,3,selected,100,99,0.99
prob80,50000,20000,0.05,10000,0,5,neutral,1000,969,0.969
prob80,50000,20000,0.05,10000,0,5,selected,100,97,0.97
prob80,50000,20000,0.05,10000,0,10,neutral,1000,863,0.863
prob80,50000,20000,0.05,10000,0,10,selected,100,89,0.89
prob80,50000,20000,0.05,10000,0,20,neutral,1000,311,0.311
prob80,50000,20000,0.05,10000,0,20,selected,100,54,0.54
prob80,50000,20000,0.05,10000,1,1,neutral,1000,991,0.991
prob80,50000,20000,0.05,10000,1,1,selected,100,100,1.0
prob80,50000,20000,0.05,10000,1,3,neutral,1000,979,0.979
prob80,50000,20000,0.05,10000,1,3,selected,100,99,0.99
prob80,50000,20000,0.05,10000,1,5,neutral,1000,969,0.969
prob80,50000,20000,0.05,10000,1,5,selected,100,97,0.97
prob80,50000,20000,0.05,10000,1,10,neutral,1000,873,0.873
prob80,50000,20000,0.05,10000,1,10,selected,100,89,0.89
prob80,50000,20000,0.05,10000,1,20,neutral,1000,330,0.33
prob80,50000,20000,0.05,10000,1,20,selected,100,56,0.56
prob80,50000,20000,0.05,20000,0,1,neutral,1000,988,0.988
prob80,50000,20000,0.05,20000,0,1,selected,100,99,0.99
prob80,50000,20000,0.05,20000,0,3,neutral,1000,968,0.968
prob80,50000,20000,0.05,20000,0,3,selected,100,97,0.97
prob80,50000,20000,0.05,20000,0,5,neutral,1000,884,0.884
prob80,50000,20000,0.05,20000,0,5,selected,100,90,0.9
prob80,50000,20000,0.05,20000,0,10,neutral,1000,347,0.347
prob80,50000,20000,0.05,20000,0,10,selected,100,57,0.57
prob80,50000,20000,0.05,20000,0,20,neutral,1000,24,0.024
prob80,50000,20000,0.05,20000,0,20,selected,100,9,0.09
prob80,50000,20000,0.05,20000,1,1,neutral,1000,988,0.988
prob80,50000,20000,0.05,20000,1,1,selected,100,99,0.99
prob80,50000,20000,0.05,20000,1,3,neutral,1000,969,0.969
prob80,50000,20000,0.05,20000,1,3,selected,100,97,0.97
prob80,50000,20000,0.05,20000,1,5,neutral,1000,886,0.886
prob80,50000,20000,0.05,20000,1,5,selected,100,91,0.91
prob80,50000,20000,0.05,20000,1,10,neutral,1000,380,0.38
prob80,50000,20000,0.05,20000,1,10,selected,100,60,0.6
prob80,50000,20000,0.05,20000,1,20,neutral,1000,42,0.042
prob80,50000,20000,0.05,20000,1,20,selected,100,13,0.13
prob80,50000,20000,0.05,50000,0,1,neutral,1000,981,0.981
prob80,50000,20000,0.05,50000,0,1,selected,100,99,0.99
prob80,50000,20000,0.05,50000,0,3,neutral,1000,721,0.721
prob80,50000,20000,0.05,50000,0,3,selected,100,81,0.81
prob80,50000,20000,0.05,50000,0,5,neutral,1000,256,0.256
prob80,50000,20000,0.05,50000,0,5,selected,100,49,0.49
prob80,50000,20000,0.05,50000,0,10,neutral,1000,14,0.014
prob80,50000,20000,0.05,50000,0,10,selected,100,5,0.05
prob80,50000,20000,0.05,50000,0,20,neutral,1000,0,0.0
prob80,50000,20000,0.05,50000,0,20,selected,100,0,0.0
prob80,50000,20000,0.05,50000,1,1,neutral,1000,981,0.981
prob80,50000,20000,0.05,50000,1,1,selected,100,99,0.99
prob80,50000,20000,0.05,50000,1,3,neutral,1000,745,0.745
prob80,50000,20000,0.05,50000,1,3,selected,100,82,0.82
prob80,50000,20000,0.05,50000,1,5,neutral,1000,305,0.305
prob80,50000,20000,0.05,50000,1,5,selected,100,49,0.49
prob80,50000,20000,0.05,50000,1,10,neutral,1000,24,0.024
prob80,50000,20000,0.05,50000,1,10,selected,100,8,0.08
prob80,50000,20000,0.05,50000,1,20,neutral,1000,0,0.0
prob80,50000,20000,0.05,50000,1,20,selected,100,0,0.0
prob80,50000,20000,0.01,10000,0,1,neutral,1000,727,0.727
prob80,50000,20000,0.01,10000,0,1,selected,100,76,0.76
prob80,50000,20000,0.01,10000,0,3,neutral,1000,630,0.63
prob80,50000,20000,0.01,10000,0,3,selected,100,70,0.7
prob80,50000,20000,0.01,10000,0,5,neutral,1000,535,0.535
prob80,50000,20000,0.01,10000,0,5,selected,100,67,0.67
prob80,50000,20000,0.01,10000,0,10,neutral,1000,304,0.304
prob80,50000,20000,0.01,10000,0,10,selected,100,46,0.46
prob80,50000,20000,0.01,10000,0,20,neutral,1000,49,0.049
prob80,50000,20000,0.01,10000,0,20,selected,100,17,0.17
prob80,50000,20000,0.01,10000,1,1,neutral,1000,727,0.727
prob80,50000,20000,0.01,10000,1,1,selected,100,76,0.76
prob80,50000,20000,0.01,10000,1,3,neutral,1000,634,0.634
prob80,50000,20000,0.01,10000,1,3,selected,100,72,0.72
prob80,50000,20000,0.01,10000,1,5,neutral,1000,549,0.549
prob80,50000,20000,0.01,10000,1,5,selected,100,67,0.67
prob80,50000,20000,0.01,10000,1,10,neutral,1000,310,0.31
prob80,50000,20000,0.01,10000,1,10,selected,100,48,0.48
prob80,50000,20000,0.01,10000,1,20,neutral,1000,55,0.055
prob80,50000,20000,0.01,10000,1,20,selected,100,17,0.17
prob80,50000,20000,0.01,20000,0,1,neutral,1000,710,0.71
prob80,50000,20000,0.01,20000,0,1,selected,100,73,0.73
prob80,50000,20000,0.01,20000,0,3,neutral,1000,537,0.537
prob80,50000,20000,0.01,20000,0,3,selected,100,67,0.67
prob80,50000,20000,0.01,20000,0,5,neutral,1000,340,0.34
prob80,50000,20000,0.01,20000,0,5,selected,100,52,0.52
prob80,50000,20000,0.01,20000,0,10,neutral,1000,55,0.055
prob80,50000,20000,0.01,20000,0,10,selected,100,18,0.18
prob80,50000,20000,0.01,20000,0,20,neutral,1000,2,0.002
prob80,50000,20000,0.01,20000,0,20,selected,100,2,0.02
prob80,50000,20000,0.01,20000,1,1,neutral,1000,710,0.71
prob80,50000,20000,0.01,20000,1,1,selected,100,73,0.73
prob80,50000,20000,0.01,20000,1,3,neutral,1000,541,0.541
prob80,50000,20000,0.01,20000,1,3,selected,100,68,0.68
prob80,50000,20000,0.01,20000,1,5,neutral,1000,346,0.346
prob80,50000,20000,0.01,20000,1,5,selected,100,56,0.56
prob80,50000,20000,0.01,20000,1,10,neutral,1000,61,0.061
prob80,50000,20000,0.01,20000,1,10,selected,100,19,0.19
prob80,50000,20000,0.01,20000,1,20,neutral,1000,2,0.002
prob80,50000,20000,0.01,20000,1,20,selected,100,2,0.02
prob80,50000,20000,0.01,50000,0,1,neutral,1000,642,0.642
prob80,50000,20000,0.01,50000,0,1,selected,100,70,0.7
prob80,50000,20000,0.01,50000,0,3,neutral,1000,200,0.2
prob80,50000,20000,0.01,50000,0,3,selected,100,40,0.4
prob80,50000,20000,0.01,50000,0,5,neutral,1000,33,0.033
prob80,50000,20000,0.01,50000,0,5,selected,100,12,0.12
prob80,50000,20000,0.01,50000,0,10,neutral,1000,1,0.001
prob80,50000,20000,0.01,50000,0,10,selected,100,1,0.01
prob80,50000,20000,0.01,50000,0,20,neutral,1000,0,0.0
prob80,50000,20000,0.01,50000,0,20,selected,100,0,0.0
prob80,50000,20000,0.01,50000,1,1,neutral,1000,642,0.642
prob80,50000,20000,0.01,50000,1,1,selected,100,70,0.7
prob80,50000,20000,0.01,50000,1,3,neutral,1000,207,0.207
prob80,50000,20000,0.01,50000,1,3,selected,100,41,0.41
prob80,50000,20000,0.01,50000,1,5,neutral,1000,42,0.042
prob80,50000,20000,0.01,50000,1,5,selected,100,13,0.13
prob80,50000,20000,0.01,50000,1,10,neutral,1000,1,0.001
prob80,50000,20000,0.01,50000,1,10,selected,100,1,0.01
prob80,50000,20000,0.01,50000,1,20,neutral,1000,0,0.0
prob80,50000,20000,0.01,50000,1,20,selected,100,0,0.0
prob80,50000,20000,0.001,10000,0,1,neutral,1000,169,0.169
prob80,50000,20000,0.001,10000,0,1,selected,100,46,0.46
prob80,50000,20000,0.001,10000,0,3,neutral,1000,118,0.118
prob80,50000,20000,0.001,10000,0,3,selected,100,34,0.34
prob80,50000,20000,0.001,10000,0,5,neutral,1000,82,0.082
prob80,50000,20000,0.001,10000,0,5,selected,100,25,0.25
prob80,50000,20000,0.001,10000,0,10,neutral,1000,23,0.023
prob80,50000,20000,0.001,10000,0,10,selected,100,13,0.13
prob80,50000,20000,0.001,10000,0,20,neutral,1000,1,0.001
prob80,50000,20000,0.001,10000,0,20,selected,100,2,0.02
prob80,50000,20000,0.001,10000,1,1,neutral,1000,169,0.169
prob80,50000,20000,0.001,10000,1,1,selected,100,46,0.46
prob80,50000,20000,0.001,10000,1,3,neutral,1000,122,0.122
prob80,50000,20000,0.001,10000,1,3,selected,100,34,0.34
prob80,50000,20000,0.001,10000,1,5,neutral,1000,82,0.082
prob80,50000,20000,0.001,10000,1,5,selected,100,25,0.25
prob80,50000,20000,0.001,10000,1,10,neutral,1000,23,0.023
prob80,50000,20000,0.001,10000,1,10,selected,100,13,0.13
prob80,50000,20000,0.001,10000,1,20,neutral,1000,1,0.001
prob80,50000,20000,0.001,10000,1,20,selected,100,2,0.02
prob80,50000,20000,0.001,20000,0,1,neutral,1000,156,0.156
prob80,50000,20000,0.001,20000,0,1,selected,100,45,0.45
prob80,50000,20000,0.001,20000,0,3,neutral,1000,73,0.073
prob80,50000,20000,0.001,20000,0,3,selected,100,23,0.23
prob80,50000,20000,0.001,20000,0,5,neutral,1000,30,0.03
prob80,50000,20000,0.001,20000,0,5,selected,100,13,0.13
prob80,50000,20000,0.001,20000,0,10,neutral,1000,1,0.001
prob80,50000,20000,0.001,20000,0,10,selected,100,2,0.02
prob80,50000,20000,0.001,20000,0,20,neutral,1000,0,0.0
prob80,50000,20000,0.001,20000,0,20,selected,100,0,0.0
prob80,50000,20000,0.001,20000,1,1,neutral,1000,156,0.156
prob80,50000,20000,0.001,20000,1,1,selected,100,45,0.45
prob80,50000,20000,0.001,20000,1,3,neutral,1000,75,0.075
prob80,50000,20000,0.001,20000,1,3,selected,100,24,0.24
prob80,50000,20000,0.001,20000,1,5,neutral,1000,30,0.03
prob80,50000,20000,0.001,20000,1,5,selected,100,16,0.16
prob80,50000,20000,0.001,20000,1,10,neutral,1000,1,0.001
prob80,50000,20000,0.001,20000,1,10,selected,100,2,0.02
prob80,50000,20000,0.001,20000,1,20,neutral,1000,0,0.0
prob80,50000,20000,0.001,20000,1,20,selected,100,0,0.0
prob80,50000,20000,0.001,50000,0,1,neutral,1000,127,0.127
prob80,50000,20000,0.001,50000,0,1,selected,100,36,0.36
prob80,50000,20000,0.001,50000,0,3,neutral,1000,15,0.015
prob80,50000,20000,0.001,50000,0,3,selected,100,7,0.07
prob80,50000,20000,0.001,50000,0,5,neutral,1000,1,0.001
prob80,50000,20000,0.001,50000,0,5,selected,100,2,0.02
prob80,50000,20000,0.001,50000,0,10,neutral,1000,0,0.0
prob80,50000,20000,0.001,50000,0,10,selected,100,0,0.0
prob80,50000,20000,0.001,50000,0,20,neutral,1000,0,0.0
prob80,50000,20000,0.001,50000,0,20,selected,100,0,0.0
prob80,50000,20000,0.001,50000,1,1,neutral,1000,127,0.127
prob80,50000,20000,0.001,50000,1,1,selected,100,36,0.36
prob80,50000,20000,0.001,50000,1,3,neutral,1000,16,0.016
prob80,50000,20000,0.001,50000,1,3,selected,100,9,0.09
prob80,50000,20000,0.001,50000,1,5,neutral,1000,1,0.001
prob80,50000,20000,0.001,50000,1,5,selected,100,2,0.02
prob80,50000,20000,0.001,50000,1,10,neutral,1000,0,0.0
prob80,50000,20000,0.001,50000,1,10,selected,100,0,0.0
prob80,50000,20000,0.001,50000,1,20,neutral,1000,0,0.0
prob80,50000,20000,0.001,50000,1,20,selected,100,0,0.0
prob80,50000,30000,0.05,10000,0,1,neutral,1000,999,0.999
prob80,50000,30000,0.05,10000,0,1,selected,100,100,1.0
prob80,50000,30000,0.05,10000,0,3,neutral,1000,994,0.994
prob80,50000,30000,0.05,10000,0,3,selected,100,99,0.99
prob80,50000,30000,0.05,10000,0,5,neutral,1000,984,0.984
prob80,50000,30000,0.05,10000,0,5,selected,100,98,0.98
prob80,50000,30000,0.05,10000,0,10,neutral,1000,791,0.791
prob80,50000,30000,0.05,10000,0,10,selected,100,86,0.86
prob80,50000,30000,0.05,10000,0,20,neutral,1000,228,0.228
prob80,50000,30000,0.05,10000,0,20,selected,100,39,0.39
prob80,50000,30000,0.05,10000,1,1,neutral,1000,999,0.999
prob80,50000,30000,0.05,10000,1,1,selected,100,100,1.0
prob80,50000,30000,0.05,10000,1,3,neutral,1000,994,0.994
prob80,50000,30000,0.05,10000,1,3,selected,100,100,1.0
prob80,50000,30000,0.05,10000,1,5,neutral,1000,984,0.984
prob80,50000,30000,0.05,10000,1,5,selected,100,99,0.99
prob80,50000,30000,0.05,10000,1,10,neutral,1000,809,0.809
prob80,50000,30000,0.05,10000,1,10,selected,100,87,0.87
prob80,50000,30000,0.05,10000,1,20,neutral,1000,250,0.25
prob80,50000,30000,0.05,10000,1,20,selected,100,42,0.42
prob80,50000,30000,0.05,20000,0,1,neutral,1000,999,0.999
prob80,50000,30000,0.05,20000,0,1,selected,100,100,1.0
prob80,50000,30000,0.05,20000,0,3,neutral,1000,977,0.977
prob80,50000,30000,0.05,20000,0,3,selected,100,99,0.99
prob80,50000,30000,0.05,20000,0,5,neutral,1000,839,0.839
prob80,50000,30000,0.05,20000,0,5,selected,100,89,0.89
prob80,50000,30000,0.05,20000,0,10,neutral,1000,259,0.259
prob80,50000,30000,0.05,20000,0,10,selected,100,43,0.43
prob80,50000,30000,0.05,20000,0,20,neutral,1000,17,0.017
prob80,50000,30000,0.05,20000,0,20,selected,100,5,0.05
prob80,50000,30000,0.05,20000,1,1,neutral,1000,999,0.999
prob80,50000,30000,0.05,20000,1,1,selected,100,100,1.0
prob80,50000,30000,0.05,20000,1,3,neutral,1000,977,0.977
prob80,50000,30000,0.05,20000,1,3,selected,100,99,0.99
prob80,50000,30000,0.05,20000,1,5,neutral,1000,852,0.852
prob80,50000,30000,0.05,20000,1,5,selected,100,91,0.91
prob80,50000,30000,0.05,20000,1,10,neutral,1000,308,0.308
prob80,50000,30000,0.05,20000,1,10,selected,100,49,0.49
prob80,50000,30000,0.05,20000,1,20,neutral,1000,22,0.022
prob80,50000,30000,0.05,20000,1,20,selected,100,5,0.05
prob80,50000,30000,0.05,50000,0,1,neutral,1000,996,0.996
prob80,50000,30000,0.05,50000,0,1,selected,100,99,0.99
prob80,50000,30000,0.05,50000,0,3,neutral,1000,647,0.647
prob80,50000,30000,0.05,50000,0,3,selected,100,77,0.77
prob80,50000,30000,0.05,50000,0,5,neutral,1000,196,0.196
prob80,50000,30000,0.05,50000,0,5,selected,100,38,0.38
prob80,50000,30000,0.05,50000,0,10,neutral,1000,11,0.011
prob80,50000,30000,0.05,50000,0,10,selected,100,3,0.03
prob80,50000,30000,0.05,50000,0,20,neutral,1000,0,0.0
prob80,50000,30000,0.05,50000,0,20,selected,100,0,0.0
prob80,50000,30000,0.05,50000,1,1,neutral,1000,996,0.996
prob80,50000,30000,0.05,50000,1,1,selected,100,99,0.99
prob80,50000,30000,0.05,50000,1,3,neutral,1000,680,0.68
prob80,50000,30000,0.05,50000,1,3,selected,100,81,0.81
prob80,50000,30000,0.05,50000,1,5,neutral,1000,247,0.247
prob80,50000,30000,0.05,50000,1,5,selected,100,44,0.44
prob80,50000,30000,0.05,50000,1,10,neutral,1000,19,0.019
prob80,50000,30000,0.05,50000,1,10,selected,100,4,0.04
prob80,50000,30000,0.05,50000,1,20,neutral,1000,0,0.0
prob80,50000,30000,0.05,50000,1,20,selected,100,0,0.0
prob80,50000,30000,0.01,10000,0,1,neutral,1000,798,0.798
prob80,50000,30000,0.01,10000,0,1,selected,100,85,0.85
prob80,50000,30000,0.01,10000,0,3,neutral,1000,677,0.677
prob80,50000,30000,0.01,10000,0,3,selected,100,74,0.74
prob80,50000,30000,0.01,10000,0,5,neutral,1000,558,0.558
prob80,50000,30000,0.01,10000,0,5,selected,100,69,0.69
prob80,50000,30000,0.01,10000,0,10,neutral,1000,233,0.233
prob80,50000,30000,0.01,10000,0,10,selected,100,37,0.37
prob80,50000,30000,0.01,10000,0,20,neutral,1000,27,0.027
prob80,50000,30000,0.01,10000,0,20,selected,100,13,0.13
prob80,50000,30000,0.01,10000,1,1,neutral,1000,798,0.798
prob80,50000,30000,0.01,10000,1,1,selected,100,85,0.85
prob80,50000,30000,0.01,10000,1,3,neutral,1000,687,0.687
prob80,50000,30000,0.01,10000,1,3,selected,100,75,0.75
prob80,50000,30000,0.01,10000,1,5,neutral,1000,570,0.57
prob80,50000,30000,0.01,10000,1,5,selected,100,70,0.7
prob80,50000,30000,0.01,10000,1,10,neutral,1000,240,0.24
prob80,50000,30000,0.01,10000,1,10,selected,100,37,0.37
prob80,50000,30000,0.01,10000,1,20,neutral,1000,35,0.035
prob80,50000,30000,0.01,10000,1,20,selected,100,14,0.14
prob80,50000,30000,0.01,20000,0,1,neutral,1000,769,0.769
prob80,50000,30000,0.01,20000,0,1,selected,100,82,0.82
prob80,50000,30000,0.01,20000,0,3,neutral,1000,549,0.549
prob80,50000,30000,0.01,20000,0,3,selected,100,70,0.7
prob80,50000,30000,0.01,20000,0,5,neutral,1000,265,0.265
prob80,50000,30000,0.01,20000,0,5,selected,100,43,0.43
prob80,50000,30000,0.01,20000,0,10,neutral,1000,36,0.036
prob80,50000,30000,0.01,20000,0,10,selected,100,14,0.14
prob80,50000,30000,0.01,20000,0,20,neutral,1000,1,0.001
prob80,50000,30000,0.01,20000,0,20,selected,100,2,0.02
prob80,50000,30000,0.01,20000,1,1,neutral,1000,769,0.769
prob80,50000,30000,0.01,20000,1,1,selected,100,82,0.82
prob80,50000,30000,0.01,20000,1,3,neutral,1000,553,0.553
prob80,50000,30000,0.01,20000,1,3,selected,100,71,0.71
prob80,50000,30000,0.01,20000,1,5,neutral,1000,274,0.274
prob80,50000,30000,0.01,20000,1,5,selected,100,44,0.44
prob80,50000,30000,0.01,20000,1,10,neutral,1000,44,0.044
prob80,50000,30000,0.01,20000,1,10,selected,100,16,0.16
prob80,50000,30000,0.01,20000,1,20,neutral,1000,1,0.001
prob80,50000,30000,0.01,20000,1,20,selected,100,2,0.02
prob80,50000,30000,0.01,50000,0,1,neutral,1000,689,0.689
prob80,50000,30000,0.01,50000,0,1,selected,100,75,0.75
prob80,50000,30000,0.01,50000,0,3,neutral,1000,147,0.147
prob80,50000,30000,0.01,50000,0,3,selected,100,24,0.24
prob80,50000,30000,0.01,50000,0,5,neutral,1000,25,0.025
prob80,50000,30000,0.01,50000,0,5,selected,100,8,0.08
prob80,50000,30000,0.01,50000,0,10,neutral,1000,0,0.0
prob80,50000,30000,0.01,50000,0,10,selected,100,2,0.02
prob80,50000,30000,0.01,50000,0,20,neutral,1000,0,0.0
prob80,50000,30000,0.01,50000,0,20,selected,100,0,0.0
prob80,50000,30000,0.01,50000,1,1,neutral,1000,689,0.689
prob80,50000,30000,0.01,50000,1,1,selected,100,75,0.75
prob80,50000,30000,0.01,50000,1,3,neutral,1000,159,0.159
prob80,50000,30000,0.01,50000,1,3,selected,100,26,0.26
prob80,50000,30000,0.01,50000,1,5,neutral,1000,30,0.03
prob80,50000,30000,0.01,50000,1,5,selected,100,10,0.1
prob80,50000,30000,0.01,50000,1,10,neutral,1000,0,0.0
prob80,50000,30000,0.01,50000,1,10,selected,100,2,0.02
prob80,50000,30000,0.01,50000,1,20,neutral,1000,0,0.0
prob80,50000,30000,0.01,50000,1,20,selected,100,0,0.0
prob80,50000,30000,0.001,10000,0,1,neutral,1000,210,0.21
prob80,50000,30000,0.001,10000,0,1,selected,100,40,0.4
prob80,50000,30000,0.001,10000,0,3,neutral,1000,131,0.131
prob80,50000,30000,0.001,10000,0,3,selected,100,32,0.32
prob80,50000,30000,0.001,10000,0,5,neutral,1000,76,0.076
prob80,50000,30000,0.001,10000,0,5,selected,100,24,0.24
prob80,50000,30000,0.001,10000,0,10,neutral,1000,14,0.014
prob80,50000,30000,0.001,10000,0,10,selected,100,9,0.09
prob80,50000,30000,0.001,10000,0,20,neutral,1000,0,0.0
prob80,50000,30000,0.001,10000,0,20,selected,100,1,0.01
prob80,50000,30000,0.001,10000,1,1,neutral,1000,210,0.21
prob80,50000,30000,0.001,10000,1,1,selected,100,40,0.4
prob80,50000,30000,0.001,10000,1,3,neutral,1000,133,0.133
prob80,50000,30000,0.001,10000,1,3,selected,100,32,0.32
prob80,50000,30000,0.001,10000,1,5,neutral,1000,79,0.079
prob80,50000,30000,0.001,10000,1,5,selected,100,24,0.24
prob80,50000,30000,0.001,10000,1,10,neutral,1000,14,0.014
prob80,50000,30000,0.001,10000,1,10,selected,100,9,0.09
prob80,50000,30000,0.001,10000,1,20,neutral,1000,0,0.0
prob80,50000,30000,0.001,10000,1,20,selected,100,1,0.01
prob80,50000,30000,0.001,20000,0,1,neutral,1000,183,0.183
prob80,50000,30000,0.001,20000,0,1,selected,100,39,0.39
prob80,50000,30000,0.001,20000,0,3,neutral,1000,69,0.069
prob80,50000,30000,0.001,20000,0,3,selected,100,22,0.22
prob80,50000,30000,0.001,20000,0,5,neutral,1000,20,0.02
prob80,50000,30000,0.001,20000,0,5,selected,100,11,0.11
prob80,50000,30000,0.001,20000,0,10,neutral,1000,0,0.0
prob80,50000,30000,0.001,20000,0,10,selected,100,2,0.02
prob80,50000,30000,0.001,20000,0,20,neutral,1000,0,0.0
prob80,50000,30000,0.001,20000,0,20,selected,100,0,0.0
prob80,50000,30000,0.001,20000,1,1,neutral,1000,183,0.183
prob80,50000,30000,0.001,20000,1,1,selected,100,39,0.39
prob80,50000,30000,0.001,20000,1,3,neutral,1000,71,0.071
prob80,50000,30000,0.001,20000,1,3,selected,100,22,0.22
prob80,50000,30000,0.001,20000,1,5,neutral,1000,21,0.021
prob80,50000,30000,0.001,20000,1,5,selected,100,12,0.12
prob80,50000,30000,0.001,20000,1,10,neutral,1000,1,0.001
prob80,50000,30000,0.001,20000,1,10,selected,100,2,0.02
prob80,50000,30000,0.001,20000,1,20,neutral,1000,0,0.0
prob80,50000,30000,0.001,20000,1,20,selected,100,0,0.0
prob80,50000,30000,0.001,50000,0,1,neutral,1000,140,0.14
prob80,50000,30000,0.001,50000,0,1,selected,100,29,0.29
prob80,50000,30000,0.001,50000,0,3,neutral,1000,8,0.008
prob80,50000,30000,0.001,50000,0,3,selected,100,6,0.06
prob80,50000,30000,0.001,50000,0,5,neutral,1000,0,0.0
prob80,50000,30000,0.001,50000,0,5,selected,100,0,0.0
prob80,50000,30000,0.001,50000,0,10,neutral,1000,0,0.0
prob80,50000,30000,0.001,50000,0,10,selected,100,0,0.0
prob80,50000,30000,0.001,50000,0,20,neutral,1000,0,0.0
prob80,50000,30000,0.001,50000,0,20,selected,100,0,0.0
prob80,50000,30000,0.001,50000,1,1,neutral,1000,140,0.14
prob80,50000,30000,0.001,50000,1,1,selected,100,29,0.29
prob80,50000,30000,0.001,50000,1,3,neutral,1000,8,0.008
prob80,50000,30000,0.001,50000,1,3,selected,100,8,0.08
prob80,50000,30000,0.001,50000,1,5,neutral,1000,1,0.001
prob80,50000,30000,0.001,50000,1,5,selected,100,0,0.0
prob80,50000,30000,0.001,50000,1,10,neutral,1000,0,0.0
prob80,50000,30000,0.001,50000,1,10,selected,100,0,0.0
prob80,50000,30000,0.001,50000,1,20,neutral,1000,0,0.0
prob80,50000,30000,0.001,50000,1,20,selected,100,0,0.0
prob80,50000,40000,0.05,10000,0,1,neutral,1000,999,0.999
prob80,50000,40000,0.05,10000,0,1,selected,100,100,1.0
prob80,50000,40000,0.05,10000,0,3,neutral,1000,996,0.996
prob80,50000,40000,0.05,10000,0,3,selected,100,99,0.99
prob80,50000,40000,0.05,10000,0,5,neutral,1000,977,0.977
prob80,50000,40000,0.05,10000,0,5,selected,100,98,0.98
prob80,50000,40000,0.05,10000,0,10,neutral,1000,728,0.728
prob80,50000,40000,0.05,10000,0,10,selected,100,79,0.79
prob80,50000,40000,0.05,10000,0,20,neutral,1000,172,0.172
prob80,50000,40000,0.05,10000,0,20,selected,100,31,0.31
prob80,50000,40000,0.05,10000,1,1,neutral,1000,999,0.999
prob80,50000,40000,0.05,10000,1,1,selected,100,100,1.0
prob80,50000,40000,0.05,10000,1,3,neutral,1000,997,0.997
prob80,50000,40000,0.05,10000,1,3,selected,100,99,0.99
prob80,50000,40000,0.05,10000,1,5,neutral,1000,981,0.981
prob80,50000,40000,0.05,10000,1,5,selected,100,98,0.98
prob80,50000,40000,0.05,10000,1,10,neutral,1000,757,0.757
prob80,50000,40000,0.05,10000,1,10,selected,100,83,0.83
prob80,50000,40000,0.05,10000,1,20,neutral,1000,191,0.191
prob80,50000,40000,0.05,10000,1,20,selected,100,33,0.33
prob80,50000,40000,0.05,20000,0,1,neutral,1000,999,0.999
prob80,50000,40000,0.05,20000,0,1,selected,100,100,1.0
prob80,50000,40000,0.05,20000,0,3,neutral,1000,967,0.967
prob80,50000,40000,0.05,20000,0,3,selected,100,98,0.98
