attempt_zero_based	seed	status	timeout_seconds	candidate_pool_alt_count	candidate_pool_af	candidate_pool_minimum_alt_count	candidate_pool_maximum_alt_count	candidate_pool_frequency_gate_passed	eligible_genotype_count_triples	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	elapsed_seconds	accepted	rejection_reason	planned_simulation_seed	panel_seed	panel_seed_used	supervisor_schema	supervisor_execution_id	supervisor_status	supervisor_pid	supervisor_process_identity	supervisor_started_unix_ns	child_pid	child_pgid	child_sid	child_process_identity	child_identity_observed	engine_wrapper_pid	engine_wrapper_process_identity	parent_death_watchdog_armed	supervisor_timeout_seconds	supervisor_term_grace_seconds	supervisor_sigterm_sent	supervisor_sigkill_sent	direct_child_reaped	adopted_children_reaped	process_group_gone	attempt_temp_directory	attempt_temp_tree_created	attempt_temp_tree_loaded	attempt_temp_tree_removed	supervisor_elapsed_seconds	attempt_ledger_schema	seed_plan_sha256
0	1190480747	complete	300.0	218	0.218	275	325	False	0						186.23949407500004	False	candidate_pool_af_outside_prespecified_band	1190480747	834907498	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	b1ec79092425d0f66f447cbce0f7edfd0a6c719c1bcdd0d98d3aa40f921c78a5	complete	426	{'pid': 426, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312731}	1786658228568675794	657	657	657	{'pid': 657, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 333140}	True	658	{'pid': 658, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 333150}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_000_seed_1190480747_ea5osn85	True	True	True	184.35322901300015	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
1	1529932045	complete	300.0	379	0.379	275	325	False	0						186.9986860240001	False	candidate_pool_af_outside_prespecified_band	1529932045	107182506	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	98a9e07fefcdc2386fd696d111323d1f5b9c2b20874caa8c3bbecd3b7caad8c8	complete	426	{'pid': 426, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312731}	1786658415010265710	804	804	804	{'pid': 804, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 351781}	True	805	{'pid': 805, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 351787}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_001_seed_1529932045_ok7zgnzi	True	True	True	185.1882244379999	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
2	744968737	complete	300.0	139	0.139	275	325	False	0						264.40698941200026	False	candidate_pool_af_outside_prespecified_band	744968737	2096340832	False	gamma-smc.han-direct-production-v3-process-supervisor/v1	31dcbebf9bf3f77e42e08e6efe2425fd9ba9b94ddfcfe3f7a4577bd4311614e5	complete	426	{'pid': 426, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 312731}	1786658602206195123	994	994	994	{'pid': 994, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 370503}	True	995	{'pid': 995, 'boot_id': 'b1241197-5e9c-41f5-a737-6d5f395b103f', 'start_ticks': 370513}	True	300.0	5.0	False	False	True	0	True	.han_v3_attempt_002_seed_744968737_pom5iioh	True	True	True	262.6452058630002	gamma-smc.han-direct-production-v3-attempt-ledger/v1	04017a12d2a39709777be7fc9767fcf6834bf714519296bf3a7f0878e536f376
