position_0based	focal_carrier_copies	pair_class	n_pairs	mean_tmrca_generations	standard_error_generations	ci95_lower_generations	ci95_upper_generations	selected_attempt	population_focal_allele_frequency	sample_focal_allele_frequency
4530000.0	0	hom_ref	1610	14489.505018204833	262.57041489559566	13983.534442563943	15013.78328454194	8	0.102125	0.10275
4530000.0	2	hom_alt	21	16267.614647806364	2436.667741366798	11902.248185189297	22234.058827543708	8	0.102125	0.10275
4535000.0	0	hom_ref	1610	15202.631073582243	250.98200637581945	14718.230236156078	15702.974328509306	8	0.102125	0.10275
4535000.0	2	hom_alt	21	14909.083867092924	2689.799746390572	10233.173553124507	21721.58818591924	8	0.102125	0.10275
4540000.0	0	hom_ref	1610	12918.023975296932	204.28537574434426	12523.481209023988	13324.996511840633	8	0.102125	0.10275
4540000.0	2	hom_alt	21	9671.405710275443	1980.1739712036433	6309.66539710781	14824.25493681852	8	0.102125	0.10275
4545000.0	0	hom_ref	1610	14348.787809999338	191.57931191698515	13977.894332708076	14729.522681725475	8	0.102125	0.10275
4545000.0	2	hom_alt	21	12251.553981746149	1928.1024060234445	8823.087687629191	17012.250164768873	8	0.102125	0.10275
4550000.0	0	hom_ref	1610	14428.91901631539	198.72034082403854	14044.358676584774	14824.009324576384	8	0.102125	0.10275
4550000.0	2	hom_alt	21	15287.83117604391	1890.08125929314	11812.557165136523	19785.53659465139	8	0.102125	0.10275
4555000.0	0	hom_ref	1610	32942.349076809944	608.2798353526512	31770.592401246926	34157.32224923226	8	0.102125	0.10275
4555000.0	2	hom_alt	21	29561.325730735873	5071.408420198988	20668.45062487902	42280.47833961826	8	0.102125	0.10275
4560000.0	0	hom_ref	1610	15018.836608244623	235.40753919233467	14564.12459941609	15487.745351628775	8	0.102125	0.10275
4560000.0	2	hom_alt	21	22297.062553994165	2905.4046070586155	16990.337507864166	29261.278553566888	8	0.102125	0.10275
4565000.0	0	hom_ref	1610	13299.82038043295	178.2160225210921	12954.814211962486	13654.01458157877	8	0.102125	0.10275
4565000.0	2	hom_alt	21	12765.413122049164	1481.8008063848652	10020.190837412476	16262.741380948113	8	0.102125	0.10275
4570000.0	0	hom_ref	1610	13659.484788943822	172.65091067257794	13325.003819298483	14002.361817650162	8	0.102125	0.10275
4570000.0	2	hom_alt	21	14444.571717257224	1617.9028778737377	11434.953612036908	18246.305072489162	8	0.102125	0.10275
4575000.0	0	hom_ref	1610	17570.48279347824	322.8756254637266	16948.459086381194	18215.335330631093	8	0.102125	0.10275
4575000.0	2	hom_alt	21	18566.544903989237	2621.529988544077	13829.869277918073	24925.513231151945	8	0.102125	0.10275
4580000.0	0	hom_ref	1610	16917.91831368946	323.9366428992305	16294.319670804633	17565.382651814365	8	0.102125	0.10275
4580000.0	2	hom_alt	21	17572.16364293199	2649.3503630246923	12830.381249165206	24066.388137458613	8	0.102125	0.10275
4585000.0	0	hom_ref	1610	11840.24362775948	188.54423971352924	11476.141302621263	12215.897788978767	8	0.102125	0.10275
4585000.0	2	hom_alt	21	9141.118756778862	1819.5816405934668	6034.917491520915	13846.096859308609	8	0.102125	0.10275
4590000.0	0	hom_ref	1610	16172.039366021854	281.1612940666225	15629.855525756055	16733.031013958105	8	0.102125	0.10275
4590000.0	2	hom_alt	21	11568.925614431211	2638.5477435543535	7189.149451371873	18616.95055549339	8	0.102125	0.10275
4595000.0	0	hom_ref	1610	12972.482496851619	291.48049818322505	12413.176501044618	13556.989390826733	8	0.102125	0.10275
4595000.0	2	hom_alt	21	6476.030780984789	1884.7968618608816	3528.965765859466	11884.211255885724	8	0.102125	0.10275
4600000.0	0	hom_ref	1610	13118.364952435784	271.89824945561804	12595.748166547677	13662.665905177702	8	0.102125	0.10275
