# Gamma-SMC explicit haplotype pairs
# genotype_class	heterozygous
# n_pairs	28
24	25
26	27
30	31
32	33
44	45
46	47
62	63
64	65
68	69
72	73
88	89
90	91
108	109
112	113
114	115
118	119
130	131
132	133
134	135
152	153
154	155
158	159
164	165
168	169
178	179
180	181
182	183
198	199
