calibration_id	phase	processing_mode	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	candidate_pool_diploids	sample_diploids	exact_sample_alt_count	draw_index	seed	panel_seed	slim_scaling_factor	slim_burn_in	sequence_length_bp	focal_position_bp	origin_age_generations	origin_contract_sha256	event_contract_sha256	cell_contract_sha256	slim_sha256	status	evaluable	terminal_class	candidate_pool_alt_count	candidate_pool_af	candidate_pool_frequency_gate_passed	exact_panel_feasible	pool_band_and_panel_hit	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	stdpopsim_recapitation_applied	post_slim_neutral_mutation_overlay_applied	elapsed_seconds	trajectory_sha256	panel_tree_sha256	panel_manifest_sha256	error
eas_selected__confirm100__s0.005000__af0.100000__q5__draw000	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	0	282984926	2025284289	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	112	0.112	True	True	True						False	False	99.789146587	d9545a0a96379fddc16eaa127711e4a975cd4223dc7a55001b05687371ce8e3d			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw001	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	1	83707317	1370854761	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	94	0.094	True	True	True						False	False	436.524919704	3048c71ec94052b94dc3935bfa4911d829ab8b60b360d1e95892d022d6db7d35			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw002	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	2	53771778	1878308634	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	100	0.1	True	True	True						False	False	66.66773176499987	31565cf9fcb8f2ad3b252ad08d66439a5b40a63a776c4491d81f7dc19cb12e6e			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw003	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	3	1702828631	2053469951	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	88	0.088	True	True	True						False	False	174.55794929399985	dd946da30f9f1eb75f8e60d56fb6cd090d8d359d3031cb6bf0e64c04dc3c8dca			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw004	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	4	1264726008	232899110	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	107	0.107	True	True	True						False	False	101.0901578879998	8e8487a921befaf370aff6a95631793268d20503a86704ca2d198b90c949b2bb			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw005	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	5	1943808333	509732928	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	107	0.107	True	True	True						False	False	227.0435111190002	aabde2d75043e9ea05a2aa0515688e01c0123e70703cafa09e7e3ddecefc618f			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw006	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	6	1801392253	1023080045	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	100	0.1	True	True	True						False	False	289.6199070299999	dc06bb0fab406beb30b3ee4ec30d1c68f432bbb76da50bb4a34fdff421738da3			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw007	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	7	845409223	87503715	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	148	0.148	False	False	False						False	False	366.16096869499984	57abb27d7b126151061f05c8c4c8dce2b4b35ad1e71cfd5f6a2861479e2fdea5			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw008	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	8	1423498552	1388063645	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	117	0.117	True	True	True						False	False	140.31591504400012	7af437f16e93eb5423f6a49b417e6f95caab3d4ca358092146c3de820d59b51c			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw009	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	9	593575570	888481176	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	77	0.077	True	True	True						False	False	130.80438668300008	cdb7dcf356536b2eca4de59157c43f809717ac1ad560a232914bc251317f0b99			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw010	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	10	1379362542	1008194306	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	81	0.081	True	True	True						False	False	64.74258541199993	bfce39b0800cd1e4523c86a17817428ce40b77a3cf7b3498793f3bdfebf5b4f1			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw011	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	11	253943897	800172662	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	84	0.084	True	True	True						False	False	162.44365041800006	e272cfc8415ae8936f828a1e3a9837ac07f35a3e5b99a5ea7bff50ccc6ae6486			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw012	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	12	2013658978	614486904	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	82	0.082	True	True	True						False	False	77.36857098400014	9e8645111cd1d7b57b5cddd18f729d1812c2c3506a1459628ed5c0f296961f28			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw013	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	13	776908897	227117169	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	108	0.108	True	True	True						False	False	146.75642760500023	5f15d5f161422abf4dcd324408fd11c94abcb505e0bae4b26cbac731771b2eb3			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw014	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	14	1045465348	2005084908	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	134	0.134	False	False	False						False	False	124.85877561200004	c796050e1496aac6768c8a7189d68f31edbb93eda63c0c12b7566a6b891b3401			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw015	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	15	1979115824	717415653	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	88	0.088	True	False	False						False	False	177.63567693599998	3108d189d695168d26964ecdda9dd60f408ea05d5e592368f6fcfb9b978fc2f5			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw016	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	16	1808145346	1851126444	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	80	0.08	True	True	True						False	False	38.148303938000026	e5908c9961896c9aa5132fb51141520f0d25f6b82092f66616acdda19b7c97cc			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw017	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	17	633954690	1627186616	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	109	0.109	True	True	True						False	False	35.68332627099994	73e872c8cd00fc49ca4a611d1d404d108fc23139098d08b96db58051b84180b1			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw018	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	18	685312465	1470952437	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	93	0.093	True	True	True						False	False	141.52741407300005	6ced733648d99c965d968be9cfd21f987e8538e1a83321d79fc119b224dd50a7			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw019	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	19	1582509844	1786386690	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	138	0.138	False	False	False						False	False	276.3324354980002	403d7a339642a20da40307b6cdfec260b755ab49c94c597f86e150e9dca6b5db			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw020	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	20	1748696599	1407839686	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	115	0.115	True	True	True						False	False	595.512824379	6f2d9f6ecfcf94a0ad17bf7fb913a9f407cad4aca8aa7b6924c76b639f93382a			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw021	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	21	459080083	164966033	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	108	0.108	True	True	True						False	False	175.60857528899987	27f3b8f98207a7a81e767b07470df0ada6f41455440ac6af38f34885b634d423			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw022	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	22	309462286	1559651349	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	91	0.091	True	True	True						False	False	260.978011421	d8e2b3494cfedebe452dfea1abac53336efd8b0d13c4bb547551f76976731d65			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw023	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	23	1974580203	467211726	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	89	0.089	True	True	True						False	False	107.36322649399995	587c5bb2856e99b86eef1eeca993a40e572f86a639dc8ad4f5a95980e9cc5674			
