calibration_id	phase	processing_mode	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	candidate_pool_diploids	sample_diploids	exact_sample_alt_count	draw_index	seed	panel_seed	slim_scaling_factor	slim_burn_in	sequence_length_bp	focal_position_bp	origin_age_generations	origin_contract_sha256	event_contract_sha256	cell_contract_sha256	slim_sha256	status	evaluable	terminal_class	candidate_pool_alt_count	candidate_pool_af	candidate_pool_frequency_gate_passed	exact_panel_feasible	pool_band_and_panel_hit	sample_alt_count	sample_af	n_hom_ref	n_heterozygous	n_hom_alt	stdpopsim_recapitation_applied	post_slim_neutral_mutation_overlay_applied	elapsed_seconds	trajectory_sha256	panel_tree_sha256	panel_manifest_sha256	error
eas_selected__confirm100__s0.005000__af0.100000__q5__draw024	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	24	562952691	1550811739	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	120	0.12	True	True	True						False	False	57.29747990999999	b4a4c2363f64bd39b21bced822735acb4873ad0c0b3dea5f6469c5a939247985			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw025	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	25	321105811	1300876554	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	112	0.112	True	True	True						False	False	29.05724321499997	d6da0072cc6eaa2a48c3f9fa67fb08b95278786915cff0bc19cac641c16d8a58			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw026	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	26	1453693179	64109444	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	92	0.092	True	True	True						False	False	136.46093660600013	f440865a3bd1108ff368907e25efa6220b3088ac1f9898e38e7d023d06bee324			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw027	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	27	219711176	123360240	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	108	0.108	True	True	True						False	False	210.2967968360001	393e0175886b19e7edbc425335685e408e13942b0b54dd721ef9488fe37f61b6			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw028	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	28	1384506799	1299211092	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	96	0.096	True	True	True						False	False	462.47801961799996	ce66696954bac56d561f6bbe07a93000c904edc77602208dbf766d23fc62a182			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw029	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	29	1292969829	71506714	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	126	0.126	False	False	False						False	False	151.22604459500008	ddedc25440384511002804c07c45fa71e055271abd0285486d9713747a169160			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw030	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	30	69861505	1574358839	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	82	0.082	True	True	True						False	False	72.19545377399982	e1e8888a702a16f89ff2e2ce8ca8f73ffa8401e4a75cafcf269ca3ff8e260f24			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw031	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	31	1146016849	1948025693	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	123	0.123	True	True	True						False	False	194.02304490300025	b0b3058e7d130149b6cc7c6092ff4ec4a144c14320607f6ccbc66ad2c27373d6			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw032	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	32	1681958991	662418167	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	88	0.088	True	True	True						False	False	200.97096185200007	9f2e5c7f35063dbb6f39c70222427324b777aad21edfe18c346199b5d43eb93e			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw033	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	33	582972551	589836340	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	89	0.089	True	True	True						False	False	284.25592604700023	b6392c2855864a5136db4157cd7964efe7b2236c9627c6ea663acc37ebc45c89			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw034	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	34	175824362	1789813723	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	68	0.068	False	False	False						False	False	55.509895973999846	67d46ed1413a1681cd006727bb4dfcfd742a73f0ab9222811c901902d8944bdd			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw035	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	35	679790053	1571807236	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	111	0.111	True	True	True						False	False	96.66607231499984	82c96612b53bf610c610125db3046c67d51172b0507f4baa26f8e0674c50ef73			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw036	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	36	2054847947	1458263883	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	87	0.087	True	True	True						False	False	485.9258211089998	f9b4407d803e100510e2785ace1e09cdf938798f3072c9228071e9415f46cb49			
eas_selected__confirm100__s0.005000__af0.100000__q5__draw037	confirm100	focal_2bp_forward_only_no_recap_no_neutral_overlay	0.005	0.1	0.075	0.125	500	100	20	37	521990726	1608763878	5.0	0.1	2	1	2038.0	0c428837bc8d1f349067c6dd5a4c3c09125e96875485b44ae851b95343bc2feb	1675660457129bcf37325eb1e8a2adccdea1644cefb0b68e792389375e226225	ba87e582a0f5e3344341e04e9da204fbc0e4db85b2616e759ce7daae055caec5	67409ff190808c2967c949cae6697bf235010dbe832389cb4976d9089b5f5e1d	complete	True	segregating	86	0.086	True	True	True						False	False	485.82813537100014	189bb3abe054b69448968c4a10edeb3e0f0c234027842e24c13f23cc3614a913			
