attempt	seed	accepted	focal_allele_outcome	population_allele_frequency	ancestry_seconds	slim_seconds
57	931347	False	lost	0.0	1.1709999995446196e-05	0.5101983350000125
58	931357	False	lost	0.0	1.9199000007574796e-05	0.49274928500000215
59	931367	False	lost	0.0	1.888700001018151e-05	1.140328736000015
60	931377	False	lost	0.0	1.0854000009885567e-05	0.4984540589999824
61	931387	False	lost	0.0	9.261000002425135e-06	0.4723207410000043
62	931397	False	lost	0.0	1.2236999992865094e-05	0.5416821499999855
63	931407	False	lost	0.0	1.162600000270686e-05	0.518921186
64	931417	False	lost	0.0	9.400999999797932e-06	0.5412809740000171
65	931427	False	lost	0.0	1.3078999984372786e-05	0.5365721569999948
66	931437	False	lost	0.0	1.2589000021989705e-05	0.5079182800000126
67	931447	False	lost	0.0	2.1629000002576504e-05	0.5094494759999861
68	931457	False	lost	0.0	2.9375999986314127e-05	0.49657617199997617
69	931467	False	lost	0.0	2.2319999999353968e-05	0.5062468209999906
70	931477	False	lost	0.0	1.1685999993460428e-05	0.5068935479999936
71	931487	False	lost	0.0	2.42650000075173e-05	0.5115784449999978
72	931497	False	lost	0.0	2.292199999942568e-05	0.7407114730000046
73	931507	False	lost	0.0	1.6125999991345452e-05	0.4770878079999932
74	931517	False	lost	0.0	2.2108999985448463e-05	0.5376899979999905
75	931527	False	lost	0.0	1.2598000012076227e-05	0.5119837420000124
76	931537	False	lost	0.0	1.801099998033351e-05	0.5028142959999968
77	931547	False	lost	0.0	1.1224999980186112e-05	0.926238273999985
78	931557	False	lost	0.0	9.992999991936813e-06	0.4832303290000084
79	931567	False	lost	0.0	2.3383000012699995e-05	0.48942071099997975
80	931577	False	lost	0.0	1.2887999986332943e-05	0.5305584689999989
81	931587	False	lost	0.0	8.858999990479788e-06	0.505115974000006
82	931597	False	lost	0.0	8.618999999043808e-06	0.5071475569999961
83	931607	False	segregating	0.114225	8.438999998361396e-06	3.346056153999996
84	931617	False	lost	0.0	7.455999991634599e-06	0.49510991500000046
85	931627	False	lost	0.0	8.829999984527603e-06	0.5578435680000098
86	931637	False	lost	0.0	1.0853999981463858e-05	1.4012176310000086
87	931647	False	lost	0.0	1.170600000932609e-05	0.6225729570000169
88	931657	False	lost	0.0	9.831999989273754e-06	0.5830943719999766
89	931667	False	lost	0.0	7.877000001599299e-06	0.5124985859999924
90	931677	False	lost	0.0	1.8792000020084743e-05	0.5015790630000083
91	931687	False	lost	0.0	1.627599999665108e-05	0.5272378980000099
92	931697	False	lost	0.0	1.079399999071029e-05	0.4863944229999788
93	931707	False	segregating	0.040325	1.893099999961123e-05	3.3617711340000085
94	931717	False	lost	0.0	1.0833999994019905e-05	0.5947483200000079
95	931727	False	lost	0.0	1.7458000002079643e-05	0.530129727000002
96	931737	False	lost	0.0	2.2870000009334035e-05	0.4979175830000031
97	931747	False	lost	0.0	2.8192000002036366e-05	0.5369277490000002
98	931757	False	lost	0.0	2.773099998876205e-05	0.5889096930000051
99	931767	False	segregating	0.0283	1.7718999998805884e-05	3.318988989000019
100	931777	False	lost	0.0	1.1412999981530447e-05	0.48559955399997534
101	931787	False	lost	0.0	9.728999998515064e-06	0.5151645219999921
102	931797	False	lost	0.0	8.025999989058619e-06	0.5189457609999977
103	931807	False	lost	0.0	1.036099999396356e-05	0.49395442899998443
104	931817	False	lost	0.0	8.355999995046659e-06	0.5177504069999941
105	931827	False	lost	0.0	7.8760000121747e-06	0.5048585190000097
106	931837	False	lost	0.0	1.1594000000059168e-05	0.9705487490000166
107	931847	False	lost	0.0	1.633299999070914e-05	0.5469840810000051
108	931857	False	lost	0.0	1.5931999996610102e-05	0.47591522999999825
109	931867	False	lost	0.0	2.4088999992954996e-05	0.4873559549999982
