# Gamma-SMC explicit haplotype pairs
# genotype_class	hom_alt
# n_pairs	23
0	1
6	7
10	11
12	13
22	23
24	25
34	35
42	43
46	47
50	51
84	85
86	87
90	91
92	93
106	107
108	109
144	145
156	157
164	165
172	173
180	181
182	183
190	191
